ds,yhat,yhat_lower,yhat_upper
2019-10-03,6.228275427140233e-05,3.45088408486758e-05,0.00010951451149957216
2019-10-04,9.525582638032808e-05,5.611318944785082e-05,0.00016753100068540261
2019-10-05,0.0001341394162414185,7.712941528257546e-05,0.0002330363331762371
2019-10-06,5.3167894515347096e-05,3.0229660141008207e-05,9.476276462186251e-05
2019-10-07,0.0001048091194308531,5.8820649757926936e-05,0.00018565904690037973
2019-10-08,0.00011341501410065279,6.376061263445952e-05,0.00020321780914500285
2019-10-09,8.980692898054826e-05,5.2996012355587465e-05,0.0001555253830485483
2019-10-10,7.962409395387389e-05,4.492230116504322e-05,0.00013791327576164172
2019-10-11,8.723774557151755e-05,5.087920340858275e-05,0.00015667947138796578
2019-10-12,4.209475793116952e-05,1.882507127636023e-05,9.2108612119253e-05
2019-10-13,3.4082861139065895e-05,1.9104244563168008e-05,5.803545027590058e-05
2019-10-14,4.288766381819684e-05,2.473423568143207e-05,7.530016094827234e-05
2019-10-15,6.007397660132969e-05,3.5700730228344894e-05,0.00010544420937841905
2019-10-16,6.320688791454242e-05,3.4717561770238726e-05,0.00010695733612839514
2019-10-17,9.346597742908017e-05,5.189082208389783e-05,0.0001593474579728345
2019-10-18,8.413250532156976e-05,4.9333331113213443e-05,0.00014981930314452867
2019-10-19,9.068961946576864e-05,5.085678490981342e-05,0.0001612631631365155
2019-10-20,4.20889637694385e-05,2.4742190681124995e-05,7.108067999161871e-05
2019-10-21,0.00018455345248154023,0.00010737444977055609,0.0003150699491236165
2019-10-22,8.96281379772935e-05,5.11290411346184e-05,0.00015338480405682655
2019-10-23,6.93215158855371e-05,4.040501865539021e-05,0.00011859516878269167
2019-10-24,0.00014661070340701607,8.242027693418347e-05,0.00026066515844519125
2019-10-25,9.659132420072226e-05,5.4487633145383536e-05,0.00016507426114999662
2019-10-26,5.467808691578033e-05,3.064526354275615e-05,9.532941694425513e-05
2019-10-27,3.962297777819221e-05,2.3532901752242794e-05,6.932090529687346e-05
2019-10-28,7.374821880225255e-05,4.3492915324409715e-05,0.00012799595462910151
2019-10-29,5.375797186383856e-05,3.0176405187969704e-05,9.249294344559768e-05
2019-10-30,6.516907982894521e-05,3.788591350675423e-05,0.00011541718959694792
2019-10-31,7.836043645512413e-05,4.34003093914127e-05,0.00013246677417111483
2019-11-01,5.837874253412916e-05,3.2828767419419575e-05,9.89030133588338e-05
2019-11-02,6.451760750260288e-05,3.732474483581586e-05,0.0001111959759850632
2019-11-03,7.081974766372934e-05,3.983420592348825e-05,0.00012687757741804321
2019-11-04,0.00011418952748459084,6.438510092935221e-05,0.00018988956863633745
2019-11-05,0.0001604472982473831,9.475403113438836e-05,0.0002881499990372702
2019-11-06,7.147130746397105e-05,3.9980050428389065e-05,0.00012567523304940552
2019-11-07,0.00021560583959124167,0.00012427296703276214,0.00039679190877998547
2019-11-08,5.2106323025737695e-05,2.8482555581934665e-05,9.29219553917084e-05
2019-11-09,5.669679958009755e-05,3.407060758678655e-05,9.599486379575174e-05
2019-11-10,4.747185899106736e-05,2.652492518253336e-05,8.293710268418767e-05
2019-11-11,7.269737263494033e-05,4.095434767444335e-05,0.00012521892085714937
2019-11-12,7.542374179925883e-05,4.349193115293557e-05,0.00012935070336655475
2019-11-13,0.00013397779606086306,7.934572779786625e-05,0.0002356091351997197
2019-11-14,9.100422875800391e-05,5.131016653396741e-05,0.0001581732399540631
2019-11-15,7.614477178087358e-05,4.424164162066926e-05,0.00013506696366205606
2019-11-16,5.437115719195141e-05,3.233177265190062e-05,9.238774724396256e-05
2019-11-17,5.294934560622104e-05,3.0264724664827582e-05,9.480784549546043e-05
2019-11-18,0.00012910843586184844,7.266171416440776e-05,0.00022719558181185872
2019-11-19,8.410316179515608e-05,4.881336484839365e-05,0.00015314008699459546
2019-11-20,0.00011118085357886517,5.5614799695344375e-05,0.00021666755911980883
2019-11-21,7.267535113933842e-05,3.988349933100356e-05,0.00012166625473628164
2019-11-22,5.7856433043762236e-05,3.25134413247812e-05,0.00010120829177315654
2019-11-23,4.544664166606277e-05,2.6141877575207117e-05,8.119209425672572e-05
2019-11-24,3.083841173655153e-05,1.8062004897471735e-05,5.244083356069973e-05
2019-11-25,6.730438249049524e-05,3.888585619372157e-05,0.00011852520040734616
2019-11-26,7.427365697364253e-05,4.195707305869227e-05,0.00013278923224775062
2019-11-27,8.778577890720906e-05,4.7110761530394274e-05,0.00015163431899119941
2019-11-28,7.929542890793588e-05,4.5445947185119254e-05,0.00013623018208099632
2019-11-29,7.788023765264059e-05,4.4858982915070445e-05,0.0001373891579812145
2019-11-30,5.9959937786273915e-05,3.596606154156873e-05,0.00010613480768486388
2019-12-01,3.994453005665798e-05,2.299011566160642e-05,7.084504595692158e-05
2019-12-02,9.07325050959675e-05,5.269961427855098e-05,0.00015413933600703637
2019-12-03,7.208119763770848e-05,3.9553472299648466e-05,0.00012184783126481035
