,ds,y,prediccion_train,prediccion_train_max,prediccion_train_min,prediccion_test,prediccion_test_max,prediccion_test_min
25,2019-01-28,3.6940693276108276e-05,6.632517811517053e-05,0.00012185931459489817,3.5715906609040824e-05,6.747673580572149e-05,0.00012339806936629183,3.6735716121604805e-05
26,2019-01-29,4.0239375699254976e-05,5.0822489976610076e-05,9.467297514315704e-05,2.7703523621886727e-05,5.171970152958814e-05,9.538213660274369e-05,2.8323424077541438e-05
27,2019-01-30,8.134558085476052e-05,5.2391933869536884e-05,9.695337602316531e-05,2.842519356898315e-05,5.315070468800683e-05,9.862128669924622e-05,2.894969907998178e-05
28,2019-01-31,9.527775154303576e-05,6.928418197623849e-05,0.00012718459578046562,3.7635755783983846e-05,7.000916767722876e-05,0.00012908546036969443,3.807329707519869e-05
29,2019-02-01,,7.123516431493464e-05,0.00013105403972218105,3.8923111504659327e-05,7.647686510389837e-05,0.0001398233554261758,4.171888893443918e-05
30,2019-02-02,4.8692333335077484e-05,6.0788423393688105e-05,0.00011216329936695007,3.327485408655771e-05,6.26207474089249e-05,0.0001150870774207591,3.4000472781416054e-05
31,2019-02-03,5.160275062258985e-05,4.9132828013616524e-05,8.9931182283123e-05,2.6585400729714864e-05,4.7872725889530076e-05,8.831253982666373e-05,2.6149740426441357e-05
32,2019-02-04,0.00011871404035080003,6.150526348504158e-05,0.00011351303332541241,3.347951880717158e-05,7.295604861024006e-05,0.0001334902224084098,3.9618233596243076e-05
33,2019-02-05,6.751901643030288e-05,7.325271805491865e-05,0.00013421724712113365,3.981361317843957e-05,7.092228377375074e-05,0.0001306448377904253,3.880656702002712e-05
34,2019-02-06,5.709433994113454e-05,6.488166678183701e-05,0.00011918318958531687,3.517816579011823e-05,7.369189371987809e-05,0.00013634422534986707,4.037657913898535e-05
35,2019-02-07,7.933779415043845e-05,8.066242647533533e-05,0.0001468062535218012,4.394029854082239e-05,7.95390638598723e-05,0.00014629861139498217,4.391284393287457e-05
36,2019-02-08,0.00010329959619100001,8.289863679323058e-05,0.00015191964867419783,4.472136145895608e-05,8.252396773910413e-05,0.00015135130419694035,4.527225097014161e-05
37,2019-02-09,8.088638310679318e-05,7.06527377359115e-05,0.00012898807054495705,3.8489592367226794e-05,6.559649708908375e-05,0.0001202559900331094,3.5700221562098326e-05
38,2019-02-10,5.574805212600172e-05,5.859798815988041e-05,0.00010726552413911449,3.208872623499143e-05,5.1305838468537965e-05,9.330314414173454e-05,2.8227250771131595e-05
39,2019-02-11,5.232628442859774e-05,6.204019688639766e-05,0.00011399530795204644,3.3950310900281036e-05,6.154955377275813e-05,0.00011418450934273446,3.35433716280297e-05
40,2019-02-12,6.162167639911394e-05,7.272580361979146e-05,0.00013501800047543972,4.0040323358543185e-05,6.896674360167644e-05,0.00012696532708532341,3.7713895931371006e-05
41,2019-02-13,7.021319820737971e-05,6.435167014183975e-05,0.00011799791256780709,3.4933902190953576e-05,6.495057697754438e-05,0.00011969792091806369,3.534493986366565e-05
42,2019-02-14,,7.454905669270548e-05,0.00013708070861263678,4.031965652198839e-05,7.551409240084057e-05,0.0001395012961625605,4.078598160188206e-05
43,2019-02-15,0.00020404617432310005,9.27201792031381e-05,0.00017192933861758116,5.0322189590873535e-05,9.31277245388859e-05,0.0001718493782883677,5.078357001411476e-05
44,2019-02-16,6.772507777072952e-05,7.363409881875333e-05,0.00013622902758959941,4.0765004744671216e-05,7.563205838957925e-05,0.00013890465837254677,4.180250532626461e-05
45,2019-02-17,4.812453080588022e-05,5.618159109631346e-05,0.00010364065688263625,3.043972725144483e-05,5.840885899167409e-05,0.00010637629001717714,3.175797168308955e-05
46,2019-02-18,7.862917398604991e-05,8.289020132466736e-05,0.0001537061835595199,4.489184234697029e-05,8.291249695096776e-05,0.00015401236520685648,4.5015019968523595e-05
47,2019-02-19,9.472376219659346e-05,7.460689269060413e-05,0.00013731500013852601,4.0437159105831604e-05,7.534791584562096e-05,0.0001380242865396271,4.103460170586577e-05
48,2019-02-20,6.9142884803507e-05,7.656245983750625e-05,0.0001408748284934138,4.201171581733347e-05,7.903138256241111e-05,0.00014515355367547016,4.25601062475683e-05
49,2019-02-21,0.00014871105020670006,8.019907658853826e-05,0.00014857289131644204,4.369243555082347e-05,8.424478989272348e-05,0.00015270095384017763,4.5939155350936815e-05
50,2019-02-22,,7.083691818198374e-05,0.00012869629032394897,3.827453562816543e-05,7.215433539172215e-05,0.00013360729765562955,3.8703091256413144e-05
51,2019-02-23,,5.511066350712031e-05,0.00010191122596880693,3.0215855237501435e-05,5.82729626709054e-05,0.00010722442069552379,3.164828035663532e-05
52,2019-02-24,2.7085761757916757e-05,5.240713022961784e-05,9.611137774711423e-05,2.8302871592398543e-05,5.619341039656246e-05,0.0001023899941444203,3.0520613360390485e-05
53,2019-02-25,,8.370030416384217e-05,0.00015445548263854188,4.560880398577187e-05,8.407154770432241e-05,0.00015358935109258278,4.576860541772033e-05
54,2019-02-26,6.942856239702683e-05,7.959523452369308e-05,0.00014574437185870497,4.332738629086776e-05,8.013804614088552e-05,0.00014658143901002325,4.3254005385959185e-05
55,2019-02-27,8.796758315958404e-05,7.266500918759301e-05,0.00013443996778346218,3.973654009923237e-05,7.247989322673815e-05,0.0001352771635774885,3.9739880467970146e-05
56,2019-02-28,,7.990431162663994e-05,0.00014670897443662525,4.315893893289084e-05,7.982868528425651e-05,0.0001474456694923147,4.323232564020125e-05
57,2019-03-01,6.754574888934037e-05,9.050657548004989e-05,0.00016602336545048512,4.907355922514826e-05,9.5378435424376e-05,0.00017513648518152476,5.237779312375101e-05
58,2019-03-02,7.4672744334467e-05,5.919728863373239e-05,0.00010898386673868795,3.22133642857737e-05,6.343229848067054e-05,0.0001162064725808069,3.448990174306227e-05
59,2019-03-03,2.9814784524687604e-05,5.327383304855148e-05,9.789349722133312e-05,2.8719780784369207e-05,5.626910644919545e-05,0.00010303364409689905,3.0610520985378e-05
60,2019-03-04,,7.000854676038755e-05,0.0001286446961331961,3.764274917092768e-05,6.524503803895753e-05,0.00012029125603612063,3.56671786369272e-05
61,2019-03-05,6.371297685858078e-05,7.820127070597908e-05,0.00014363301703957242,4.2528544630165304e-05,7.192284429634694e-05,0.0001323497625308862,3.9525059335655155e-05
62,2019-03-06,0.00010368978868019998,8.012182826135258e-05,0.00014804169393011987,4.32193165358615e-05,7.905536353190923e-05,0.00014510154028931008,4.296933987301288e-05
63,2019-03-07,0.00011414054068519997,7.177496278087279e-05,0.00013202821041194312,3.935378271207871e-05,6.990961788697798e-05,0.00012888704377774394,3.794386088816357e-05
64,2019-03-08,4.8199199080961416e-05,6.50440411195251e-05,0.00011805511036786915,3.529247171461262e-05,6.903040184246675e-05,0.00012703197358707516,3.7169476000353204e-05
65,2019-03-09,5.45316145270751e-05,7.186383791349464e-05,0.00013182645886764785,3.9419181361484997e-05,6.528377026066176e-05,0.00011998005142344929,3.567775217617165e-05
66,2019-03-10,5.183233628281875e-05,6.417143879226815e-05,0.00011825134415523293,3.4748602815900136e-05,5.513765872434557e-05,0.00010139165224254449,3.0023154387852444e-05
67,2019-03-11,3.5077055748597826e-05,7.83567968774256e-05,0.0001447551580949401,4.27403718088854e-05,8.123127214362604e-05,0.00015038969526730162,4.4259420962265905e-05
68,2019-03-12,,6.364930659177919e-05,0.00011620097968269141,3.439051263548057e-05,5.898259947559627e-05,0.0001092246717080695,3.182078203650112e-05
69,2019-03-13,3.942649562376847e-05,7.509069073179369e-05,0.0001379221781717508,4.105576179587156e-05,7.31640550644524e-05,0.00013444240576750675,3.987899915144965e-05
70,2019-03-14,8.410314302207901e-05,7.990892895575323e-05,0.00014672689703990516,4.349813265974174e-05,7.99154750791564e-05,0.0001469397938468327,4.349187698366875e-05
71,2019-03-15,,6.990617126796519e-05,0.0001286732684088836,3.798602439092901e-05,6.827167154925528e-05,0.00012670123224637714,3.743690670432765e-05
72,2019-03-16,,5.376184423058037e-05,0.00010017581950609594,2.9230146254000514e-05,5.402124436019839e-05,0.00010020189617051278,2.9480698491684244e-05
73,2019-03-17,6.541525954023161e-05,3.99118353009789e-05,7.363846172190335e-05,2.1966488047746127e-05,4.161136412017044e-05,7.58658018731544e-05,2.2571953848600515e-05
74,2019-03-18,7.769018903863655e-05,7.268411071370976e-05,0.0001328654948513099,3.925251458141779e-05,7.051924094015026e-05,0.00012906188687067364,3.7962652562904016e-05
75,2019-03-19,,5.526575852843341e-05,0.00010225331365753354,3.032704607140106e-05,5.324537714952203e-05,9.68737632986008e-05,2.8852359518760127e-05
76,2019-03-20,5.274150003196889e-05,6.90129770569006e-05,0.00012771973087007444,3.790407672922768e-05,6.737359407858244e-05,0.00012391493704974325,3.660114309610229e-05
77,2019-03-21,,8.216380244259468e-05,0.00015166241504596046,4.46118208042794e-05,8.015649272642162e-05,0.00014639490687699618,4.3981806014195204e-05
78,2019-03-22,0.00019142398781720008,8.738374983318275e-05,0.000159670529943755,4.750127646958198e-05,8.50988290033776e-05,0.00015713903829095422,4.641848682610452e-05
79,2019-03-23,5.757260753316416e-05,6.988864950642319e-05,0.00012943036896179768,3.7916928822681386e-05,6.886480236200797e-05,0.00012645414417445866,3.755843347212337e-05
80,2019-03-24,5.562434363021204e-05,5.224629225679154e-05,9.547407862355466e-05,2.856044738273887e-05,5.267871806761743e-05,9.668865319051214e-05,2.8990244948534683e-05
81,2019-03-25,0.00011491367129200003,7.55029181275355e-05,0.00013868180790914947,4.099490181437681e-05,7.472646955301926e-05,0.00013791159853543205,4.071310172708252e-05
82,2019-03-26,1.8681599613046267e-05,7.269107388185208e-05,0.00013429536531423217,3.980503216062726e-05,7.005620076132232e-05,0.00012891105415625362,3.801486282196981e-05
83,2019-03-27,5.770370127607015e-05,8.103014300995222e-05,0.00014736188225033064,4.3818015382808444e-05,7.817455975439639e-05,0.00014399937214778957,4.2475843966488244e-05
84,2019-03-28,7.626640251802273e-05,8.71959277583897e-05,0.0001605324535458446,4.7174007686771696e-05,8.495911868884538e-05,0.00015634203845988533,4.60312540365497e-05
85,2019-03-29,7.523107083960728e-05,7.642712089779673e-05,0.00014187838572881777,4.1228988626314764e-05,7.371646120902709e-05,0.00013590357869757387,4.0073486943475085e-05
86,2019-03-30,0.00010245781516270002,7.178431580938711e-05,0.00013266317102623382,3.945146779070664e-05,6.965937563247427e-05,0.00012751025324644622,3.830620961576197e-05
87,2019-03-31,5.3768983155866076e-05,5.353839357466136e-05,9.958687170120622e-05,2.9228456700613723e-05,5.4376273292240796e-05,0.00010038708794988826,2.998764934719095e-05
88,2019-04-01,,7.979764837452752e-05,0.00014751086951146224,4.346083371442839e-05,7.736525617615179e-05,0.00014161097877517297,4.1974764051773444e-05
89,2019-04-02,,7.354008357163308e-05,0.0001343897546886409,3.987383038267196e-05,7.3942418506418e-05,0.00013564660564577968,4.030091077623694e-05
90,2019-04-03,0.00010107438661620002,6.399627981265395e-05,0.00011766768482940999,3.447581967858968e-05,7.862409591934399e-05,0.00014539250924568405,4.3101535216175334e-05
91,2019-04-04,,7.032478465838053e-05,0.00012945768352801842,3.808198143982976e-05,7.005845439583317e-05,0.00012811939476637264,3.7686277315488855e-05
92,2019-04-05,9.141713332049677e-05,8.79856298574405e-05,0.0001612437305080054,4.8074838576508906e-05,9.493198783143752e-05,0.00017426059496184105,5.125963781562682e-05
93,2019-04-06,0.00016762342769559993,8.45620359412788e-05,0.00015522267381913664,4.5974539438249336e-05,7.685415708852961e-05,0.00014005675563768676,4.210787651159527e-05
94,2019-04-07,9.949267981591289e-05,7.605132936842887e-05,0.00014064550758605037,4.136915991022176e-05,6.442239171380226e-05,0.00011887883704646626,3.505821362739547e-05
95,2019-04-08,,8.844569428513866e-05,0.0001634607075135437,4.7965346433020514e-05,9.393763310298726e-05,0.00017417712480058563,5.124816318983773e-05
96,2019-04-09,5.9716603511205083e-05,9.203432251864075e-05,0.00016881448761864722,4.970460090358549e-05,8.535202660806303e-05,0.00015667580803170814,4.662376453088189e-05
97,2019-04-10,0.0001550458818569,8.007846259247141e-05,0.000148479227850779,4.374429556419593e-05,7.396354066767548e-05,0.00013710710454737252,4.054053471912745e-05
98,2019-04-11,6.580983138555745e-05,8.060590004632342e-05,0.0001482923774583503,4.389187023877485e-05,7.880639308594002e-05,0.0001453155218266671,4.2778502366501774e-05
99,2019-04-12,0.00019212757685790007,0.00010387612726657944,0.00019075438482664696,5.6415978701128144e-05,9.888517843461306e-05,0.00018395780449634923,5.412577978487974e-05
100,2019-04-13,8.328465063093904e-05,8.883455079189317e-05,0.00016354187389141798,4.833138211823686e-05,8.606993150590548e-05,0.0001580206168902482,4.7600922377347676e-05
101,2019-04-14,6.901527009114626e-05,6.717759441687558e-05,0.00012397620942796857,3.661922479449861e-05,6.898984373500003e-05,0.00012678773417011896,3.746889989839588e-05
102,2019-04-15,,9.643397918174997e-05,0.0001753022858491772,5.2385779520060745e-05,9.300169478377955e-05,0.00017103690350760273,5.1234130473367534e-05
103,2019-04-16,9.755360931960767e-05,8.614742439826118e-05,0.00015878694781469948,4.710803335114023e-05,8.314086606245075e-05,0.00015242328156400955,4.5305411476770714e-05
104,2019-04-17,8.612400475350662e-05,9.713503432855718e-05,0.00017854384944039812,5.287251053451779e-05,9.168734691117634e-05,0.00016757409569611,5.0027191794690394e-05
105,2019-04-18,0.00016967601452089998,9.335784160819883e-05,0.00017120556642955543,5.07228595712561e-05,9.703226700981763e-05,0.00017861577230025865,5.342489327499793e-05
106,2019-04-19,8.953034608453395e-05,8.212767649396148e-05,0.0001506340639231636,4.50364386952913e-05,8.648317421251882e-05,0.00015908626896590338,4.718833546822987e-05
107,2019-04-20,7.250063216106536e-05,7.28145730341265e-05,0.00013328553401378954,3.9840321889876514e-05,7.860278957037924e-05,0.00014199734044244292,4.255917619270843e-05
108,2019-04-21,0.00012114418845059999,5.8027951825811824e-05,0.0001070714260608992,3.145737072803501e-05,5.7464168085041854e-05,0.00010652903903954343,3.106681541757646e-05
109,2019-04-22,0.00017116928597819996,9.061994345054706e-05,0.00016758564877537366,4.9292167705404924e-05,8.773735656199562e-05,0.00016216900052875752,4.734606335919681e-05
110,2019-04-23,0.00022727744470290003,8.671490988378481e-05,0.00016097504077122762,4.722289133703866e-05,8.394842573621793e-05,0.00015612765188444664,4.556741290864627e-05
111,2019-04-24,,9.015135971993512e-05,0.00016627520979535098,4.9223579516787666e-05,8.708760744064745e-05,0.00016028443137767632,4.763652590272725e-05
112,2019-04-25,,9.537338121780015e-05,0.00017489207329863916,5.1472199397361305e-05,9.308987587629917e-05,0.000170502206516209,5.0690394125765855e-05
113,2019-04-26,,7.957132291110466e-05,0.00014716137724336348,4.341285209957962e-05,7.792316349902673e-05,0.0001428219708374725,4.2552259829434554e-05
114,2019-04-27,6.0443548849400875e-05,6.005345495501418e-05,0.00011041910502352684,3.2376624421882334e-05,6.0355207066597397e-05,0.00011152744138743908,3.219703141432314e-05
115,2019-04-28,7.503548275583729e-05,5.512340478457373e-05,0.00010069647515361363,2.976675234048961e-05,5.755688480998267e-05,0.00010532565360813544,3.1328794548490826e-05
116,2019-04-29,3.230544886087872e-05,8.609209729461154e-05,0.0001576899735954289,4.638240707511239e-05,8.137856049919933e-05,0.00014947691264096638,4.4441159730511583e-05
117,2019-04-30,,6.973594568289219e-05,0.00012820564538933168,3.77092864375686e-05,7.301527564675276e-05,0.0001345781543243561,3.9218414802155104e-05
118,2019-05-01,4.443977802969376e-05,7.00430475524145e-05,0.000129572823427172,3.800597788891808e-05,7.362975671419461e-05,0.00013488584354369543,3.993012956554433e-05
119,2019-05-02,,8.782664778755824e-05,0.00016165878770374456,4.782515946190193e-05,8.932989929388757e-05,0.0001646167180239513,4.837539585491864e-05
120,2019-05-03,9.467225570406283e-05,7.453364778117927e-05,0.0001378989439797937,4.041345011202814e-05,9.114820820935331e-05,0.00016784806633968327,4.9570840126807506e-05
121,2019-05-04,5.7925960291109555e-05,6.423646202832287e-05,0.00011661400967107672,3.4760645966098367e-05,5.719982380180514e-05,0.00010501348035519383,3.118923596790775e-05
122,2019-05-05,,4.090255908900366e-05,7.577589681866021e-05,2.2027406808697735e-05,4.366924931876755e-05,8.030647147686608e-05,2.4004831520349693e-05
123,2019-05-06,0.00013656593403150002,8.336701836778508e-05,0.00015530674001364332,4.5592805460328114e-05,7.827543736236268e-05,0.00014389954030728016,4.24197708485529e-05
124,2019-05-07,7.512279964197543e-05,8.046476343051472e-05,0.000146335559545741,4.389562105874311e-05,7.29674593739206e-05,0.0001340023693352926,3.976770446887334e-05
125,2019-05-08,9.91059282773088e-05,6.959755445750617e-05,0.00012899523592364503,3.763399642668457e-05,6.657445381581162e-05,0.00012182894160139686,3.555242068862337e-05
126,2019-05-09,,8.014314083502372e-05,0.00014662707757918277,4.3073899995883055e-05,7.51286424561336e-05,0.00013953900970610055,4.079247186824191e-05
127,2019-05-10,4.5139562765025474e-05,7.447954256648676e-05,0.00013666427447094103,4.0172719271320314e-05,7.679010004406693e-05,0.00014077216999280182,4.1558925352144395e-05
128,2019-05-11,9.496630929938058e-05,8.404709103816067e-05,0.00015518658781070465,4.589269353778751e-05,7.53703243278464e-05,0.00013862461363614703,4.1192242054970856e-05
129,2019-05-12,0.00010258528561750002,7.396753999593401e-05,0.00013686115844521526,4.012492794746828e-05,6.142801941107379e-05,0.0001121754599481479,3.3450944714581615e-05
130,2019-05-13,0.00013227895591319994,9.45904363201371e-05,0.00017246865929802687,5.163221670945099e-05,9.28199715861694e-05,0.0001694462626362018,5.074171797986976e-05
131,2019-05-14,0.0001127902159398,8.799323095075052e-05,0.00016104317197300244,4.807975794539675e-05,8.492028176863535e-05,0.00015555798763989856,4.617026805605381e-05
132,2019-05-15,6.027591839554529e-05,9.264060091022529e-05,0.00016959603106993348,5.0140719593838656e-05,9.012696752265136e-05,0.00016501728750677622,4.9170792924776435e-05
133,2019-05-16,6.684581810757949e-05,0.000110779372693875,0.00020270539652138622,6.007898043753144e-05,0.00010857070153977262,0.0002002719895432095,5.944588617586712e-05
134,2019-05-17,8.341312958270525e-05,0.00011369589805851159,0.00020951985998391418,6.222248099028127e-05,0.00011091055334048854,0.00020369312794848063,6.0319815581426934e-05
135,2019-05-18,0.0001094020633199,7.539569668746029e-05,0.00013907230511744055,4.0843800017052186e-05,7.469040368450533e-05,0.00013731961467843503,4.0699531625110414e-05
136,2019-05-19,5.410179013080364e-05,5.487075165985867e-05,0.00010120628580460908,2.9714766843768312e-05,5.77967316220489e-05,0.00010720425348992515,3.148287182172562e-05
137,2019-05-20,,8.628499400288916e-05,0.00015885310214611704,4.69959800149665e-05,8.434110952658779e-05,0.00015519844943640026,4.536985630375507e-05
138,2019-05-21,,8.893955600413761e-05,0.0001641668180543,4.838027376587543e-05,8.714789887655148e-05,0.0001608225156809528,4.6910686008503634e-05
139,2019-05-22,6.160744886417401e-05,0.00011731947612753942,0.0002166070375514448,6.399770674080495e-05,0.00011433177942725691,0.00021024590037778626,6.247846318524727e-05
140,2019-05-23,0.00023773389566099994,0.00012990977927412664,0.00023619383444480388,7.057134199066597e-05,0.00012716351713103378,0.00023310432683379344,6.93991785602317e-05
141,2019-05-24,0.00019022132888289988,0.00014084151826385246,0.00025899953842443865,7.57712670154986e-05,0.00013754161699879724,0.00025362108571759593,7.524402496533335e-05
142,2019-05-25,,0.00011270586128002608,0.0002066026147102873,6.144062545729401e-05,0.00011234077543026766,0.00020760352091276333,6.097981185829777e-05
143,2019-05-26,,8.711432652126854e-05,0.00016142466932883202,4.784288131403817e-05,8.863473386331717e-05,0.00016134831159501063,4.797432161399243e-05
144,2019-05-27,,0.00012984973146766825,0.00023810441432219913,7.084906654123355e-05,0.0001267739613624111,0.00023301696643338434,6.94430846299666e-05
145,2019-05-28,0.00021388289071349993,0.00012072606663191187,0.00022115345655131352,6.600599843572121e-05,0.00011585482366588935,0.0002146262969618252,6.29132350674645e-05
146,2019-05-29,,0.00011951821056027487,0.00021828043554927967,6.461213184951428e-05,0.00012350223888393113,0.00022409988078506284,6.697315649673282e-05
147,2019-05-30,,0.00011760674020811737,0.0002168953659969041,6.415695029431312e-05,0.0001145305056031605,0.00021106913152326877,6.180241445852643e-05
148,2019-05-31,0.00010380176615240004,0.00015929012057009533,0.0002946765560199329,8.563915582206543e-05,0.00015280006612003732,0.00027907439708260874,8.383272977651329e-05
149,2019-06-01,0.00011109135788920002,0.00010558993429460682,0.00019453691198220794,5.7066543551957633e-05,0.00012098308572592864,0.00022222984316440646,6.578638462890445e-05
150,2019-06-02,0.00013411275769420006,0.00010097306127372917,0.00018652456679133037,5.4817182523154286e-05,9.14441082174708e-05,0.000169334351523903,4.9566881098381755e-05
151,2019-06-03,0.0002239463015335,0.0001218425604466262,0.00022299691492240286,6.535043930229534e-05,0.00012558689011889863,0.00023369125272162098,6.771631735691843e-05
152,2019-06-04,7.497821797791512e-05,0.00011144091399774731,0.0002052072726761779,6.042161294962646e-05,0.00011504475729863968,0.00021047909869711265,6.270812304924112e-05
153,2019-06-05,,0.00012137430190932602,0.00022245061855338555,6.576237007574972e-05,0.00011899077195059287,0.00021890688806557718,6.476650320252497e-05
154,2019-06-06,,0.00011028276509189614,0.0002047338771807023,5.919638845239298e-05,0.00010562302493098352,0.00019634343988199314,5.743419047279237e-05
155,2019-06-07,0.00010603900209790004,0.00010149546992757979,0.0001875987213479664,5.51595597793072e-05,0.00010699006180979938,0.00019896751992390363,5.7855018468595964e-05
156,2019-06-08,0.00011470285224920003,0.00011068571206685783,0.0002042591189031278,6.00362054313926e-05,9.973622440617348e-05,0.00018578681147336733,5.454322945207014e-05
157,2019-06-09,5.7982277138707364e-05,9.534514591362479e-05,0.0001766381609530944,5.1400261112358036e-05,7.91527494702267e-05,0.0001451357009880953,4.3012301105577945e-05
158,2019-06-10,,0.00010786527002423049,0.0002003657996376731,5.852018413403724e-05,0.0001145972764723006,0.00021049255816040218,6.163297838580741e-05
159,2019-06-11,,8.955589599800599e-05,0.00016547578287460127,4.8304771428692624e-05,8.390487708509048e-05,0.00015516529418078146,4.4929029702617396e-05
160,2019-06-12,,9.325462387920346e-05,0.00017095991922176293,4.9913621115550385e-05,8.403398677622303e-05,0.00015559780904775687,4.49309123259017e-05
161,2019-06-13,,9.442683496260984e-05,0.00017431860705187914,5.111774731642615e-05,9.18111818147643e-05,0.0001690268517403204,4.978100681854337e-05
162,2019-06-14,,9.237175390614477e-05,0.00017143830519065977,4.9815915982744796e-05,8.893348315458817e-05,0.00016442164397162065,4.7731001149857344e-05
163,2019-06-15,,6.902235053400947e-05,0.0001281341663578406,3.761039731344934e-05,7.09113943281659e-05,0.0001314027210336387,3.824105810164684e-05
164,2019-06-16,,5.190791684869432e-05,9.527304112707219e-05,2.831924734593968e-05,5.7118116361287045e-05,0.00010602778557925313,3.102443600806958e-05
165,2019-06-17,,6.934460067102872e-05,0.00012762766441678288,3.756401339035244e-05,7.308410108102106e-05,0.00013573712513504738,3.9667870330154684e-05
166,2019-06-18,,7.578331939145891e-05,0.00014019175439045393,4.0750297395943315e-05,7.383315862716657e-05,0.00013596635493630662,3.939896406449847e-05
167,2019-06-19,7.834792200606689e-05,9.853054732697792e-05,0.00018222599368975938,5.298167317507519e-05,9.372816934786427e-05,0.00017422147821709435,5.092866734513533e-05
168,2019-06-20,0.00014500213832300006,9.091805592179492e-05,0.0001685620725747673,4.939125619231935e-05,9.514415147054114e-05,0.0001760147744024407,5.150069548245129e-05
169,2019-06-21,,0.00011242901766361,0.00020848006597571798,6.153221175214732e-05,0.0001102649730185789,0.00020166364481640745,5.884611626153973e-05
