,ds,y,prediccion_train,prediccion_train_max,prediccion_train_min,prediccion_test,prediccion_test_max,prediccion_test_min
170,2019-06-22,,9.086343353011727e-05,0.000167826549245795,4.881335429954028e-05,9.20452747295508e-05,0.00017177391509646872,5.040835100465834e-05
171,2019-06-23,,6.3830968246513e-05,0.00011827198847159248,3.4856110720952236e-05,6.922476658842144e-05,0.00012734477437613878,3.747352936719704e-05
172,2019-06-24,,8.34106608670282e-05,0.00015460397038509323,4.492357590367245e-05,7.967123403476871e-05,0.00014666416552107844,4.2866741761976304e-05
173,2019-06-25,5.676430782262933e-05,7.67741096767991e-05,0.0001432240102101723,4.1199785501629314e-05,7.320954702477867e-05,0.00013478551727324426,3.9418059118043734e-05
174,2019-06-26,,0.00010511174462593745,0.00019327774337570553,5.727216587219058e-05,0.00010036066344953238,0.00018552550065646043,5.4088852270847186e-05
175,2019-06-27,0.00011336024156139995,0.00012222023549134342,0.00022529369639044054,6.604156329665077e-05,0.00011869432772679946,0.00021761985248325237,6.413787218321999e-05
176,2019-06-28,,0.00011234550048751297,0.00020686252284997817,6.086195367665396e-05,0.00010827082892520729,0.0001998974097937298,5.833630766734236e-05
177,2019-06-29,,8.40312249946444e-05,0.0001564055684229689,4.5480531277679495e-05,8.362753868069024e-05,0.00015400098912962397,4.570230912545411e-05
178,2019-06-30,,6.14098451037581e-05,0.0001132243587557722,3.323236352318621e-05,6.440936469051992e-05,0.0001188575028970823,3.490061130969463e-05
179,2019-07-01,0.00013547687481790005,0.00011297767540106556,0.0002097958780541751,6.104567097391554e-05,0.00011504739105204018,0.0002109368006003243,6.225860648727183e-05
180,2019-07-02,,0.00011702596658097219,0.00021367606493224347,6.37807475006483e-05,0.0001168480192058077,0.00021509476860159048,6.395333848139111e-05
181,2019-07-03,6.49048682756041e-05,0.00013295296171755356,0.0002475562773997534,7.225591337317807e-05,0.00013127104156160057,0.00024017706548590565,7.119932717329626e-05
182,2019-07-04,0.00010080674400120004,0.00012068426188632053,0.0002238601662109186,6.562085781555287e-05,0.00013598256435134112,0.0002506939554644414,7.376628457754989e-05
183,2019-07-05,8.634794433509702e-05,0.0001548807520455491,0.00028846329532444495,8.410381437900938e-05,0.00015700768265562265,0.00028984359537350817,8.542409708413442e-05
184,2019-07-06,0.00024363596568999994,0.00014728852283523694,0.00027211080140222545,7.992825516193643e-05,0.00013207215919486427,0.00024101529998927596,7.200367661994004e-05
185,2019-07-07,0.00013392722182500007,0.00010580762514532088,0.0001944564368404942,5.69946120291325e-05,0.00011081274544161018,0.00020227602752420442,6.010652466009497e-05
186,2019-07-08,0.00015554723276410006,0.00017093511954148336,0.0003152479135805427,9.257385804657155e-05,0.0001602291823952357,0.00029859480835449587,8.619797002005473e-05
187,2019-07-09,0.00016816839759620006,0.00013466170977163364,0.00024899515693169427,7.344286098370925e-05,0.00013876917343247534,0.0002547980652240864,7.535798200190506e-05
188,2019-07-10,,0.00014302073891006174,0.0002623824523743599,7.738434977004683e-05,0.00013853041154307391,0.00025598289214561414,7.522126676010113e-05
189,2019-07-11,,0.00012612904850408562,0.0002342217479416869,6.811901520430922e-05,0.00012016889494985326,0.0002214766209835832,6.49398701758203e-05
190,2019-07-12,9.960225158913085e-05,0.00012085134420490298,0.00022268034163074976,6.568569114055025e-05,0.0001233663339690036,0.00022760545924737467,6.591205954243617e-05
191,2019-07-13,0.00021113400039810007,0.00012173565054021047,0.00022327153765307558,6.572778493281614e-05,0.00011988480722008095,0.00022234268470644212,6.513276564348802e-05
192,2019-07-14,0.0001590240186346001,8.9494040583773e-05,0.00016451556044520344,4.8714797328992545e-05,9.219167325445784e-05,0.00016979250708945361,5.016954804690705e-05
193,2019-07-15,0.00012134362549390005,0.00012751107750669157,0.0002357334027048479,6.945240860464205e-05,0.00012152004863953857,0.0002247407680949446,6.616078489024221e-05
194,2019-07-16,9.949294681199243e-05,0.0001409109147437359,0.00026246917266537645,7.642527022853362e-05,0.0001355381834146051,0.0002465319981662202,7.252418630898682e-05
195,2019-07-17,0.00010298995655960003,0.00013757302878976424,0.00025455604743808316,7.418108152077486e-05,0.00013173760028274142,0.000245134036188585,7.122173061972579e-05
196,2019-07-18,,0.0001253827912882903,0.00023187069163313544,6.84517713256404e-05,0.00012120753049347918,0.00022297049224879873,6.548685571049387e-05
197,2019-07-19,0.0002244559492544,0.00014646600674306923,0.0002714109151254095,7.953175333579816e-05,0.00014134120837000854,0.0002592722467307789,7.69966376443456e-05
198,2019-07-20,,9.291871625473995e-05,0.00017136014717416152,5.038071027062507e-05,9.140316273800178e-05,0.000169186262083671,5.000270442883285e-05
199,2019-07-21,,6.588519949371308e-05,0.00012177942686611132,3.5468589891873616e-05,6.894902680323209e-05,0.00012799514146590263,3.7098288986183246e-05
200,2019-07-22,,0.0001145952740999326,0.00021148437198601467,6.250736425142402e-05,0.00011279564323363447,0.00020895839122579989,6.162514963840313e-05
201,2019-07-23,,9.843162401833094e-05,0.0001823928808257425,5.34054364976105e-05,9.611394467237241e-05,0.0001796315214814231,5.120474208329951e-05
202,2019-07-24,,0.00011419581682673855,0.00021167784620229347,6.210586883378625e-05,0.00011265018415607711,0.00020787227518346397,6.0946642092007075e-05
203,2019-07-25,,0.00010581324244203141,0.0001961270519665621,5.767397921719712e-05,0.00010442439159261078,0.00019238841104102095,5.673838947551008e-05
204,2019-07-26,,0.00010674457245942401,0.00020034936001667354,5.740324347556644e-05,0.00010517089853255812,0.00019624211795462657,5.683309030786933e-05
205,2019-07-27,,8.226315660183452e-05,0.0001519632732797408,4.4268845491124924e-05,8.26184955424474e-05,0.0001520413622097764,4.472177821111875e-05
206,2019-07-28,1.0693144061193717e-05,7.138194078582632e-05,0.00013213976253289582,3.854639198368604e-05,7.252515588321529e-05,0.0001327540341412962,3.929655222283287e-05
207,2019-07-29,,0.0001031101372398881,0.00019129947748277256,5.635144302916105e-05,0.00010206790931778136,0.00018740963368515611,5.466144119342616e-05
208,2019-07-30,,9.401311291928023e-05,0.00017264603642211504,5.0965441159545334e-05,9.239813981912673e-05,0.0001689140369484955,5.0544022078351194e-05
209,2019-07-31,0.00010176037345589994,9.626363811725643e-05,0.00017820280081430002,5.243378285596186e-05,9.379520095211177e-05,0.00017383369119690733,5.082134542023952e-05
210,2019-08-01,6.203561257773719e-05,9.593035269016082e-05,0.00017494742160426322,5.2506354704850766e-05,0.00010119523074311965,0.00018667222544440214,5.507555713083505e-05
211,2019-08-02,6.931060392966795e-05,9.483975555140801e-05,0.00017498905139282008,5.1128046229242306e-05,9.774068846508298e-05,0.00017999335026236987,5.298415966213263e-05
212,2019-08-03,0.00012932931632329996,8.548012497702898e-05,0.00015749680146641558,4.680387285986488e-05,8.013255357380074e-05,0.00014647311065235286,4.35761395255523e-05
213,2019-08-04,5.439807151584122e-05,7.070716314622183e-05,0.00013105564003834742,3.821067385219878e-05,6.520279739405152e-05,0.00011993780704073834,3.5236801939181645e-05
214,2019-08-05,8.131812321613076e-05,9.519273663011535e-05,0.00017474855439675668,5.196954789842405e-05,9.332181330734023e-05,0.00017024014349795193,5.088562861512782e-05
215,2019-08-06,0.00010719082213079994,7.91042712135908e-05,0.0001457036315451725,4.336397194536656e-05,8.203667578436443e-05,0.00015059940062523143,4.487757107414823e-05
216,2019-08-07,,7.627320459547594e-05,0.00014098159821897125,4.1893202705219e-05,8.3697070416618e-05,0.00015456740095965538,4.5257795052591935e-05
217,2019-08-08,3.392179496586322e-05,9.017738181744488e-05,0.00016521451667424119,4.848932796544767e-05,8.725298451242163e-05,0.00016010242551543346,4.771964594361674e-05
218,2019-08-09,,6.920078632697712e-05,0.00012708830441928375,3.782059846777067e-05,7.862242189424782e-05,0.00014522769962265915,4.2464162945772556e-05
219,2019-08-10,9.439589161300242e-05,8.698172695781954e-05,0.00016026131879837458,4.7216263652005416e-05,7.938531356472388e-05,0.00014640600288107937,4.3506560673004484e-05
220,2019-08-11,0.00010262449547630006,7.864812234212308e-05,0.00014405055936396295,4.2586441473387356e-05,6.688071562034649e-05,0.0001223128090445721,3.622472038513506e-05
221,2019-08-12,,8.79679984528113e-05,0.00016188991673893029,4.791400724976927e-05,9.24749366401841e-05,0.00017062614899501864,5.067023900408867e-05
222,2019-08-13,7.553931569702066e-05,8.508565891414211e-05,0.0001560632241269253,4.6334270345094876e-05,8.178639756217523e-05,0.0001497549255949862,4.491316954534631e-05
223,2019-08-14,7.566995039410052e-05,9.48680711461592e-05,0.00017513964802217224,5.177795152631004e-05,9.029799047947923e-05,0.00016520889362137207,4.9412413342541286e-05
224,2019-08-15,0.0002075931034762999,0.00011663519684938652,0.00021523567435199228,6.348702793118624e-05,0.00011294423813862896,0.00020849278488319436,6.1006374437995656e-05
225,2019-08-16,,0.00012361393576162754,0.0002299640539939477,6.668439456801791e-05,0.00011863244657055247,0.0002188730676242737,6.449021062670889e-05
226,2019-08-17,6.347163361201212e-05,6.697424113361604e-05,0.00012339445726860298,3.616359485133904e-05,6.708635503768286e-05,0.0001236997812695682,3.6210906798355474e-05
227,2019-08-18,1.2351929399301284e-05,6.133178676886577e-05,0.00011290935880719942,3.299364846583515e-05,6.224700568365736e-05,0.00011478325578124181,3.4170751638060786e-05
228,2019-08-19,0.0002172261027134001,8.532199823263485e-05,0.00015579696974248776,4.5909284130939524e-05,9.216002212552614e-05,0.00017181157095443305,5.0487586582680696e-05
229,2019-08-20,0.00020674277893299994,9.972091584429481e-05,0.00018161827409868793,5.377887753570303e-05,9.558000118870875e-05,0.00017520856421658637,5.1685204944995284e-05
230,2019-08-21,0.00011778920927899999,0.0001190087289663686,0.0002209939224906416,6.478123425000869e-05,0.00011382997322187226,0.00021161514771654804,6.148579990188556e-05
231,2019-08-22,,0.00012088252658182883,0.00022416120439107021,6.581730485732313e-05,0.00011759086830171843,0.0002164244441199018,6.380172274643274e-05
232,2019-08-23,0.00017407010989430009,0.00012348022825123842,0.0002259700000493392,6.726034133661417e-05,0.0001191232760591175,0.00022012570748401028,6.450536345819782e-05
233,2019-08-24,7.08284369241071e-05,9.492688454100786e-05,0.00017252123616190635,5.149054381048454e-05,9.329839917926039e-05,0.00017167158293606325,5.111815324489825e-05
234,2019-08-25,,7.119288843378439e-05,0.0001304672778104135,3.899880523428487e-05,7.288516524445175e-05,0.00013427621103549863,3.986282508391968e-05
235,2019-08-26,,0.00010582561384606499,0.00019537086250320508,5.729125719268981e-05,0.00010177927283284276,0.00018630405147869046,5.561914140234216e-05
236,2019-08-27,8.81507348149604e-05,9.773529187039767e-05,0.00018100063951909814,5.303110514146773e-05,9.358794292120192e-05,0.00017445460093367442,5.0798151166069236e-05
237,2019-08-28,,9.850716241750341e-05,0.00018327481574782376,5.309104611053197e-05,9.538269337084837e-05,0.00017852896878617109,5.165635169807634e-05
238,2019-08-29,0.00011296109005340006,8.63258592806549e-05,0.00015888140845606691,4.667251113881363e-05,8.613795477531892e-05,0.00016042341557530662,4.6329026573971745e-05
239,2019-08-30,,8.986753672189087e-05,0.000167555976525417,4.830632472110542e-05,8.73907185192436e-05,0.00016368393218717413,4.7077551777563334e-05
240,2019-08-31,0.0001645071120648999,8.817347748356631e-05,0.0001632176527656275,4.7809772859901845e-05,8.596003080941457e-05,0.0001591832646852573,4.598555320914194e-05
241,2019-09-01,4.680369335760183e-05,8.073727910858556e-05,0.0001477643832267347,4.358089811917001e-05,7.534295137869541e-05,0.00013934918946287013,4.080202518290606e-05
242,2019-09-02,7.491244269655172e-05,0.00010142850602797808,0.0001855860093691489,5.51982498929946e-05,0.00011064476984217232,0.00020307885834983626,5.980001687326761e-05
243,2019-09-03,8.654131875531569e-05,0.000100694296637195,0.0001887994092156434,5.460932542385035e-05,0.00010750648108862019,0.00019823996260289834,5.826022504072699e-05
244,2019-09-04,0.00012087243687279998,0.00011546088354522912,0.00021158641909592007,6.279967852279209e-05,0.00011455518096847874,0.0002107779522569788,6.195184852580735e-05
245,2019-09-05,5.4756852126570046e-05,0.00010949436424254478,0.00020251068890574637,5.884542490501787e-05,0.00010978851400956934,0.00020491379620561357,5.850096880611601e-05
246,2019-09-06,,0.00011848277117619947,0.0002194126678098265,6.469845672721587e-05,0.00013741340757610014,0.00025441514582088897,7.454090001693216e-05
247,2019-09-07,,9.970042471037635e-05,0.0001839959504455853,5.4377307506996725e-05,0.00010843387051186418,0.00020016374536057364,5.861969165540562e-05
248,2019-09-08,0.00011545848382040001,9.106866621738515e-05,0.00016749994214582017,4.966066058769094e-05,7.965301768365766e-05,0.00014602092522985984,4.3486154839370163e-05
249,2019-09-09,,9.38103181830018e-05,0.0001727807183189957,5.103842720698503e-05,9.015800549481939e-05,0.00016659809200952923,4.858995247003128e-05
250,2019-09-10,,8.879829702543317e-05,0.00016386904083169306,4.7961200998513966e-05,8.529907842462404e-05,0.00015716559273596756,4.647769849667716e-05
251,2019-09-11,,0.00010565652921415966,0.00019385423917101267,5.806622005444215e-05,0.00010960752066897158,0.00020274708723325128,5.981141843269252e-05
252,2019-09-12,0.00013919069356989997,0.0001224939466971311,0.0002250790060063895,6.657873831533751e-05,0.00011945946327454441,0.00021920235814514087,6.502082196133873e-05
253,2019-09-13,,0.0001260782103597757,0.00022946249317070622,6.880882705751573e-05,0.00012331347750391865,0.00022632878604608952,6.772115372834398e-05
254,2019-09-14,7.028406094606836e-05,0.00010113340985232955,0.00018582607669109991,5.503626852205734e-05,9.956359335099905e-05,0.00018331383793848092,5.415766285424632e-05
255,2019-09-15,0.00013241103980829997,7.610070143469563e-05,0.0001385239220094321,4.1266330487795775e-05,7.686099200337718e-05,0.00014124507116175877,4.202939513329734e-05
256,2019-09-16,0.00011981962170040004,0.00011022097216988337,0.00020200333684755234,6.056873159033255e-05,0.00010720805088801789,0.00019800600243115657,5.8133839710463015e-05
257,2019-09-17,8.294092695023272e-05,9.984938973708954e-05,0.00018482477219964311,5.4757161621448434e-05,9.64923432888605e-05,0.0001761854210605729,5.262687078295429e-05
258,2019-09-18,0.00023938851047589993,0.00010742539588433384,0.00019666271468933913,5.794620924757254e-05,0.00010338836603382251,0.00018996869010236666,5.6121343625419894e-05
259,2019-09-19,0.00014381163456719993,0.00011350691649227162,0.00020892083345588875,6.184285621032491e-05,0.0001111892138144641,0.00020236883149774194,6.116168087617636e-05
260,2019-09-20,8.453244194851478e-05,0.00011850384660056343,0.0002174267532589299,6.477479274012584e-05,0.00011505233785372089,0.00021312993275962092,6.301792334131151e-05
261,2019-09-21,5.721937687969056e-05,9.451353847445721e-05,0.0001732411200998799,5.1514448286430866e-05,9.248485623342668e-05,0.00016915491732840575,5.060825009898524e-05
262,2019-09-22,4.529203246833473e-05,7.394125911151163e-05,0.0001362868536279762,4.053427663633932e-05,7.443521421631296e-05,0.00013630226649440582,3.9924600868468465e-05
263,2019-09-23,0.0001653707731747,0.00010368169113581873,0.00019131963802008098,5.66976252560202e-05,0.00010164220144530372,0.00018632696818874527,5.534934654439883e-05
264,2019-09-24,,9.928673076935648e-05,0.00018242018775908799,5.380938962599993e-05,9.694831629075194e-05,0.0001789440828146451,5.269257877623506e-05
265,2019-09-25,0.00014655486251509994,0.00010343873532460011,0.00018988892029875708,5.674073684867336e-05,0.00010054687886647993,0.0001860855602999299,5.5069735005296485e-05
266,2019-09-26,0.00013824878864050007,0.00010399033009851884,0.00018950114552881308,5.7026400382276696e-05,0.00010150080883114393,0.00018598166672703382,5.503791149467051e-05
267,2019-09-27,9.970338009417967e-05,0.00010254477268862898,0.0001887290148078967,5.564174884719595e-05,9.997302429192524e-05,0.0001831142154613942,5.411243492477733e-05
268,2019-09-28,5.37644572835802e-05,8.384561426329033e-05,0.00015352098076750191,4.5084723982538034e-05,8.218688976933936e-05,0.00015090999998240636,4.464077083046357e-05
269,2019-09-29,4.293575864260358e-05,6.694079369041261e-05,0.00012352162788905043,3.602578650353878e-05,6.724708709185244e-05,0.00012391274818694822,3.652681619887199e-05
270,2019-09-30,7.05877555682502e-05,7.978747801357264e-05,0.00014740183653783924,4.3308271463328487e-05,7.782390877060073e-05,0.00014284720183710588,4.193775044547126e-05
271,2019-10-01,,6.616560239210019e-05,0.00012154452469314969,3.5952713752306035e-05,6.681747293822601e-05,0.00012318348724720316,3.629347274571994e-05
272,2019-10-02,,7.066915339386949e-05,0.00012997976955627616,3.8290567352986634e-05,8.355014964358561e-05,0.00015320623518732667,4.5640630515152665e-05
273,2019-10-03,,7.200596167387234e-05,0.00013227095802108844,3.870184198734527e-05,8.418287362436155e-05,0.0001547596323351204,4.579000724115647e-05
274,2019-10-04,,8.567844795917145e-05,0.00015964197786241083,4.6807384657565166e-05,8.562802805240805e-05,0.00015913733104464285,4.649441339402791e-05
275,2019-10-05,6.804326392429657e-05,7.841383874462743e-05,0.00014555280868057998,4.2089514073324975e-05,7.211343086435226e-05,0.00013320419940627632,3.917060739120053e-05
276,2019-10-06,5.512081301882125e-05,7.046525735046232e-05,0.00012892144028687764,3.7987140678449074e-05,6.394139227653e-05,0.00011871420396200224,3.540054102857382e-05
277,2019-10-07,0.0001084089877702,9.257323907050025e-05,0.0001712461616360451,5.0433770523859096e-05,8.82122939097333e-05,0.00016217144628615426,4.762944131439105e-05
278,2019-10-08,8.354339672044485e-05,7.649460039304672e-05,0.00014005879375890234,4.1446266669086026e-05,7.96731521926285e-05,0.00014738485615208057,4.357415750205418e-05
279,2019-10-09,0.00014794280709790002,6.888308295187014e-05,0.0001267373975185523,3.780039247309491e-05,6.597290181759881e-05,0.00012177065661503464,3.550441121010629e-05
280,2019-10-10,,7.341559573482295e-05,0.00013550436567520978,3.984008257298289e-05,7.054361502906102e-05,0.0001298723264863886,3.812680458871371e-05
281,2019-10-11,6.344203199527816e-05,6.507292378412271e-05,0.00012168630787572989,3.532490243809839e-05,7.149296858989557e-05,0.00013179816901574384,3.904641103542723e-05
282,2019-10-12,,6.0732273815185424e-05,0.00011193022987292792,3.305465842297121e-05,5.802212957423866e-05,0.00010714743732981817,3.146320418459794e-05
283,2019-10-13,3.5474940397616684e-05,5.055442108606003e-05,9.433372751937854e-05,2.747762901191442e-05,5.332867839953049e-05,9.973984345033371e-05,2.918787251857519e-05
284,2019-10-14,,7.212701537120062e-05,0.00013164725258954296,3.913278557492654e-05,7.83245632170763e-05,0.00014333105600181746,4.218999410427331e-05
285,2019-10-15,,6.356505145244128e-05,0.00011734011987472852,3.4548916998206015e-05,6.0846919922326465e-05,0.00011105969693114533,3.310442838465249e-05
286,2019-10-16,,7.497485578865801e-05,0.00013911210734528258,4.027957281389089e-05,7.167586654776175e-05,0.0001328428638741974,3.8795782772900166e-05
287,2019-10-17,,7.885004365647761e-05,0.00014549467204526175,4.248778260803987e-05,7.647697296362008e-05,0.00014062960087164673,4.114992010525224e-05
288,2019-10-18,6.376132090616091e-05,9.558365894410528e-05,0.00017515685963979702,5.184115824685792e-05,9.114461302937683e-05,0.00016620921696371659,5.006276576337298e-05
289,2019-10-19,0.00018711508035640007,7.328626492517281e-05,0.00013430315174655375,3.9698574144289124e-05,7.044196611316237e-05,0.00012865317227232802,3.832781934360383e-05
290,2019-10-20,,5.446655462444203e-05,0.00010064446857244438,2.9443312300100737e-05,5.388826812642996e-05,9.911265302637033e-05,2.9000114886298222e-05
291,2019-10-21,0.0001845801105772001,6.766134292852084e-05,0.0001244855963678998,3.6309034219008365e-05,6.500243414849057e-05,0.00012025259957374849,3.4996025894344e-05
292,2019-10-22,6.543667931825698e-05,7.837634462342918e-05,0.00014414226030901408,4.291325433498439e-05,7.540823834077036e-05,0.00013825002920634665,4.0931248485043514e-05
293,2019-10-23,6.380401148642644e-05,8.390186252803644e-05,0.0001535735258489107,4.489321182396997e-05,7.97287170105539e-05,0.00014680820906966567,4.2808136517374615e-05
294,2019-10-24,7.465196716348401e-05,8.734008303252403e-05,0.0001608711602539101,4.754072851817439e-05,8.45085925854907e-05,0.00015616900620289286,4.567555265007378e-05
295,2019-10-25,8.65026084174688e-05,9.054369022997013e-05,0.00016668229913684602,4.9276986177555606e-05,8.831161467952992e-05,0.00016002419052160754,4.8595597512066075e-05
296,2019-10-26,4.330122648443614e-05,5.775385369225974e-05,0.00010639258834639619,3.115367826739783e-05,5.778549291603635e-05,0.00010611742532732883,3.1234731040075716e-05
297,2019-10-27,,4.1072552678768435e-05,7.60978542317344e-05,2.2143732938835893e-05,4.299611745122608e-05,7.930099993684924e-05,2.3367885951495687e-05
298,2019-10-28,,6.179163295711597e-05,0.00011354801067153843,3.3653239531728136e-05,6.121319295718154e-05,0.00011278503499716765,3.3070698371382364e-05
299,2019-10-29,5.9798931912143976e-05,7.208943906208916e-05,0.00013353053200544675,3.926569648270889e-05,7.023227175478826e-05,0.00012925070124733616,3.834580518173723e-05
300,2019-10-30,1.8770897440845143e-05,7.952227384071318e-05,0.0001466745045297663,4.318116014637289e-05,7.704442444574959e-05,0.0001408628149399075,4.20736810493844e-05
301,2019-10-31,6.525082883134247e-05,9.001699698650083e-05,0.000165735485498855,4.9320557515771114e-05,8.801027798597223e-05,0.00016057080876757794,4.821910007454603e-05
302,2019-11-01,,7.148080827311901e-05,0.0001325482331489379,3.8420324308083624e-05,7.461363793900412e-05,0.0001377407711509018,4.0391146222813324e-05
303,2019-11-02,6.073905010722417e-05,7.246386398212349e-05,0.0001328871321308426,3.933552484038319e-05,7.191136435615471e-05,0.00013312324732435985,3.908107875771492e-05
304,2019-11-03,5.6583869189302805e-05,5.9935957745351005e-05,0.00011027274541746466,3.25426821787967e-05,5.618051139881801e-05,0.0001031817253224528,3.0245922527849728e-05
305,2019-11-04,,6.579007428486514e-05,0.00011964731226724283,3.546487144486129e-05,6.463982714256569e-05,0.00011925852693586785,3.5099276031158905e-05
306,2019-11-05,0.00017536315777380004,7.100898350790199e-05,0.0001315174194974996,3.8835606956810905e-05,7.590323432741015e-05,0.00013944405799753295,4.1372765943994315e-05
307,2019-11-06,6.661194897051541e-05,7.841499288343397e-05,0.00014509287261459122,4.292855814824045e-05,7.857275982400376e-05,0.00014402059601312483,4.289296817850926e-05
308,2019-11-07,9.67912081082581e-05,8.4589080953206e-05,0.00015649886711263794,4.602188684926598e-05,8.610444491678575e-05,0.0001591948348039495,4.732237084168635e-05
309,2019-11-08,5.720198396304486e-05,7.406535925405015e-05,0.0001361067739646063,4.011701711551703e-05,8.776297265721369e-05,0.00016115004082747588,4.7614907412292545e-05
310,2019-11-09,4.8987031281627744e-05,6.224611172836586e-05,0.00011385725235125036,3.37569538696234e-05,5.7467772479243424e-05,0.00010628514157032593,3.136129073565385e-05
311,2019-11-10,3.407433415915713e-05,6.454012188006382e-05,0.00011813883043704491,3.496552554015944e-05,5.712573919602294e-05,0.00010379471327926077,3.083275263823698e-05
312,2019-11-11,,8.281391627395323e-05,0.00015309152943262142,4.48259958431346e-05,8.083380471826978e-05,0.0001502323382365943,4.4345260536352824e-05
313,2019-11-12,0.00012265669980010007,7.897703782597671e-05,0.00014609187187765985,4.345801382671123e-05,7.470328768947749e-05,0.00013618179552542183,4.065251523510097e-05
314,2019-11-13,0.00011161263538350003,8.06868860742115e-05,0.00014851622746185562,4.3873519607379115e-05,7.840494019620563e-05,0.00014410336322826124,4.279748275044902e-05
315,2019-11-14,5.275433053742798e-05,8.594082367790005e-05,0.0001547149728428559,4.730360486078372e-05,8.379653682838452e-05,0.000153196759502762,4.587577788962079e-05
316,2019-11-15,0.00014235305449399995,8.655457443567402e-05,0.00015929416554588848,4.7596828737882264e-05,8.400037080475547e-05,0.00015473510890074183,4.5728880991621086e-05
317,2019-11-16,,5.667916432118716e-05,0.00010554690384297394,3.068189404223408e-05,5.6416567311398064e-05,0.00010421736899319419,3.080359481021866e-05
318,2019-11-17,4.590590151209411e-05,5.1943306275507106e-05,9.474304227143609e-05,2.854039497457284e-05,5.360308786820025e-05,9.704745003823157e-05,2.9214659491535592e-05
319,2019-11-18,5.545241688765888e-05,5.734875006296304e-05,0.00010600468058428847,3.109120754488165e-05,6.58195431913268e-05,0.00012206620123432037,3.563968177250763e-05
320,2019-11-19,0.00011170182489199998,7.360615843795648e-05,0.00013555943378958487,4.01867312593487e-05,7.071328294293977e-05,0.00012926705380919605,3.861616694712349e-05
321,2019-11-20,0.00013876073858149998,7.7104949833142e-05,0.00014269663444195925,4.2539440637046186e-05,7.597093494736002e-05,0.0001398715790333921,4.111672044394086e-05
322,2019-11-21,0.00010671682055139999,8.369141840930038e-05,0.0001538455111283141,4.542710599661777e-05,8.107883363672368e-05,0.0001497522698388476,4.4164570890186984e-05
323,2019-11-22,4.105149407603526e-05,7.019140252566627e-05,0.00012964951269033034,3.815931076197107e-05,6.780905727658663e-05,0.00012422853139486446,3.62070570349333e-05
324,2019-11-23,3.901303980324781e-05,6.718265328480442e-05,0.0001227759849943275,3.642887725416078e-05,6.700710999424843e-05,0.00012347297460132915,3.635457911350361e-05
325,2019-11-24,2.959915551821636e-05,5.4673707387228725e-05,0.00010116567529255495,2.9717122403606843e-05,5.5854331328446244e-05,0.00010241360442005715,3.0342952973531974e-05
326,2019-11-25,,7.22344218837325e-05,0.00013252625409102307,3.882800538985973e-05,6.94139732556894e-05,0.00012800100059839057,3.750957301024754e-05
327,2019-11-26,,6.46079776641477e-05,0.00011942319122280456,3.500250985142443e-05,6.218442957046514e-05,0.0001149924106375149,3.3693896970025135e-05
328,2019-11-27,6.41608231356948e-05,8.533299728651974e-05,0.00015685162593495958,4.64364936275332e-05,8.14033900703056e-05,0.00014921308364446528,4.3954951167197935e-05
329,2019-11-28,9.421943189108893e-05,9.053308514460542e-05,0.0001681563693516302,4.9539079288316745e-05,8.716359081470149e-05,0.00015908913066913107,4.743036025024008e-05
330,2019-11-29,8.769705595831362e-05,7.740418248665135e-05,0.00014286480388290296,4.1696379642258536e-05,7.460003967436751e-05,0.00013870121948181952,4.056462477323123e-05
331,2019-11-30,3.2627991479717864e-05,7.380487955629107e-05,0.0001369506802545335,4.0345653179545174e-05,7.087864937526398e-05,0.00013048217742309067,3.8195375870718335e-05
332,2019-12-01,3.842096553855121e-05,5.196208837023688e-05,9.626480957253279e-05,2.8026785614832424e-05,5.5945332414697426e-05,0.0001031951022424085,3.0195547627315e-05
333,2019-12-02,0.00012684160651170006,8.007947141879359e-05,0.00014792672130509743,4.332459708630207e-05,8.178013945132337e-05,0.00015159235537904993,4.417553183322095e-05
334,2019-12-03,,6.457640867022651e-05,0.00012012972601615694,3.50246938861399e-05,6.499866686908158e-05,0.00011980859885832789,3.499013312736477e-05
335,2019-12-04,,8.34216753292753e-05,0.0001536141143882418,4.488185343913932e-05,8.209715776525665e-05,0.00015207254650748256,4.441168627125135e-05
336,2019-12-05,6.684234623970948e-05,7.735971280350352e-05,0.0001433723492765841,4.215289387318281e-05,9.069399854763586e-05,0.00016720173323893323,4.892876446560124e-05
337,2019-12-06,0.00010205765324190006,9.32177302603441e-05,0.00017138341930568896,5.0622431151821043e-05,9.573287660987473e-05,0.00017773470424534209,5.180713840633907e-05
338,2019-12-07,6.213963206391787e-05,8.54308772862813e-05,0.00015777288942969112,4.622564803215561e-05,7.867097724662682e-05,0.0001441794784080168,4.237269544951931e-05
339,2019-12-08,5.4209141581442536e-05,5.262112915408383e-05,9.67835058805819e-05,2.811652035967095e-05,5.006172038543039e-05,9.257637111836463e-05,2.69726682138173e-05
340,2019-12-09,0.00012219337164659998,7.420510432523081e-05,0.00013747183424550044,4.004913535209723e-05,7.189147197041627e-05,0.00013223039820374518,3.878641980017055e-05
341,2019-12-10,8.874310956263699e-05,6.511315112476743e-05,0.00012032284571532358,3.51019063980767e-05,7.651000577737909e-05,0.00014152404322459854,4.171092272710962e-05
342,2019-12-11,8.430435124877175e-05,6.622940184215004e-05,0.00012310991442346337,3.554382337116245e-05,6.537763893065072e-05,0.00012143085128508498,3.511055805750263e-05
