regressor,regressor_mode,center,coef_lower,coef,coef_upper
cantidad_pasos,additive,5.419739791164011,0.21607587534128012,0.2750952679885787,0.33254088176472907
log_temperatura,additive,1.2425638514191815,-0.6256873250098786,-0.4692825321905763,-0.33308147841177144
log_intensidad_viento_km_h,additive,0.7658910553318253,-0.6371034340012494,-0.5918807688479091,-0.5381699560371805
