ds,y,cantidad_pasos,log_temperatura,log_intensidad_viento_km_h,pp
2019-03-07,-4.33163794833284,5.60369095798055,1.35658351321276,0.706945720776558,1
2019-03-08,-4.50186547508704,5.50802308333962,1.42399636337044,1.08453176459039,1
2019-03-09,-4.57040649469155,5.59768202528726,1.4359637487172,0.927923903889001,0
2019-03-10,-4.4558235560019,5.61985163957688,1.29474170633696,0.751165309626948,0
2019-03-11,-4.67408998240716,5.47898904174077,1.23636928837428,0.923111157142635,0
2019-03-12,-4.72942516223681,5.61333855186443,1.29867117295913,0.532181778487599,1
2019-03-13,-4.63568017276473,5.56686273931417,1.32701817761569,0.797148112627104,0
2019-03-14,-4.24739984486228,5.55510412634195,1.30588853028431,0.575428132860202,0
2019-03-15,-4.91506790147895,5.59397794940656,1.30891995552289,0.905082266647797,1
2019-03-16,-4.66122865714442,5.45495303919452,1.32187447972422,0.896203909266808,1
2019-03-17,-4.39855432710071,5.36209965946782,1.34447414652575,0.768375994599355,1
2019-03-18,-4.35109267337733,5.54864611042434,1.37199091146492,0.620935493364804,0
2019-03-19,-4.84459815397138,5.55270470991348,1.38530830138635,0.867866552861193,1
2019-03-20,-4.47130378115407,5.54941160124796,1.39100866023793,0.949972638763178,0
2019-03-21,-3.84044340033069,5.57205100951422,1.24530698726003,0.503580129774457,0
2019-03-22,-4.10160400466771,5.58896714167684,1.21846985719556,0.724230079399032,0
2019-03-23,-4.40841499424496,5.47074703433111,1.21174331333513,0.786916726619956,0
2019-03-24,-4.47532171896054,5.3960406000223,1.26501446982381,0.896620488048635,0
2019-03-25,-4.29035989946007,5.5136290523243,1.29776051109913,0.936353939382634,0
2019-03-26,-4.65399905171025,5.55249300316661,1.29003461136252,0.783909026324629,0
2019-03-27,-4.54151516239167,5.56152115779543,1.2126314414195,0.696721172514039,0
2019-03-28,-4.36365459961349,5.57340427317426,1.23741805604624,0.950385491372524,0
2019-03-29,-4.35829170359784,5.60093806365482,1.25567444356967,0.836028512860116,1
2019-03-30,-4.27368227864548,5.49279809141281,1.31649453922231,0.420608815845551,0
2019-03-31,-4.4247916261401,5.3896550550246,1.34960126544933,0.564074869956133,0
2019-04-01,-4.08908386783439,5.54572883306778,1.39335580721445,0.609556649589122,0
2019-04-02,,5.52274148653603,1.38597845159855,0.275579028287707,0
2019-04-03,-4.14977138195735,5.26338985915913,1.37229815907724,0.852765473955145,0
2019-04-04,,5.54848769147879,1.42112385396294,0.652984616461054,1
2019-04-05,-4.27493182333527,5.4653694654533,1.31736679193951,1.02729219326997,0
2019-04-06,-4.0280803255467,5.57871368680421,1.3254814548261,0.627192847664495,0
2019-04-07,-4.23721847133715,5.62241091377381,1.23846429717353,0.647198150914725,0
2019-04-08,-3.77871154437272,5.43623422814389,1.23626427217696,0.538862564978247,0
2019-04-09,-4.41767607816737,5.61293953927304,1.28169605105442,0.70090400318493,0
2019-04-10,-4.10830765231312,5.62756861658269,1.31193036765518,0.72631388681682,1
2019-04-11,-4.33717956387663,5.57310146196868,1.35057103395478,0.773769212367024,1
2019-04-12,-3.94896676368068,5.62599114870134,1.36070383476968,0.677439942864412,0
2019-04-13,-4.2708038002365,5.50192151459623,1.23161823778677,0.885990807749181,0
2019-04-14,-4.36383688040465,5.38298726393771,1.19785464212448,0.333587215504226,0
2019-04-15,,5.55702933547021,1.30021492914654,0.890857784341615,0
2019-04-16,-4.16598121803231,5.56090328110027,1.34887251533201,0.559002694864356,0
2019-04-17,-4.26311732722302,5.5990824907711,1.26403034413212,0.855866559580784,0
2019-04-18,-3.97628486759098,5.45428525023551,1.23783685500049,0.761279098594197,0
2019-04-19,-4.1672629087842,5.31944752836608,1.30535136944662,0.660143053735634,0
2019-04-20,-4.39577225469668,5.36240329926951,1.31492005599242,0.812523573809907,0
2019-04-21,-4.24556337273184,5.38988871608954,1.36681193574002,0.25940644162414,0
2019-04-22,-3.9835246057584,5.54790755703208,1.29012739941584,0.499049513132305,0
2019-04-23,-3.89500679303513,5.55249422016695,1.20940329891966,0.678120103624158,0
2019-04-24,,5.56473232756452,1.21063059307,0.804191913649005,0
2019-04-25,-4.53187195508265,5.57486778134857,1.21803194994202,1.12813775101199,0
2019-04-26,,5.57022527507879,1.23087449170327,0.984324262485527,1
2019-04-27,-4.69546696530141,5.43890450534419,1.2726150608494,0.688011216947709,1
2019-04-28,-4.39730054176105,5.3548725859756,1.2475641335177,0.543853147373419,0
2019-04-29,-4.5174721857856,5.57717458010533,1.2572784878009,0.566858634370634,0
2019-04-30,,5.45190918693322,1.28714830447148,0.636963459497625,0
2019-05-01,-4.39386460966775,5.4033401877221,1.27473498487274,0.864875511068823,0
2019-05-02,-4.37078675883235,5.52384787703535,1.15899035758252,0.951973698779344,0
2019-05-03,-4.26129930358076,5.30785103014796,1.18716806593937,0.338487681699216,0
2019-05-04,-4.37669336409115,5.60275755918755,1.28424268686955,0.994608854054878,1
2019-05-05,,5.31510929564475,1.31369149935446,0.866049914399458,1
2019-05-06,-4.13616709032588,5.58777604820389,1.2794197698954,0.754928303267629,0
2019-05-07,-4.37554804252524,5.6366824327526,1.27559925278365,0.822778962377906,0
2019-05-08,-4.22573040870499,5.58045851412296,1.22412283139131,0.815292165132022,1
2019-05-09,,5.62330822636417,1.17729596019405,0.839578978646126,1
2019-05-10,-4.45268019020162,5.5214440750052,1.23615923057966,1.04826448905848,1
2019-05-11,-4.20995495621183,5.59764692830205,1.24096504006343,0.793669819525475,0
2019-05-12,-4.1818184818971,5.64936504405087,1.21185442872064,0.762895182846339,0
2019-05-13,-4.04618755774252,5.53744128340795,1.16719421795588,0.570861207100757,0
2019-05-14,-4.11351734597698,5.56191432790497,1.22010808804006,0.744557801342561,0
2019-05-15,-4.29505010659971,5.56286005136944,1.24960595430691,0.750476769100697,0
2019-05-16,-4.35746870308294,5.57748490621931,1.12629379069327,0.755583870797446,0
2019-05-17,-4.38492726196466,5.59889223133946,1.20298753225702,1.10642482619724,0
2019-05-18,-4.11082529603629,5.47451637734862,1.22948986066779,0.761944277978042,1
2019-05-19,-4.41968967352687,5.34909094479739,1.29419057113368,0.78752837404719,1
2019-05-20,-4.20397295746066,5.53822047457924,1.31166558084772,1.08947887210855,1
2019-05-21,,5.54230744912171,1.17172645365323,0.97429616419872,1
2019-05-22,-4.33953073767057,5.55908151970051,1.15330662030536,0.842056394055288,0
2019-05-23,-3.86409097164537,5.57570037947467,1.15432251429351,0.315866836027845,0
2019-05-24,-3.97280114268829,5.5939425517885,1.12602311790052,0.625965611528185,0
2019-05-25,-4.45869375738062,5.42718901239311,1.07645838771215,0.825473536539051,0
2019-05-26,-4.13941828921608,5.39216738907076,1.14158040792752,0.842822365699845,0
2019-05-27,,5.54072228978989,1.17136073196265,0.343560319979396,0
2019-05-28,-3.86321838507191,5.56669669511646,1.20445914275274,0.326383755680462,0
2019-05-29,,5.4821157646751,1.1927764664866,0.613600779720409,0
2019-05-30,,5.57590337903435,1.15317946630595,0.92221800907913,1
2019-05-31,-4.34501495929094,5.61440783205739,1.0541979658759,0.672885529526286,0
2019-06-01,-4.10412671345521,5.28846609502333,1.07111456677791,0.655455273152786,0
2019-06-02,-4.12901698260638,5.53824814225539,1.12221587827283,0.422706605466345,0
2019-06-03,-3.813285078547,5.47314523932001,1.18398121891459,0.361738727242619,0
2019-06-04,-4.29429904627174,5.47700832347267,1.17909676919541,0.986929884161215,0
2019-06-05,-4.94970590695936,5.55255506583619,1.18540048319045,1.11582380176661,0
2019-06-06,,5.60601248818328,1.1918467482147,0.836531395930407,1
2019-06-07,-4.13198288590054,5.49920441778766,1.2055877673014,0.835689365055491,1
2019-06-08,-4.18854375120423,5.5957397552585,1.23257261500813,0.616066914788511,0
2019-06-09,-4.29349430203853,5.65405326563908,1.1811286997473,0.790367880928537,0
2019-06-10,,5.44271644992721,1.13777596131347,0.434128592756493,0
2019-06-11,,5.60640608909269,1.18303245942879,0.934508964250669,1
2019-06-12,,5.66805960729094,1.23510741489987,0.626490875280165,1
2019-06-13,,5.584518925685,1.18196262165304,0.821555931781542,1
2019-06-14,,5.61967964980994,1.28112809829443,0.748266607746814,1
2019-06-15,,5.42554400179536,1.25072487735259,1.12989600546116,1
2019-06-16,,5.29590560775235,1.18622625048347,1.02887794586563,1
2019-06-17,,5.25543895275427,1.10678564672022,0.472681129067338,1
2019-06-18,,5.55947929880945,1.20581314067537,0.937483549117873,1
2019-06-19,-4.27259310342479,5.60748075842145,1.20037163510276,0.953597373293714,0
2019-06-20,-3.95415674901713,5.34243452505566,1.08828378279546,0.504275590400894,0
2019-06-21,,5.60870249671092,1.13273983826088,0.803866638365751,0
2019-06-22,-3.77248778673384,5.46628322725811,1.07203533280883,0.419334689007903,0
2019-06-23,,5.33485769837528,1.15113992287145,0.373791878253536,0
2019-06-24,,5.58867947197722,1.22433879085966,0.715124084183162,1
2019-06-25,-4.39329706841833,5.59615487972214,1.2518409249942,1.08319900173746,1
2019-06-26,-4.02819711444491,5.60473351372245,1.14314496494319,0.790482106462529,0
2019-06-27,-4.15835339332409,5.60709886297103,1.03325617127422,1.03214504345226,0
2019-06-28,,5.62557068676636,0.968482948553935,0.528842286490005,1
2019-06-29,,5.47963864316774,1.06006797152398,0.659327965850265,1
2019-06-30,,5.3720148845963,1.13086960382751,0.892372057024515,1
2019-07-01,-4.0612640406306,5.5076427183771,1.11519432143459,0.782501044786806,0
2019-07-02,,5.53826952061613,0.995817940016574,0.897562664175782,0
2019-07-03,-4.35337774763654,5.56055100825213,0.92233613077588,0.963976226831581,0
2019-07-04,-4.04186998890088,5.41698979917917,1.03924883107446,0.977647210835973,0
2019-07-05,-4.19595495815705,5.56425405831184,0.901049445343407,1.01567478662971,0
2019-07-06,-3.82444607633042,5.61530812557978,0.853546121253905,0.489172603408391,0
2019-07-07,-4.0578229095887,5.37459255844753,0.771771153745868,0.791738620638994,0
2019-07-08,-4.02012764124808,5.6118910470724,0.788875115775417,0.849227954334086,0
2019-07-09,-4.01566990017564,5.50928453304983,0.93175441865676,0.619652653468176,0
2019-07-10,-4.17321062916544,5.58742470766825,1.02342394807894,0.291005902483527,0
2019-07-11,-4.11887668397957,5.6280955544728,1.10137469465602,0.695316794200289,1
2019-07-12,-4.24722975199094,5.55443585420199,1.12872228433843,0.628984657302134,1
2019-07-13,-3.8992417697163,5.50169037994253,1.12425962078281,0.531452824990927,0
2019-07-14,-4.05951731679248,5.39974292624286,1.15394183247346,0.297328881553402,0
2019-07-15,-4.00201828686633,5.59594681652714,0.984902189915971,0.30428328270353,1
2019-07-16,-4.13548582536726,5.591132529826,0.965750300101535,0.682065552717035,0
2019-07-17,-4.34286390978472,5.60848859278387,1.08038594718599,1.08862574017035,0
2019-07-18,-4.43800084273718,5.61981828930912,1.02904541032731,0.541568291537397,1
2019-07-19,-3.70713740207645,5.63991459614786,1.12166925204345,0.480160349848956,0
2019-07-20,,5.51370890079165,1.14118838640377,0.895865223117793,1
2019-07-21,-4.63588495942568,5.38784879674683,1.16731733474818,0.979258129125808,1
2019-07-22,,5.56518406851011,1.22466252884103,0.988375493555182,0
2019-07-23,,5.58050643790955,1.31754103245615,0.888038497269622,0
2019-07-24,-4.19286719076887,5.5786701480508,1.09878788996175,0.758939261645729,0
2019-07-25,,5.59512239136182,1.00806762174803,0.887310901843529,1
2019-07-26,,5.60549144024392,1.01072386539177,0.695076905960804,1
2019-07-27,-3.7645569688958,5.49286231757003,1.02118929906994,0.0609415218857945,1
2019-07-28,-4.56155587375243,5.43292601952686,1.09936406846338,0.824702612890068,0
2019-07-29,,5.56324963732839,1.09560517131971,0.104990870688059,0
2019-07-30,-3.8051320030776,5.57729069102053,1.09108046934733,0.1961944389446,0
2019-07-31,-4.21818231834496,5.59889332502264,1.11713313930597,0.962040740029002,0
2019-08-01,-4.36646121113949,5.5205018735986,1.09777773453928,1.01258332758313,0
2019-08-02,-4.38692178266393,5.56337546542401,1.19161400732922,1.10943706378814,0
2019-08-03,-4.00606975225375,5.5783365880843,1.12912571630604,0.748564970657367,0
2019-08-04,-4.3824412766233,5.55229093382477,1.04711254464564,1.05395089956105,0
2019-08-05,-4.45944562828264,5.57172746066306,1.03775840050313,1.08661097975972,0
2019-08-06,-4.16443996616059,5.5058998457256,1.10749262145212,1.01683655080308,0
2019-08-07,,5.44169042355929,1.14741865915973,0.893564883321797,0
2019-08-08,-4.23435508175329,5.62096219872327,1.21252052468236,0.940968086295036,0
2019-08-09,,5.41607605705317,1.12317082176213,0.826953109161372,1
2019-08-10,-4.19614560736428,5.60290604093714,1.07049963643531,0.791139042984375,0
2019-08-11,-4.16583936655647,5.64447601005589,0.958444423867094,0.858239256487739,0
2019-08-12,,5.47249462390311,1.03140846425162,0.964532590237401,0
2019-08-13,-4.29446609514191,5.58732138417239,1.11366486914122,0.866305339288637,0
2019-08-14,-4.24632649604764,5.60833344653075,1.04970245605215,0.933162570981109,0
2019-08-15,-3.81222287962932,5.61022778233618,0.839111266707731,0.799829165820657,0
2019-08-16,-3.68578556143705,5.6365801615919,0.845098040014257,0.576036062927466,0
2019-08-17,-4.34630721019291,5.42663161094859,1.07019184444376,0.703714442275031,1
2019-08-18,-4.88922519794263,5.41229755141238,1.18398121891459,0.973697069191654,0
2019-08-19,-3.8919856258963,5.42942118591227,1.15723004169634,0.733937433383231,0
2019-08-20,-3.9357630461098,5.58517298461393,0.989931605339496,0.795118173661328,0
2019-08-21,-4.30364370307312,5.59778510628134,0.809559714635268,0.924121156934729,0
2019-08-22,-3.67302763972177,5.60029752727258,0.920384242178358,0.539608384688475,0
2019-08-23,-3.76549069087496,5.62624898138046,0.989004615698537,0.434814016033651,0
2019-08-24,-4.13141657255178,5.50032019609612,1.05083070362428,0.920520219985235,0
2019-08-25,-4.56981270062891,5.40340023345426,1.07903042316647,0.797158225550608,0
2019-08-26,-3.83287643333508,5.58107313486944,1.14986032712577,0.588412704360118,0
2019-08-27,-4.27217381405647,5.59289369531933,1.17729596019405,0.753865904314933,0
2019-08-28,-3.84990538754691,5.59053087648425,1.24991140114771,1.09060101774446,0
2019-08-29,-4.0647681250864,5.57473367739877,1.26766052359463,0.255885804557527,1
2019-08-30,-4.24357413703515,5.62055036377341,1.32221929473392,0.655232867037577,1
2019-08-31,-3.96663214524317,5.51738594270125,1.30615686176143,0.612081822024666,0
2019-09-01,-4.4471009431116,5.52634315500184,1.13353890837022,0.767812077067838,0
2019-09-02,-4.0139306772434,5.4287808934072,1.11072996364518,0.587559903883858,0
2019-09-03,-4.18295646088286,5.46158855777154,1.03626283738861,0.829452843353339,0
2019-09-04,-4.09161350226064,5.5650906841762,1.02496430450638,0.723314177405801,0
2019-09-05,-4.38981243230322,5.57416906198111,0.935339292710299,0.984991273780244,1
2019-09-06,-4.27629130589162,5.41099980496222,0.947147692674724,1.01792942497602,0
2019-09-07,-4.13431324516094,5.39072320444882,0.980382171853643,0.671560508317471,0
2019-09-08,-4.1198674825591,5.61957642324673,1.09298366749333,0.40586579290475,0
2019-09-09,,5.58467716496539,1.16817817642131,0.929796842741848,1
2019-09-10,-4.62156741543181,5.60521235802405,1.14921911265538,0.697387242276643,1
2019-09-11,-4.63321198431517,5.52072059412577,1.12791429437159,0.769829904136513,0
2019-09-12,-4.03141165306487,5.62245960457377,1.12656429489504,0.595773927695924,0
2019-09-13,-3.53885956790492,5.63496067006064,1.14092684199243,0.352157176640842,0
2019-09-14,-4.28561772237608,5.52475042416036,1.12912571630604,0.985060431707164,0
2019-09-15,-4.20289187556546,5.44757661352292,1.15406876349347,0.49694218446031,0
2019-09-16,-4.109148901989,5.59205900431076,1.20082770706056,0.893108436071385,0
2019-09-17,-4.24406246700395,5.60639426475512,1.2405492482826,0.911187206923152,0
2019-09-18,-3.73330511619081,5.62111289924726,1.20513666938299,0.621916921157836,0
2019-09-19,-4.34944017072095,5.62180233646989,1.21825095876255,0.692086925163917,0
2019-09-20,-4.21655931527508,5.64775255000981,1.22032605265286,0.670785036441542,0
2019-09-21,-4.35800859212942,5.53521181154005,1.2082845592956,0.630314157675329,0
2019-09-22,-4.59078442050202,5.45160838433144,1.15343373708716,0.850835253334028,0
2019-09-23,-4.41245419001205,5.58188028398376,1.22788670461367,0.986158340347145,0
2019-09-24,-3.8659404316267,5.59327720377732,1.16447678059107,0.766255048430788,0
2019-09-25,-4.06625303865606,5.60937453868014,1.17657354059542,0.593381954615787,0
2019-09-26,-4.07366414837888,5.62507568565048,1.28414863283954,0.864136898564434,0
2019-09-27,-4.22114628774005,5.63864198194993,1.35682228962227,1.05501027855855,0
2019-09-28,-4.36467500300203,5.52792620253312,1.29858019265464,1.00572796011964,0
2019-09-29,-4.41348431006761,5.45115525258586,1.21196551568426,0.992476665505682,0
2019-09-30,-4.18123745639286,5.58003838415216,1.24148422061767,0.637664595826226,1
2019-10-01,,5.53552829735967,1.33645973384853,1.08923960622308,1
2019-10-02,-4.92258661398378,5.35091833064015,1.34308020476598,1.19464774662355,0
2019-10-03,-4.55918605370835,5.38445019205379,1.14197207590708,1.13297756360239,1
2019-10-04,,5.58208268972301,1.14223299179471,0.900553461093518,1
2019-10-05,-4.40689615641585,5.59602498952308,1.05880548667591,0.583556340602395,1
2019-10-06,-4.39990240151051,5.56688864119505,1.14288459654096,0.993341120653,0
2019-10-07,-4.15453605010247,5.60226623222853,1.19335653132761,0.713794518292244,0
2019-10-08,-4.10994268928559,5.49442733437965,1.21196551568426,0.580658217279435,0
2019-10-09,-4.03378824136555,5.60519511154048,1.28141216751763,0.717192010336728,1
2019-10-10,-4.33202472084807,5.62334234353154,1.29455807230382,0.864584400676876,1
2019-10-11,-4.26026679861466,5.46334641914523,1.31658184337014,0.694500249778561,1
2019-10-12,,5.59144417039112,1.35714045409211,0.959741181668496,1
2019-10-13,-4.63716227622431,5.36939770334774,1.32144307561414,1.01392578823063,0
2019-10-14,,5.42742605675339,1.27357994567621,1.15594163513944,0
2019-10-15,,5.58234749408436,1.23531798192553,1.00512584593661,1
2019-10-16,,5.59546094774483,1.04499680942705,1.09886537625977,1
2019-10-17,,5.59672021989821,1.06864960389583,0.860568140118419,1
2019-10-18,-4.36058711304839,5.64702286507448,1.16559051544767,0.879412368139374,0
2019-10-19,-3.93131857684857,5.53395879789458,1.22552465216514,0.594647712917063,0
2019-10-20,,5.45062933451066,1.26599637049508,0.908128633681593,0
2019-10-21,-4.02568977992644,5.57988415843223,1.24684722228938,0.151976198751215,1
2019-10-22,-4.40740899698598,5.59159434579878,1.18916266790344,0.734879306819704,0
2019-10-23,-4.40675227235844,5.6185020372355,1.18775566511155,0.918754328347803,0
2019-10-24,-4.20166312494371,5.62133417833446,1.24002894813423,0.403565348531684,0
2019-10-25,-4.34216352502553,5.62946158899207,1.24386448943408,0.713092675186847,0
2019-10-26,-4.51087898448223,5.49566642234814,1.2835838805078,0.914510757870455,1
2019-10-27,-4.61300736997269,5.3911857250882,1.3758921298735,0.856922574563625,1
2019-10-28,,5.55926607700157,1.40183117490895,0.718179031066988,1
2019-10-29,-4.44500022208351,5.58837480451983,1.35967741337294,1.00467144014102,0
2019-10-30,-4.74261800934476,5.60786981757162,1.3021143769562,0.905032443358877,0
2019-10-31,-4.38076099942232,5.62171621664731,1.23225472224154,0.910597760547683,0
2019-11-01,,5.5541316436494,1.27329070525133,1.06893764996328,1
2019-11-02,-4.53334822756145,5.51920562785314,1.28677447661806,0.849106366995237,0
2019-11-03,-4.39485870484696,5.54487508177426,1.29921665490051,0.612688414382767,0
2019-11-04,,5.57751362890543,1.3613342750646,0.488817644520632,1
2019-11-05,-4.09330630889387,5.48488894098298,1.28499438672299,0.264635539777658,0
2019-11-06,-4.46663723854268,5.57759059633817,1.31858501007883,0.860854741918655,0
2019-11-07,-4.27555593521562,5.58225431954464,1.31254757644312,0.135313903177338,0
2019-11-08,-4.43829500003163,5.40464046387961,1.34830486304816,1.07067467252764,0
2019-11-09,-4.53759147066309,5.61270546478742,1.37703290931036,0.960312177960784,1
2019-11-10,-4.59784567448741,5.62210517658139,1.29520045200326,0.986327136070403,0
2019-11-11,-4.41499021690608,5.5959336027996,1.32290810452447,0.896233089680281,0
2019-11-12,-4.14960286612519,5.64073875722473,1.32333805652663,0.893128124187511,0
2019-11-13,-4.19137749648171,5.61742917870603,1.32990612340021,0.437071413794494,0
2019-11-14,-4.45673295275345,5.63465055032264,1.35888620440587,0.778472782238642,0
2019-11-15,-4.12563352902593,5.65407252985819,1.42036837985752,0.868518145273344,0
2019-11-16,-4.50525597690793,5.50991858480988,1.39750549689802,0.939146265480719,1
2019-11-17,-4.52304949794192,5.42512483873986,1.39569033718007,0.741863867455499,0
2019-11-18,-4.55509147776597,5.38302502093628,1.34635297445064,0.359114214040477,1
2019-11-19,-4.2177679615158,5.6147190344195,1.40767410922932,0.731353716424951,0
2019-11-20,-4.20331734053394,5.62371435681597,1.41733327265012,0.720763005142728,0
2019-11-21,-4.3326909872246,5.63504420342366,1.41000352853237,0.892005613071353,0
2019-11-22,-4.56548057287533,5.64818723476744,1.46414165459929,1.01812948799533,1
2019-11-23,-4.53609557737324,5.50506311073648,1.42887688963474,1.0263518673752,0
2019-11-24,-4.68372913083468,5.42892326223317,1.33395080438725,1.16992834046945,0
2019-11-25,,5.59628913214566,1.26756280855722,0.978000919709113,1
2019-11-26,-4.90539396975328,5.60521990314526,1.33277499188278,0.856139067897519,1
2019-11-27,-4.42015372100357,5.62751537564956,1.28621313080715,0.75798720512328,0
2019-11-28,-4.31640878565355,5.64027467551245,1.32290810452447,0.878837153856648,0
2019-11-29,-4.24814953077325,5.65192412782381,1.34733001531695,0.875043810029462,1
2019-11-30,-4.5843923731383,5.55614685068897,1.3842637857228,0.864666935943559,0
2019-12-01,-4.59375713817946,5.36621182945763,1.3823923078552,0.897510391059863,0
2019-12-02,-4.15762658745127,5.53177005220747,1.36642295722597,0.638314434950288,0
2019-12-03,,5.55323474064175,1.31579547350694,0.85848558830193,1
2019-12-04,,5.59643874168324,1.33403466930629,0.693852552222262,0
2019-12-05,-4.41966076579717,5.40104365228642,1.3192796035606,0.781768418688192,0
2019-12-06,-4.24973510361483,5.58676841045824,1.30883109731657,0.325009594398327,0
2019-12-07,-4.19943188960131,5.62155638280861,1.2755033079071,0.491258500621378,0
2019-12-08,-4.45940951760754,5.58533888435528,1.38850083866606,0.726382467519265,1
2019-12-09,-4.19627405589414,5.61572811569534,1.33737605514385,0.689966270199957,1
