ds,precipitaciones,temperatura,y,yhat,yhat_lower,yhat_upper
2019-01-01 20:00:00,0,29.2,14095,9858.23574290342,6898.067502759719,14082.298486669108
2019-01-01 21:00:00,0,28.7,13390,7290.709283327673,5099.540267751632,10449.77675463195
2019-01-01 22:00:00,0,28.7,11032,5369.433678010552,3763.770198532461,7615.013000941388
2019-01-01 23:00:00,0,28.6,8952,4114.120783685507,2927.2293788299075,5815.3294413376925
2019-01-02 00:00:00,0,27.9,5663,4867.388313768803,3457.190318100588,7034.007472424505
2019-01-02 01:00:00,0,27.5,3948,3293.352086123927,2318.7221741763838,4752.436735231866
2019-01-02 02:00:00,0,27.1,2750,2202.06947611284,1554.6992026351606,3122.3600863649704
2019-01-02 03:00:00,0,26.9,2528,1919.8215907011288,1334.0092736534243,2740.0405123188225
2019-01-02 04:00:00,0,26.6,3909,2727.435426388836,1902.9097654580219,3914.9069778626945
2019-01-02 05:00:00,0,26.2,7276,5753.751688691353,4020.5995810291993,8254.851806595576
2019-01-02 06:00:00,0,26.1,13732,12393.175186272045,8651.749339978125,17803.34129012718
2019-01-02 07:00:00,0,26.3,20275,19469.805310125794,13554.783917789327,28049.777471091813
2019-01-02 08:00:00,0,27.4,23957,21540.393041321604,14875.738673861944,30609.557169950018
2019-01-02 09:00:00,0,28.2,23046,20586.40391443603,14217.809659801202,30149.266747667694
2019-01-02 10:00:00,0,29.0,21501,20429.08507829622,14304.805510518017,29110.183288384862
2019-01-02 11:00:00,0,30.3,21690,21361.159510020916,14801.435195630911,30651.503461160904
2019-01-02 12:00:00,0,32.1,22085,21897.227490306384,15399.90359851225,30784.597945872432
2019-01-02 13:00:00,1,30.8,22223,20742.03912689265,14622.870099806889,29467.11608202043
2019-01-02 14:00:00,1,25.2,23369,20473.32238947347,14111.471879204562,29250.40153922498
2019-01-02 15:00:00,0,25.0,23439,21855.735318397128,15141.096553039348,31601.2572907714
2019-01-02 16:00:00,1,25.1,22690,21921.522806822446,15386.456257492648,32033.840316647904
2019-01-02 17:00:00,0,25.0,23706,23096.436624396556,15741.365347552424,32466.78787367956
2019-01-02 18:00:00,0,24.8,22537,22330.217931477986,15835.237204707624,31985.83475174004
2019-01-02 19:00:00,0,24.6,18903,19997.78237583799,14214.439256455866,28814.936991972398
2019-01-02 20:00:00,0,24.3,17826,16119.819738710734,11240.482811317781,22837.799693453857
2019-01-02 21:00:00,0,24.4,14586,11957.202292704233,8319.324724471331,17187.026773844176
2019-01-02 22:00:00,0,24.6,9778,8826.742487136251,6242.736126682699,12534.341020538192
2019-01-02 23:00:00,0,24.6,7394,6776.1919658114575,4700.0088132466835,9865.200271756521
2019-01-03 00:00:00,0,24.0,5318,5079.592203790322,3517.176530680221,7148.054612610436
2019-01-03 01:00:00,0,22.2,3640,3436.931479059843,2394.1091463792745,4926.955699358566
2019-01-03 02:00:00,0,21.2,2376,2298.975407717874,1590.392809007329,3337.46513503058
2019-01-03 03:00:00,0,20.0,2072,2003.8270091649463,1398.6972859786074,2863.0995300971053
2019-01-03 04:00:00,0,19.2,3067,2846.5711221863157,1910.2061450162482,4034.3353954435975
2019-01-03 05:00:00,0,18.4,6847,6003.68541149291,4189.783988192325,8723.045711138071
2019-01-03 06:00:00,0,17.5,13863,12921.179360259295,9070.227399472473,18437.826244756925
2019-01-03 07:00:00,0,17.4,21403,20287.931985970696,13901.236184110887,29120.678101832305
2019-01-03 08:00:00,0,17.6,24016,22417.57336488968,15449.722561760309,32371.76772818878
2019-01-03 09:00:00,0,17.8,22342,21400.70156193573,14725.167241771365,30203.43521186987
2019-01-03 10:00:00,0,19.5,21088,21238.67283171275,14759.329255404027,30415.509035419887
2019-01-03 11:00:00,0,22.1,21270,22215.268362821054,15521.875660799631,31392.874272887166
2019-01-03 12:00:00,0,23.2,21849,22740.020845677504,15887.30988364533,33195.538747714345
2019-01-03 13:00:00,0,24.8,25178,22396.52987840507,15647.634890901682,32289.202223115673
2019-01-03 14:00:00,0,24.6,25626,22191.29216244998,15812.20583946116,31436.745123207198
2019-01-03 15:00:00,0,25.9,25570,22833.02986875087,16048.146260475492,32986.60760676433
2019-01-03 16:00:00,0,26.1,24868,23756.362463368067,16431.034747891244,34136.563642806526
2019-01-03 17:00:00,0,23.8,24658,24050.08059455409,16948.432197535334,34032.45093206203
2019-01-03 18:00:00,0,23.7,23991,23239.872257981522,16411.055805307285,33170.683484719215
2019-01-03 19:00:00,0,22.7,20957,20787.020729852553,14585.38928367183,29828.78868017791
2019-01-03 20:00:00,0,22.0,19595,16742.955441607894,11562.627685986728,24038.895963705952
2019-01-03 21:00:00,0,21.3,16680,12406.637858195172,8611.140893253223,17842.96145752266
2019-01-03 22:00:00,0,20.7,10545,9149.92298845247,6413.563597695847,13302.687811998323
2019-01-03 23:00:00,0,19.9,8055,7018.289062510316,4842.664186925373,10207.723401686491
2019-01-04 00:00:00,0,19.1,7850,5259.678025959147,3652.2807582063115,7597.662648293597
2019-01-04 01:00:00,0,20.9,4284,3569.758363340382,2502.866935265816,5049.088724323958
2019-01-04 02:00:00,0,20.5,2233,2389.043080552947,1678.3753960352326,3444.722845041467
2019-01-04 03:00:00,0,20.3,1603,2084.1262937185993,1477.0277370975753,2981.9382798008974
2019-01-04 04:00:00,0,20.0,2417,2961.8349788357223,2069.85137484118,4182.5062233006565
2019-01-04 05:00:00,0,19.3,5596,6246.776834436757,4347.203641470151,9038.268220835924
2019-01-04 06:00:00,0,18.7,13490,13445.409839524344,9229.32505660245,19448.620305691624
2019-01-04 07:00:00,0,18.7,22972,21106.250305208112,14536.583324582152,30339.1495143519
2019-01-04 08:00:00,0,20.5,25079,23342.832040762492,15902.274953474252,33481.282742812364
2019-01-04 09:00:00,0,22.0,22229,22293.575717645464,15833.642207536597,31888.18008249354
2019-01-04 10:00:00,0,24.0,19820,22109.54110893917,15540.369774410961,31961.3101498136
2019-01-04 11:00:00,0,25.5,20573,23075.44842801258,16197.668149087449,33126.86651948141
2019-01-04 12:00:00,0,26.6,20490,23583.31620531267,16237.172717731884,33639.66715605932
2019-01-04 13:00:00,0,27.9,20915,23175.86055104615,16220.271990145518,33609.86890850359
2019-01-04 14:00:00,0,28.6,21263,22927.330051854147,15780.250471677118,32735.054204847183
2019-01-04 15:00:00,0,28.9,21962,23504.1097020099,16297.280219025179,33529.98167874878
2019-01-04 16:00:00,0,28.8,23117,24368.511744763517,16909.843366964527,34909.87122449606
2019-01-04 17:00:00,0,28.1,25232,24611.302367235403,17351.876134487913,34717.37773561183
2019-01-04 18:00:00,0,28.0,24534,23680.7219183822,16680.07831862456,34060.15510066285
2019-01-04 19:00:00,0,27.6,19249,21090.762421580945,14604.521297651472,30545.918178608514
2019-01-04 20:00:00,0,26.5,15808,16891.202160057845,11687.099322905406,24049.43114633226
2019-01-04 21:00:00,0,25.5,12451,12439.797261530965,8706.361950372688,17709.859158028055
2019-01-04 22:00:00,0,23.8,8941,9106.943358718168,6395.856938178399,13129.10504347934
2019-01-04 23:00:00,0,23.5,5909,6939.937045647853,4849.210821648479,9945.991477541647
2019-01-05 00:00:00,0,24.3,4960,7609.905383829732,5298.865989615826,11045.855174467013
2019-01-05 01:00:00,0,24.9,4401,5755.755357740414,3998.455053106214,8230.579800378786
2019-01-05 02:00:00,0,24.4,3421,4071.9420627119807,2838.7900878183905,5829.628439496477
2019-01-05 03:00:00,0,23.9,2356,3226.31186353533,2256.2995020010844,4684.7610007762
2019-01-05 04:00:00,0,23.7,2431,3545.959857454484,2505.8056492512915,5088.197563456097
2019-01-05 05:00:00,0,23.1,4142,5352.02079946785,3792.697236289028,7686.602719444782
2019-01-05 06:00:00,0,22.5,5374,8562.994731750767,6037.728287372891,12415.674956600738
2019-01-05 07:00:00,0,23.4,5999,11362.112981406119,7822.518233137447,16401.526633070564
2019-01-05 08:00:00,0,24.1,6317,12497.576833456518,8599.759086211934,17755.2577120247
2019-01-05 09:00:00,0,24.8,7539,13610.501288260983,9411.22523435547,19645.79088370026
2019-01-05 10:00:00,0,25.4,9223,16133.321923031734,11087.613516215577,23515.008447861583
2019-01-05 11:00:00,0,26.1,11907,18959.543352608773,13063.450539371306,26740.47078339338
2019-01-05 12:00:00,0,27.4,14646,19452.263519760778,13740.518794165957,28055.722976145906
2019-01-05 13:00:00,0,28.2,11865,17656.450669804064,12309.344796808093,25511.666802120748
2019-01-05 14:00:00,0,28.8,9014,16079.273149407347,11075.888550635684,22914.093552307808
2019-01-05 15:00:00,0,29.6,9564,15896.6315496421,10958.825310314163,22921.040652088715
2019-01-05 16:00:00,0,29.8,10839,16587.158158725975,11469.107793579118,23856.587184416472
2019-01-05 17:00:00,0,29.8,12526,17366.021969900823,12028.375860909873,24747.840609796418
2019-01-05 18:00:00,0,29.7,15011,18018.900259254842,12470.803309584371,25970.261213749807
2019-01-05 19:00:00,0,29.2,15632,18173.23277588367,12484.54813215569,26234.448086345277
2019-01-05 20:00:00,0,27.5,12796,16688.55857413902,11798.691223367192,23797.60273350383
2019-01-05 21:00:00,0,26.6,8764,13418.083486937987,9544.876984402938,19003.186349824693
2019-01-05 22:00:00,0,27.3,6648,10049.579571737859,6989.408473042596,14426.948577331037
2019-01-05 23:00:00,0,27.1,5066,7747.314231663909,5464.615097676459,10952.454196300749
2019-01-06 00:00:00,0,26.6,6999,6183.529355669137,4418.5271629143135,8835.43875458971
2019-01-06 01:00:00,0,26.1,5679,4670.557543204668,3261.719085113172,6780.095890198483
2019-01-06 02:00:00,0,26.0,3714,3307.663279813501,2296.0621099062064,4752.093224293477
2019-01-06 03:00:00,0,25.9,2642,2626.4317955170695,1851.5823225800027,3803.9789172862097
2019-01-06 04:00:00,1,25.0,2760,2787.42621970307,1943.0076444375002,4015.836032525848
2019-01-06 05:00:00,0,24.6,4718,4385.680578712751,3045.369449414833,6266.919896369689
2019-01-06 06:00:00,0,22.8,7293,7046.034571973933,4861.584609112637,10218.04141759102
2019-01-06 07:00:00,1,23.1,10899,9058.814185472362,6182.800002475294,12988.764172938443
2019-01-06 08:00:00,1,23.5,15243,10034.82936593464,6975.585867846172,14504.094522913072
2019-01-06 09:00:00,0,23.4,17601,11431.146593997843,7996.928640486217,16390.846012053167
2019-01-06 10:00:00,1,21.6,18565,13148.488807076837,9033.250474660334,18757.352599457172
2019-01-06 11:00:00,1,22.4,19500,15611.93753664541,10734.104183983305,23057.95656293792
2019-01-06 12:00:00,0,23.6,21185,16810.115190275184,11655.992167639655,24214.946172093387
2019-01-06 13:00:00,1,25.8,20521,14892.189566795169,10361.941344270817,21529.879519651877
2019-01-06 14:00:00,1,25.6,18012,13723.001481166606,9703.559344663132,19560.69952536069
2019-01-06 15:00:00,1,26.6,16240,13748.257685427498,9731.302971071658,19998.37336332573
2019-01-06 16:00:00,0,27.8,15060,15107.633376471022,10777.743770043811,20879.119059261568
2019-01-06 17:00:00,0,27.8,15098,16039.681199092758,11356.082610599464,22757.119667581977
2019-01-06 18:00:00,0,28.2,17045,16889.22081511824,11741.678346022321,24384.04902500889
2019-01-06 19:00:00,0,27.8,18463,17283.42654790096,12202.871163365304,24937.58227115976
2019-01-06 20:00:00,0,26.1,17586,16103.841553542425,11249.290157345442,23169.426055545868
2019-01-06 21:00:00,0,25.5,14454,13140.579170030216,9151.188448096525,18787.999510071
2019-01-06 22:00:00,0,25.2,8934,9975.548197623337,6999.326249671494,14344.272419133853
2019-01-06 23:00:00,0,24.5,7347,7796.2876118762515,5431.2098601865055,11302.293167346246
2019-01-07 00:00:00,1,23.5,6158,4126.960718332731,2911.6672503195696,5868.456846738606
2019-01-07 01:00:00,1,23.2,3509,2809.8538057568876,1937.7671510156554,4019.8011889854956
2019-01-07 02:00:00,1,23.1,1870,1890.572514188407,1320.249594121494,2726.390554525062
2019-01-07 03:00:00,1,22.4,1692,1657.1015897445975,1144.7575753217216,2415.2213946298853
2019-01-07 04:00:00,1,22.3,2650,2367.685321062486,1665.5025821520328,3407.687209088007
2019-01-07 05:00:00,1,22.2,6583,5022.438266195685,3499.986810756124,7291.974985006302
2019-01-07 06:00:00,1,21.9,15348,10869.561463800077,7656.933089234186,15427.556525655798
2019-01-07 07:00:00,1,22.2,24475,17156.033545158185,11941.520840614254,24532.831626311563
2019-01-07 08:00:00,0,22.8,26743,19776.563998160127,13745.506278565119,27961.38555681091
2019-01-07 09:00:00,0,23.2,24711,18966.074513930307,13150.41929785983,27264.251600213505
2019-01-07 10:00:00,0,23.1,22801,18870.1930406215,13109.0419965911,26839.75940983823
2019-01-07 11:00:00,0,23.7,22248,19777.496298323942,13731.087993445986,28179.952375449233
2019-01-07 12:00:00,1,24.6,22511,19565.13473420783,13571.842415846375,28096.414321739354
2019-01-07 13:00:00,1,25.9,23059,19321.00655529515,13488.6805587767,27738.587320807463
2019-01-07 14:00:00,1,25.7,23222,19191.389270642412,13539.520790827599,27814.123904564934
2019-01-07 15:00:00,1,25.5,24465,19760.31459900794,13845.641778774434,28272.029441538732
2019-01-07 16:00:00,1,26.7,25453,20608.579579073714,14450.486405829823,29608.64917967918
2019-01-07 17:00:00,0,28.5,26878,21756.193096340834,15368.7160741983,30878.38480154974
2019-01-07 18:00:00,0,27.6,27014,21020.141464828674,14638.524742443175,29559.070384868788
2019-01-07 19:00:00,0,27.2,20440,18812.535362610353,12937.49503171584,27302.86730890474
2019-01-07 20:00:00,0,26.6,15133,15147.781668156433,10726.202408187968,21834.93859605917
2019-01-07 21:00:00,0,25.4,10188,11210.18795991611,7775.080126469465,16034.60806780568
2019-01-07 22:00:00,0,24.5,7553,8254.8863103683,5773.438100758361,11804.782127514602
2019-01-07 23:00:00,0,23.7,4968,6321.279620530602,4466.991382595386,9133.853452505982
2019-01-08 00:00:00,0,24.1,10337,4732.756020169153,3298.703355607385,6858.822810039748
2019-01-08 01:00:00,0,24.4,3606,3200.573730961778,2226.0280947438177,4652.831568887342
2019-01-08 02:00:00,0,24.2,2033,2136.8676960065054,1491.3866308032323,3063.846472844576
2019-01-08 03:00:00,0,23.5,1749,1858.2035731475753,1286.801719757439,2662.4896695204006
2019-01-08 04:00:00,0,22.9,2564,2632.4537817549326,1828.9961622741973,3727.85443610079
2019-01-08 05:00:00,0,22.7,5998,5538.014707991347,3863.477918478388,7966.427859562688
2019-01-08 06:00:00,0,22.6,13635,11889.529706408615,8228.067269045318,17134.150074557892
2019-01-08 07:00:00,0,22.9,21750,18614.091674310657,12901.202521451418,27148.96482750598
2019-01-08 08:00:00,0,25.5,24729,20543.032035024033,14094.271900070797,29203.481393516413
2019-01-08 09:00:00,0,27.2,24294,19571.594639987845,13622.005894954722,28598.842004875176
2019-01-08 10:00:00,0,28.9,23974,19359.025898509233,13609.991342955322,27467.311466674237
2019-01-08 11:00:00,0,30.2,24166,20159.845884235056,14418.822428575308,28949.94880421533
2019-01-08 12:00:00,0,30.7,24224,20558.45693836788,14261.020797151583,29919.400338998494
2019-01-08 13:00:00,0,31.0,24141,20160.98119772407,14142.237779149697,28559.031605977085
2019-01-08 14:00:00,0,30.8,25262,19914.708335739586,13797.41148411093,28557.878897403327
2019-01-08 15:00:00,0,30.5,25284,20401.48078846714,14244.597900998231,29249.626669672827
2019-01-08 16:00:00,0,31.0,25891,21171.745305357923,14800.942399002033,30656.505347599996
2019-01-08 17:00:00,0,30.6,27384,21411.070318429287,14839.137187416887,30829.63986502637
2019-01-08 18:00:00,0,30.6,26151,20639.294143110932,14403.386770523526,28984.785673124636
2019-01-08 19:00:00,0,30.0,22627,18423.999442137552,12792.271583890348,26224.65545501824
2019-01-08 20:00:00,0,28.9,18918,14802.60159685682,10338.033248221396,21408.5713305535
2019-01-08 21:00:00,0,28.2,12990,10947.519051426078,7753.890912365359,15656.537201025718
2019-01-08 22:00:00,0,27.9,8698,8062.027119409195,5672.7354813295915,11724.456377377088
2019-01-08 23:00:00,0,27.9,6882,6178.934595948236,4330.725231959707,8847.087801350468
2019-01-09 00:00:00,0,27.5,8071,4626.51450774477,3194.2847105515316,6647.280663569309
2019-01-09 01:00:00,0,27.7,7825,3132.606573877346,2165.1371677103525,4402.50273034925
2019-01-09 02:00:00,0,27.6,5943,2095.539970536936,1473.8100973266642,2998.6365074680066
2019-01-09 03:00:00,0,27.2,3865,1826.9861227036847,1257.1533927859641,2608.0340466653965
2019-01-09 04:00:00,0,26.8,3079,2595.8304279578806,1783.4732560406367,3685.8018896792864
2019-01-09 05:00:00,0,26.2,3981,5476.248729110202,3832.567214787287,7904.40506188963
2019-01-09 06:00:00,0,25.9,4983,11795.740886740912,8238.24234023704,16878.557528301542
2019-01-09 07:00:00,0,25.4,5609,18523.66939502108,12691.504464190597,26597.095821884282
2019-01-09 08:00:00,1,23.2,7039,19690.532229312947,13723.151483076397,28048.147286657673
2019-01-09 09:00:00,0,25.2,8571,19558.210228036645,13803.983728666955,28055.47983777418
2019-01-09 10:00:00,0,27.4,10683,19436.218699685876,14017.662461011836,27950.33028725312
2019-01-09 11:00:00,0,29.6,14120,20342.957966131842,14255.319573465507,29444.26049631483
2019-01-09 12:00:00,0,29.8,17081,20828.801336072174,14443.775969111215,29835.35271069705
2019-01-09 13:00:00,0,29.7,14822,20505.615976071716,14447.189914349998,29326.269654716696
2019-01-09 14:00:00,0,29.0,13007,20330.24564597861,13983.66630062295,28515.657550124575
2019-01-09 15:00:00,0,29.1,13504,20917.777878260473,14407.172890296637,30172.791057940718
2019-01-09 16:00:00,0,28.5,15803,21769.728802615868,15226.639092588941,31167.361241670027
2019-01-09 17:00:00,0,28.0,14729,22093.28696343076,15636.937320753701,31490.73462391972
2019-01-09 18:00:00,0,26.9,15062,21348.12357208294,14792.385328335353,30657.88137737394
2019-01-09 19:00:00,0,26.7,17022,19122.25204216076,13356.119061520269,27613.14960628653
2019-01-09 20:00:00,0,25.8,16931,15409.280023004532,10769.232439601485,21920.6155302036
2019-01-09 21:00:00,0,25.1,12104,11424.619992280597,8004.669915340598,16412.581248356066
2019-01-09 22:00:00,0,24.7,8931,8430.983886087877,5883.172986525905,12025.68175427518
2019-01-09 23:00:00,0,24.2,6317,6470.935567906505,4339.870461319456,9026.137903208044
2019-01-10 00:00:00,0,23.6,3829,4851.793321777543,3422.005151842821,6863.52569759343
2019-01-10 01:00:00,0,22.9,2382,3286.629127960012,2284.792969781435,4655.386145322291
2019-01-10 02:00:00,0,22.0,1740,2199.097475795798,1559.900995171735,3134.797811364282
2019-01-10 03:00:00,0,21.4,1653,1918.1792834912717,1325.0194492232276,2755.4870909409688
2019-01-10 04:00:00,0,20.6,2614,2725.4882252179495,1891.454915944547,3921.2491840702814
2019-01-10 05:00:00,0,20.4,6270,5752.539583874012,3971.6764667187695,8214.450470675147
2019-01-10 06:00:00,0,20.4,14018,12393.000442127634,8695.348812878297,18029.906941521276
2019-01-10 07:00:00,0,20.3,22399,19462.84293954004,13655.21529365801,27285.878023494686
2019-01-10 08:00:00,0,20.0,25610,21501.23433091378,15178.759337999127,30770.922500200606
2019-01-10 09:00:00,1,19.9,24085,19773.268824505918,13610.069892939617,28465.017323625434
2019-01-10 10:00:00,1,20.6,22983,19610.854405346126,13777.183333582761,27888.559958018104
2019-01-10 11:00:00,0,21.0,22636,21256.620199828772,14727.544841529076,30050.043168534165
2019-01-10 12:00:00,1,21.7,23124,20959.087616360972,14703.92036485503,30107.581920923596
2019-01-10 13:00:00,1,21.5,22947,20614.87296322491,14390.366833614124,29369.620953240374
2019-01-10 14:00:00,1,22.8,23494,20457.05906495498,14401.954271456329,29050.241306339463
2019-01-10 15:00:00,1,23.2,24614,21036.9040030907,14644.133501292145,30616.22491857555
2019-01-10 16:00:00,0,23.1,25149,22718.94494995917,16016.174815597264,32537.77870822279
2019-01-10 17:00:00,0,22.4,25872,23036.89004201112,16055.153185259998,32995.736394965315
2019-01-10 18:00:00,0,21.9,24298,22258.07876490728,15344.259364597927,31986.782392918896
2019-01-10 19:00:00,0,20.5,18133,19906.41540357695,13839.514015882542,27953.78815774345
2019-01-10 20:00:00,0,19.7,14621,16035.886187291055,11133.926591787333,22678.04175400023
2019-01-10 21:00:00,0,19.2,9810,11887.434349882114,8317.268873823983,17127.773759409032
2019-01-10 22:00:00,0,18.1,5951,8765.191969217503,6133.111334743763,12650.34433987193
2019-01-10 23:00:00,0,17.1,5118,6723.545636514668,4827.394161101597,9621.060487302006
2019-01-11 00:00:00,0,16.7,6080,5041.681737678472,3511.830516875331,7151.8190638521955
2019-01-11 01:00:00,0,16.6,3769,3416.9517286052824,2368.3656188220307,4908.614661947245
2019-01-11 02:00:00,0,16.3,2413,2287.4979417105064,1573.5447626383434,3306.624745591211
2019-01-11 03:00:00,0,14.9,2079,1993.9231714276098,1424.1558402839407,2826.225627771712
2019-01-11 04:00:00,0,14.8,3102,2834.7843596798925,1980.3822083602595,4063.5696888075413
2019-01-11 05:00:00,0,14.4,7554,5981.743613075169,4179.200647389368,8579.335829272482
2019-01-11 06:00:00,0,13.3,16797,12872.342957230334,9013.801520399089,18664.976293210664
2019-01-11 07:00:00,0,13.6,25606,20216.580190996403,14618.091602326444,28325.98274433117
2019-01-11 08:00:00,0,18.2,27656,22418.384594235984,15641.22127614865,31947.32170640644
2019-01-11 09:00:00,0,20.2,22992,21424.92099588457,14966.051774262416,30297.82240758968
2019-01-11 10:00:00,0,21.6,23710,21241.93869721108,14828.885544456163,30704.87264172764
2019-01-11 11:00:00,0,23.0,24550,22173.174298621034,15381.767031510897,32240.574891715056
2019-01-11 12:00:00,0,23.4,26207,22652.715263912844,16002.651939277732,32376.910576469258
2019-01-11 13:00:00,0,23.8,26691,22249.171559264003,15576.708186578706,32122.464234850304
2019-01-11 14:00:00,0,23.6,24761,21998.558534581513,15164.262903451108,32187.718531840907
2019-01-11 15:00:00,0,23.8,24555,22555.298619086334,15721.937478048902,31709.550664749582
2019-01-11 16:00:00,0,24.1,24528,23398.4006297291,16378.517649266449,33616.152450786154
2019-01-11 17:00:00,0,23.8,27272,23645.27254212355,16559.445276726692,33684.98537870172
2019-01-11 18:00:00,0,23.8,26247,22758.54465008021,15818.784334166403,32664.75040635533
2019-01-11 19:00:00,0,22.9,22021,20265.438024503892,14233.510578680784,29287.151709563608
2019-01-11 20:00:00,0,21.9,21309,16235.45335711237,11341.708999842305,23278.951007214033
2019-01-11 21:00:00,0,21.3,16308,11963.833865847786,8358.469227816742,17401.66592171883
2019-01-11 22:00:00,0,21.3,10855,8773.489121664681,6039.059838947279,12454.225660781856
2019-01-11 23:00:00,0,21.3,8567,6689.152765607686,4643.2649981298755,9561.545402375525
2019-01-12 00:00:00,0,21.6,10262,7333.474285929385,5114.8786047188205,10661.827838267633
2019-01-12 01:00:00,0,21.9,9283,5546.553298673843,3876.61307802394,8011.748910079254
2019-01-12 02:00:00,0,21.2,6827,3924.194972464722,2708.9719659569955,5695.18334279377
2019-01-12 03:00:00,0,20.9,4760,3110.528143460162,2149.615726879532,4388.527267772366
2019-01-12 04:00:00,0,21.3,4255,3421.29942554222,2379.9371252305446,4913.896816842965
2019-01-12 05:00:00,0,21.6,5794,5169.131477165842,3620.3818748418475,7414.750647794004
2019-01-12 06:00:00,0,21.2,6337,8273.792971533101,5796.592666399797,11856.017775552009
2019-01-12 07:00:00,0,21.4,6224,10974.346223481405,7432.38064545683,15615.316222453914
2019-01-12 08:00:00,0,22.0,7438,12072.90783317013,8300.216991465892,17516.78328364789
2019-01-12 09:00:00,0,23.7,9317,13162.573795123562,9125.1526080104,18751.36402959185
2019-01-12 10:00:00,0,23.9,12261,15600.708719202963,10882.362209289986,22538.260289241967
2019-01-12 11:00:00,0,25.1,15354,18345.98628839707,12748.324107696659,26412.099667870647
2019-01-12 12:00:00,0,26.3,17473,18825.66317581026,13264.16087268895,26708.95780163236
2019-01-12 13:00:00,0,26.8,14604,17087.373795743937,11710.271421289723,24178.28203794172
2019-01-12 14:00:00,0,27.2,11650,15562.086825728282,10666.67051585335,22209.87434179937
2019-01-12 15:00:00,0,27.9,13093,15387.701895931874,10727.431362975718,21908.101158414604
2019-01-12 16:00:00,0,28.2,16107,16061.394047694022,11194.122597532767,22826.631161031764
2019-01-12 17:00:00,0,28.3,16763,16821.095554790307,11757.732078850411,23941.441943615042
2019-01-12 18:00:00,0,28.0,18366,17454.687015371568,12048.08685734241,24901.404116881942
2019-01-12 19:00:00,0,26.7,20754,17596.24849257977,12453.001701130408,25417.440483701877
2019-01-12 20:00:00,0,25.6,18723,16171.035063164976,11288.096408817677,23008.567607325025
2019-01-12 21:00:00,0,24.9,16853,13007.388171329132,9190.902692614633,18740.81939261785
2019-01-12 22:00:00,0,23.7,15579,9728.31958443649,6749.5198865821885,13889.767097088581
2019-01-12 23:00:00,0,24.6,11356,7508.627910955905,5210.191944735303,10638.56657887141
2019-01-13 00:00:00,0,24.8,6272,5998.11557648486,4219.995125962851,8526.763329579253
2019-01-13 01:00:00,0,25.5,6311,4536.32705579374,3233.6021151522486,6493.431234367479
2019-01-13 02:00:00,0,25.1,4795,3212.5482558179415,2216.5194889512363,4567.583212647257
2019-01-13 03:00:00,0,24.4,3437,2550.200768395811,1753.8552183424836,3660.6028377970383
2019-01-13 04:00:00,0,24.0,2936,2811.329387504539,1994.1212556586472,4015.508710025507
2019-01-13 05:00:00,0,23.6,4019,4262.309145428365,2968.996904958272,6107.196226837748
2019-01-13 06:00:00,0,23.4,4479,6858.998670772435,4777.265368546097,9797.876925653856
2019-01-13 07:00:00,0,23.4,4466,9153.48410868354,6459.835027610234,13279.60501194454
2019-01-13 08:00:00,0,23.5,4423,10139.535265263692,7080.088812472685,14676.07404753694
2019-01-13 09:00:00,1,23.8,4908,10726.10245617813,7391.837632987013,15046.401998673777
2019-01-13 10:00:00,1,21.6,6166,12805.294361804179,9113.240633423013,18532.1266356597
2019-01-13 11:00:00,1,22.2,8146,15205.517898541142,10465.272252602974,21882.199656509572
