Fecha_datetime,Year,Month,Day,NO2_trop_mean,NO2_trop_std,WeekofYear
2018-10-28,2018,10,28,7.097444450217479e-05,3.0925672112716454e-05,2018W43
2018-10-29,2018,10,29,,,2018W44
2018-10-30,2018,10,30,,,2018W44
2018-10-31,2018,10,31,,,2018W44
2018-11-01,2018,11,1,0.0001922395566405,6.038721946584666e-05,2018W44
2018-11-02,2018,11,2,,,2018W44
2018-11-03,2018,11,3,0.0001125893998605,7.086766196479049e-05,2018W44
2018-11-04,2018,11,4,5.515511925287435e-05,2.6738312299906364e-05,2018W44
2018-11-05,2018,11,5,0.00013172451797855,6.558008432201743e-05,2018W45
2018-11-06,2018,11,6,5.227999623389167e-05,2.0809210786886735e-05,2018W45
2018-11-07,2018,11,7,9.27262127018001e-05,4.371080652767668e-05,2018W45
2018-11-08,2018,11,8,4.6200890910599e-05,2.6612341591070366e-05,2018W45
2018-11-09,2018,11,9,8.635862331275592e-05,4.685389708800691e-05,2018W45
2018-11-10,2018,11,10,,,2018W45
2018-11-11,2018,11,11,,,2018W45
2018-11-12,2018,11,12,,,2018W46
2018-11-13,2018,11,13,0.0001455672900192,0.0,2018W46
2018-11-14,2018,11,14,4.17153751175473e-05,1.316309589030804e-05,2018W46
2018-11-15,2018,11,15,8.010608621990176e-05,2.608901723433918e-05,2018W46
2018-11-16,2018,11,16,5.8528590382222045e-05,1.86524730148592e-05,2018W46
2018-11-17,2018,11,17,,,2018W46
2018-11-18,2018,11,18,2.6852809272744568e-05,1.1841222523469265e-05,2018W46
2018-11-19,2018,11,19,5.382879181604776e-05,2.6040911617332103e-05,2018W47
2018-11-20,2018,11,20,0.0001018513816423,4.725708356489552e-05,2018W47
2018-11-21,2018,11,21,7.145582569784988e-05,3.138893932860566e-05,2018W47
2018-11-22,2018,11,22,,,2018W47
2018-11-23,2018,11,23,,,2018W47
2018-11-24,2018,11,24,4.889451529056245e-05,1.48417437857456e-05,2018W47
2018-11-25,2018,11,25,8.180905075188058e-05,6.11184532196144e-05,2018W47
2018-11-26,2018,11,26,,,2018W48
2018-11-27,2018,11,27,,,2018W48
2018-11-28,2018,11,28,6.197062590361425e-05,2.195672897851875e-05,2018W48
2018-11-29,2018,11,29,,,2018W48
2018-11-30,2018,11,30,0.0001665499065533,7.157723280336743e-05,2018W48
2018-12-01,2018,12,1,,,2018W48
2018-12-02,2018,12,2,4.276509950155038e-05,1.5092353075781794e-05,2018W48
2018-12-03,2018,12,3,6.016858980426031e-05,1.952229545555736e-05,2018W49
2018-12-04,2018,12,4,0.000136503139889,6.71739606887304e-05,2018W49
2018-12-05,2018,12,5,0.0001097057761441,6.757151225919717e-05,2018W49
2018-12-06,2018,12,6,8.313816229299217e-05,3.4067325357941494e-05,2018W49
2018-12-07,2018,12,7,0.0002566210712307,6.653523506817194e-05,2018W49
2018-12-08,2018,12,8,3.431587607028783e-05,1.2552296232898672e-05,2018W49
2018-12-09,2018,12,9,,,2018W49
2018-12-10,2018,12,10,,,2018W50
2018-12-11,2018,12,11,,,2018W50
2018-12-12,2018,12,12,4.64783321566912e-05,1.0628349931821776e-05,2018W50
2018-12-13,2018,12,13,,,2018W50
2018-12-14,2018,12,14,4.984497235087482e-05,8.45601963663957e-06,2018W50
2018-12-15,2018,12,15,0.0001368866161167,7.243984323096174e-05,2018W50
2018-12-16,2018,12,16,4.3633482607664376e-05,1.8615997196116263e-05,2018W50
2018-12-17,2018,12,17,,,2018W51
2018-12-18,2018,12,18,4.038777415959865e-05,1.335000146928722e-05,2018W51
2018-12-19,2018,12,19,8.775865319160868e-05,4.473019704651641e-05,2018W51
2018-12-20,2018,12,20,,,2018W51
2018-12-21,2018,12,21,6.321568412301087e-05,2.289611855644434e-05,2018W51
2018-12-22,2018,12,22,8.654155946667974e-05,3.3077763815066163e-05,2018W51
2018-12-23,2018,12,23,6.654597959577827e-05,2.8159178421878125e-05,2018W51
2018-12-24,2018,12,24,4.298354330779826e-05,1.5541671300322655e-05,2018W52
2018-12-25,2018,12,25,4.982816284961375e-05,1.6743570306875664e-05,2018W52
2018-12-26,2018,12,26,8.742712166444023e-05,4.433530961757175e-05,2018W52
2018-12-27,2018,12,27,,,2018W52
2018-12-28,2018,12,28,3.881528424920471e-05,1.5974684665267863e-05,2018W52
2018-12-29,2018,12,29,5.776058216718088e-05,2.8522672036509194e-05,2018W52
2018-12-30,2018,12,30,3.272968198875872e-05,7.41801675735672e-06,2018W52
2018-12-31,2018,12,31,4.041502734082664e-05,1.8164223798927088e-05,2019W01
2019-01-01,2019,1,1,1.0334739640717722e-05,2.9183447972884e-06,2019W01
2019-01-02,2019,1,2,,,2019W01
2019-01-03,2019,1,3,7.96438073335481e-05,2.8433369712513564e-05,2019W01
2019-01-04,2019,1,4,0.0001106833062883,4.65921461195082e-05,2019W01
2019-01-05,2019,1,5,4.74002231724108e-05,1.4963686110261135e-05,2019W01
2019-01-06,2019,1,6,,,2019W01
2019-01-07,2019,1,7,,,2019W02
2019-01-08,2019,1,8,3.568381173195645e-05,3.0316808126344298e-05,2019W02
2019-01-09,2019,1,9,,,2019W02
2019-01-10,2019,1,10,,,2019W02
2019-01-11,2019,1,11,8.132093307191772e-05,2.0678605354279173e-05,2019W02
2019-01-12,2019,1,12,4.395305535914373e-05,1.4881714708422257e-05,2019W02
2019-01-13,2019,1,13,,,2019W02
2019-01-14,2019,1,14,5.629558445327792e-05,9.422825072393812e-05,2019W03
2019-01-15,2019,1,15,,,2019W03
2019-01-16,2019,1,16,0.0001659669622785,1.244264187194856e-05,2019W03
2019-01-17,2019,1,17,,,2019W03
2019-01-18,2019,1,18,1.199639869629688e-05,3.451667686991255e-05,2019W03
2019-01-19,2019,1,19,4.9244588754513734e-05,1.5466227329071966e-05,2019W03
2019-01-20,2019,1,20,3.370632476222439e-05,2.890590597429285e-05,2019W03
2019-01-21,2019,1,21,7.226521901204068e-05,3.596250833603863e-05,2019W04
2019-01-22,2019,1,22,6.9978694253447e-05,2.6374626377119056e-05,2019W04
2019-01-23,2019,1,23,5.92662209155925e-05,1.9583312309755607e-05,2019W04
2019-01-24,2019,1,24,4.782991496123981e-05,2.3089863745984765e-05,2019W04
2019-01-25,2019,1,25,,,2019W04
2019-01-26,2019,1,26,,,2019W04
2019-01-27,2019,1,27,6.690963995127865e-05,2.4114723169543525e-06,2019W04
2019-01-28,2019,1,28,3.694069327610828e-05,1.4711530948947538e-05,2019W05
2019-01-29,2019,1,29,4.023937569925498e-05,1.5210578399633685e-05,2019W05
2019-01-30,2019,1,30,8.13455808547605e-05,3.96440978245079e-05,2019W05
2019-01-31,2019,1,31,9.527775154303584e-05,0.0,2019W05
2019-02-01,2019,2,1,,,2019W05
2019-02-02,2019,2,2,4.869233333507744e-05,1.7314188173426193e-05,2019W05
2019-02-03,2019,2,3,5.1602750622589846e-05,5.4901675754307154e-05,2019W05
2019-02-04,2019,2,4,0.0001187140403508,3.6707700287869325e-05,2019W06
2019-02-05,2019,2,5,6.751901643030285e-05,2.0562516532509037e-05,2019W06
2019-02-06,2019,2,6,5.709433994113458e-05,4.52903770066774e-05,2019W06
2019-02-07,2019,2,7,7.933779415043849e-05,8.112603048913863e-05,2019W06
2019-02-08,2019,2,8,0.000103299596191,6.02302843924343e-05,2019W06
2019-02-09,2019,2,9,8.088638310679326e-05,2.1558752366438816e-05,2019W06
2019-02-10,2019,2,10,5.57480521260017e-05,1.27584950472942e-05,2019W06
2019-02-11,2019,2,11,5.232628442859777e-05,2.7427505978829056e-05,2019W07
2019-02-12,2019,2,12,6.162167639911399e-05,4.218064179843234e-05,2019W07
2019-02-13,2019,2,13,7.021319820737968e-05,7.793108150315773e-05,2019W07
2019-02-14,2019,2,14,,,2019W07
2019-02-15,2019,2,15,0.00020404617432314998,3.7346997138155795e-05,2019W07
2019-02-16,2019,2,16,6.772507777072953e-05,2.204827742050338e-05,2019W07
2019-02-17,2019,2,17,4.812453080588024e-05,4.359822738867097e-05,2019W07
2019-02-18,2019,2,18,7.862917398604986e-05,2.7402216014147694e-05,2019W08
2019-02-19,2019,2,19,9.472376219659351e-05,2.533054575745217e-05,2019W08
2019-02-20,2019,2,20,6.914288480350703e-05,5.0819741196849586e-05,2019W08
2019-02-21,2019,2,21,0.0001487110502067,0.0001070163620939,2019W08
2019-02-22,2019,2,22,0.0002631929890212,0.0,2019W08
2019-02-23,2019,2,23,,,2019W08
2019-02-24,2019,2,24,2.708576175791677e-05,2.0593273652714425e-05,2019W08
2019-02-25,2019,2,25,,,2019W09
2019-02-26,2019,2,26,6.942856239702686e-05,2.9705704419525322e-05,2019W09
2019-02-27,2019,2,27,8.796758315958404e-05,0.0001032072455789,2019W09
2019-02-28,2019,2,28,0.0002745219376021,3.131785875726189e-05,2019W09
2019-03-01,2019,3,1,6.754574888934032e-05,2.5726845386500065e-05,2019W09
2019-03-02,2019,3,2,7.467274433446699e-05,1.1379781526076878e-05,2019W09
2019-03-03,2019,3,3,2.98147845246876e-05,2.3324069006049476e-05,2019W09
2019-03-04,2019,3,4,,,2019W10
2019-03-05,2019,3,5,6.371297685858075e-05,4.9720253427561615e-05,2019W10
2019-03-06,2019,3,6,0.0001036897886802,7.469249591256401e-05,2019W10
2019-03-07,2019,3,7,0.0001141405406852,1.801902270818179e-05,2019W10
2019-03-08,2019,3,8,4.8199199080961444e-05,1.3424460155912193e-05,2019W10
2019-03-09,2019,3,9,5.453161452707507e-05,2.190087387598672e-05,2019W10
2019-03-10,2019,3,10,5.183233628281873e-05,1.649889143132332e-05,2019W10
2019-03-11,2019,3,11,3.5077055748597805e-05,4.740567461441719e-06,2019W11
2019-03-12,2019,3,12,,,2019W11
2019-03-13,2019,3,13,3.942649562376848e-05,2.942662907920265e-05,2019W11
2019-03-14,2019,3,14,8.410314302207897e-05,4.054442413099652e-05,2019W11
2019-03-15,2019,3,15,,,2019W11
2019-03-16,2019,3,16,,,2019W11
2019-03-17,2019,3,17,6.541525954023163e-05,2.6052461569272655e-05,2019W11
2019-03-18,2019,3,18,7.76901890386366e-05,2.11616989385241e-05,2019W12
2019-03-19,2019,3,19,,,2019W12
2019-03-20,2019,3,20,5.274150003196893e-05,0.0001013068439286,2019W12
2019-03-21,2019,3,21,0.0004141539176857,8.012713532977266e-05,2019W12
2019-03-22,2019,3,22,0.0001914239878172,3.6137309370892575e-05,2019W12
2019-03-23,2019,3,23,5.757260753316414e-05,8.7038774502026e-06,2019W12
2019-03-24,2019,3,24,5.562434363021202e-05,2.02602815920159e-05,2019W12
2019-03-25,2019,3,25,0.000114913671292,2.1145322306223406e-13,2019W13
2019-03-26,2019,3,26,1.8681599613046277e-05,2.0119067467661064e-05,2019W13
2019-03-27,2019,3,27,5.770370127607019e-05,3.579592386950995e-05,2019W13
2019-03-28,2019,3,28,7.626640251802269e-05,3.0409415292837523e-05,2019W13
2019-03-29,2019,3,29,7.523107083960728e-05,2.0789231625021924e-05,2019W13
2019-03-30,2019,3,30,0.00010245781516272944,5.315383725720864e-05,2019W13
2019-03-31,2019,3,31,5.376898315586602e-05,6.175073138987816e-05,2019W13
2019-04-01,2019,4,1,,,2019W14
2019-04-02,2019,4,2,,,2019W14
2019-04-03,2019,4,3,0.0001010743866162,3.115599154286616e-05,2019W14
2019-04-04,2019,4,4,,,2019W14
2019-04-05,2019,4,5,9.141713332049674e-05,5.3682535763602176e-05,2019W14
2019-04-06,2019,4,6,0.0001676234276956,3.5527307375136574e-05,2019W14
2019-04-07,2019,4,7,9.949267981591282e-05,0.0001947458068711,2019W14
2019-04-08,2019,4,8,0.0003624950564434,3.290478585659453e-05,2019W15
2019-04-09,2019,4,9,5.971660351120507e-05,5.6441881642177264e-05,2019W15
2019-04-10,2019,4,10,0.0001550458818569,3.389429003149052e-05,2019W15
2019-04-11,2019,4,11,6.580983138555748e-05,0.0001180679849695,2019W15
2019-04-12,2019,4,12,0.0001921275768579,4.152166135284814e-05,2019W15
2019-04-13,2019,4,13,8.328465063093899e-05,2.1819322173459503e-05,2019W15
2019-04-14,2019,4,14,6.901527009114619e-05,3.36731805342834e-05,2019W15
2019-04-15,2019,4,15,,,2019W16
2019-04-16,2019,4,16,9.75536093196076e-05,3.637904787544292e-05,2019W16
2019-04-17,2019,4,17,8.612400475350662e-05,2.1835659622508084e-05,2019W16
2019-04-18,2019,4,18,0.0001696760145209,1.6978359513418295e-05,2019W16
2019-04-19,2019,4,19,8.953034608453396e-05,2.270374328514456e-05,2019W16
2019-04-20,2019,4,20,7.250063216106541e-05,3.2403297460081125e-05,2019W16
2019-04-21,2019,4,21,0.0001211441884506,6.675830624965992e-05,2019W16
2019-04-22,2019,4,22,0.0001711692859782,0.0001017813118006,2019W17
2019-04-23,2019,4,23,0.0002272774447029,1.742410044735054e-05,2019W17
2019-04-24,2019,4,24,,,2019W17
2019-04-25,2019,4,25,,,2019W17
2019-04-26,2019,4,26,,,2019W17
2019-04-27,2019,4,27,6.044354884940092e-05,2.51791032047745e-05,2019W17
2019-04-28,2019,4,28,7.503548275583725e-05,7.71110362755126e-06,2019W17
2019-04-29,2019,4,29,3.2305448860878685e-05,2.4505027605940717e-05,2019W18
2019-04-30,2019,4,30,,,2019W18
2019-05-01,2019,5,1,4.443977802969379e-05,2.808704319304756e-05,2019W18
2019-05-02,2019,5,2,,,2019W18
2019-05-03,2019,5,3,9.467225570406284e-05,4.476805431736887e-05,2019W18
2019-05-04,2019,5,4,5.792596029110956e-05,4.706135099712842e-05,2019W18
2019-05-05,2019,5,5,,,2019W18
2019-05-06,2019,5,6,0.0001365659340315,4.758704957166978e-05,2019W19
2019-05-07,2019,5,7,7.512279964197543e-05,1.617929132507254e-05,2019W19
2019-05-08,2019,5,8,9.910592827730886e-05,2.3988508057708783e-05,2019W19
2019-05-09,2019,5,9,,,2019W19
2019-05-10,2019,5,10,4.5139562765025474e-05,2.73897768934932e-05,2019W19
2019-05-11,2019,5,11,9.496630929938053e-05,3.8924472762482904e-05,2019W19
2019-05-12,2019,5,12,0.0001025852856175,5.979025570713682e-05,2019W19
2019-05-13,2019,5,13,0.0001322789559132,3.580971468147303e-05,2019W20
2019-05-14,2019,5,14,0.0001127902159398,2.3588832127865408e-05,2019W20
2019-05-15,2019,5,15,6.027591839554532e-05,2.4845872895005965e-05,2019W20
2019-05-16,2019,5,16,6.684581810757946e-05,3.6101075292294154e-05,2019W20
2019-05-17,2019,5,17,8.34131295827053e-05,1.997690273204876e-05,2019W20
2019-05-18,2019,5,18,0.0001094020633199,8.670536377326674e-06,2019W20
2019-05-19,2019,5,19,5.410179013080364e-05,1.813554081309121e-05,2019W20
2019-05-20,2019,5,20,,,2019W21
2019-05-21,2019,5,21,,,2019W21
2019-05-22,2019,5,22,6.160744886417407e-05,6.0905139771512974e-05,2019W21
2019-05-23,2019,5,23,0.000237733895661,4.668820277124965e-05,2019W21
2019-05-24,2019,5,24,0.0001902213288829,5.656791237485577e-05,2019W21
2019-05-25,2019,5,25,,,2019W21
2019-05-26,2019,5,26,,,2019W21
2019-05-27,2019,5,27,,,2019W22
2019-05-28,2019,5,28,0.0002138828907135,3.279249111166069e-05,2019W22
2019-05-29,2019,5,29,,,2019W22
2019-05-30,2019,5,30,,,2019W22
2019-05-31,2019,5,31,0.0001038017661524,2.1757143947627308e-05,2019W22
2019-06-01,2019,6,1,0.00011109135788924573,6.556920427281512e-05,2019W22
2019-06-02,2019,6,2,0.0001341127576942,3.93699779403174e-05,2019W22
2019-06-03,2019,6,3,0.0002239463015335,3.184020060309264e-05,2019W23
2019-06-04,2019,6,4,7.497821797791507e-05,3.061017726452107e-05,2019W23
2019-06-05,2019,6,5,,,2019W23
2019-06-06,2019,6,6,,,2019W23
2019-06-07,2019,6,7,0.00010603900209797776,3.0215042098032513e-05,2019W23
2019-06-08,2019,6,8,0.0001147028522492,2.3220435157327078e-05,2019W23
2019-06-09,2019,6,9,5.798227713870731e-05,7.719220077336733e-05,2019W23
2019-06-10,2019,6,10,,,2019W24
2019-06-11,2019,6,11,,,2019W24
2019-06-12,2019,6,12,,,2019W24
2019-06-13,2019,6,13,,,2019W24
2019-06-14,2019,6,14,,,2019W24
2019-06-15,2019,6,15,,,2019W24
2019-06-16,2019,6,16,,,2019W24
2019-06-17,2019,6,17,,,2019W25
2019-06-18,2019,6,18,,,2019W25
2019-06-19,2019,6,19,7.83479220060668e-05,0.0001218499504475,2019W25
2019-06-20,2019,6,20,0.000145002138323,1.444852177072546e-05,2019W25
2019-06-21,2019,6,21,,,2019W25
2019-06-22,2019,6,22,0.0003370262428515,4.016187470369057e-05,2019W25
2019-06-23,2019,6,23,,,2019W25
2019-06-24,2019,6,24,,,2019W26
2019-06-25,2019,6,25,5.676430782262934e-05,4.099830328623555e-05,2019W26
2019-06-26,2019,6,26,,,2019W26
2019-06-27,2019,6,27,0.0001133602415614,1.9945278135140004e-05,2019W26
2019-06-28,2019,6,28,,,2019W26
2019-06-29,2019,6,29,,,2019W26
2019-06-30,2019,6,30,,,2019W26
2019-07-01,2019,7,1,0.0001354768748179,2.015792551276755e-05,2019W27
2019-07-02,2019,7,2,,,2019W27
2019-07-03,2019,7,3,6.490486827560403e-05,4.0765499569106535e-05,2019W27
2019-07-04,2019,7,4,0.0001008067440012,6.518865352483581e-05,2019W27
2019-07-05,2019,7,5,8.634794433509706e-05,7.725467033780165e-05,2019W27
2019-07-06,2019,7,6,0.00024363596569,5.984030406061669e-05,2019W27
2019-07-07,2019,7,7,0.000133927221825,6.979644509511652e-05,2019W27
2019-07-08,2019,7,8,0.0001555472327641,3.790561835151504e-05,2019W28
2019-07-09,2019,7,9,0.0001681683975962,7.080650350210855e-05,2019W28
2019-07-10,2019,7,10,,,2019W28
2019-07-11,2019,7,11,,,2019W28
2019-07-12,2019,7,12,9.960225158913082e-05,1.480368291124113e-05,2019W28
2019-07-13,2019,7,13,0.0002111340003981,0.0001647656326336,2019W28
2019-07-14,2019,7,14,0.0001590240186346,4.245418658869599e-05,2019W28
2019-07-15,2019,7,15,0.0001213436254939,5.435051299310856e-05,2019W29
2019-07-16,2019,7,16,9.949294681199236e-05,0.0001120550260737,2019W29
2019-07-17,2019,7,17,0.0001029899565596,8.362327897580972e-05,2019W29
2019-07-18,2019,7,18,,,2019W29
2019-07-19,2019,7,19,0.00022445594925444998,6.857521855545e-05,2019W29
2019-07-20,2019,7,20,,,2019W29
2019-07-21,2019,7,21,,,2019W29
2019-07-22,2019,7,22,,,2019W30
2019-07-23,2019,7,23,,,2019W30
2019-07-24,2019,7,24,0.000276649283478,6.380694348004104e-06,2019W30
2019-07-25,2019,7,25,,,2019W30
2019-07-26,2019,7,26,,,2019W30
2019-07-27,2019,7,27,0.0003748235439795,7.573053078246078e-05,2019W30
2019-07-28,2019,7,28,1.0693144061193712e-05,7.001499430690811e-05,2019W30
2019-07-29,2019,7,29,,,2019W31
2019-07-30,2019,7,30,0.0002904841005197,2.571464584062839e-05,2019W31
2019-07-31,2019,7,31,0.0001017603734559,2.4119492884750687e-05,2019W31
2019-08-01,2019,8,1,6.203561257773726e-05,4.24226560315376e-05,2019W31
2019-08-02,2019,8,2,6.9310603929668e-05,2.31087360074112e-05,2019W31
2019-08-03,2019,8,3,0.0001293293163233,2.212510272077073e-05,2019W31
2019-08-04,2019,8,4,5.439807151584117e-05,3.677176948499529e-05,2019W31
2019-08-05,2019,8,5,8.131812321613078e-05,0.0,2019W32
2019-08-06,2019,8,6,0.0001071908221308,2.9234757677012688e-05,2019W32
2019-08-07,2019,8,7,,,2019W32
2019-08-08,2019,8,8,3.392179496586323e-05,2.41671959493968e-05,2019W32
2019-08-09,2019,8,9,,,2019W32
2019-08-10,2019,8,10,9.439589161300243e-05,3.644399150511537e-05,2019W32
2019-08-11,2019,8,11,0.0001026244954763,3.479896782318608e-05,2019W32
2019-08-12,2019,8,12,,,2019W33
2019-08-13,2019,8,13,7.55393156970206e-05,7.387515932114759e-05,2019W33
2019-08-14,2019,8,14,7.566995039410055e-05,0.000148249704235,2019W33
2019-08-15,2019,8,15,0.0002075931034763,2.2648655712459316e-05,2019W33
2019-08-16,2019,8,16,0.0003438369097332,1.7187834283014456e-13,2019W33
