Fecha_datetime,Year,Month,Day,NO2_trop_mean,NO2_trop_std,WeekofYear
2019-08-17,2019,8,17,6.347163361201213e-05,9.963710531125328e-05,2019W33
2019-08-18,2019,8,18,1.2351929399301296e-05,6.873521065067896e-05,2019W33
2019-08-19,2019,8,19,0.0002172261027134,7.87367146906648e-05,2019W34
2019-08-20,2019,8,20,0.00020674277893309998,0.00011813938751275515,2019W34
2019-08-21,2019,8,21,0.000117789209279,8.175198660111868e-05,2019W34
2019-08-22,2019,8,22,0.0004112330546222,2.850313712568249e-05,2019W34
2019-08-23,2019,8,23,0.0001740701098943,4.3272631742847937e-05,2019W34
2019-08-24,2019,8,24,7.082843692410712e-05,0.0,2019W34
2019-08-25,2019,8,25,,,2019W34
2019-08-26,2019,8,26,,,2019W35
2019-08-27,2019,8,27,8.815073481496041e-05,4.597106025779792e-05,2019W35
2019-08-28,2019,8,28,,,2019W35
2019-08-29,2019,8,29,0.0001129610900534,5.317455525700332e-05,2019W35
2019-08-30,2019,8,30,,,2019W35
2019-08-31,2019,8,31,0.0001645071120649,1.8908600984558904e-05,2019W35
2019-09-01,2019,9,1,4.6803693357601855e-05,3.244403456797322e-05,2019W35
2019-09-02,2019,9,2,7.491244269655176e-05,5.097036262403707e-05,2019W36
2019-09-03,2019,9,3,8.65413187553157e-05,1.5295006556485398e-05,2019W36
2019-09-04,2019,9,4,0.0001208724368728,2.4661265955776228e-05,2019W36
2019-09-05,2019,9,5,5.475685212657002e-05,5.0771004226514564e-05,2019W36
2019-09-06,2019,9,6,,,2019W36
2019-09-07,2019,9,7,,,2019W36
2019-09-08,2019,9,8,0.0001154584838204,0.0001872659519677,2019W36
2019-09-09,2019,9,9,,,2019W37
2019-09-10,2019,9,10,,,2019W37
2019-09-11,2019,9,11,,,2019W37
2019-09-12,2019,9,12,0.0001391906935699,3.159897176344653e-05,2019W37
2019-09-13,2019,9,13,0.000404095468689,3.993425504477351e-05,2019W37
2019-09-14,2019,9,14,7.028406094606831e-05,3.7881374516494896e-05,2019W37
2019-09-15,2019,9,15,0.0001324110398083,2.190727475951604e-05,2019W37
2019-09-16,2019,9,16,0.00011981962170045,7.130194481538244e-05,2019W38
2019-09-17,2019,9,17,8.294092695023277e-05,2.258757041630622e-05,2019W38
2019-09-18,2019,9,18,0.0002393885104759,2.336117292475812e-05,2019W38
2019-09-19,2019,9,19,0.0001438116345672,1.150531788735044e-05,2019W38
2019-09-20,2019,9,20,8.453244194851485e-05,1.0301999732483625e-05,2019W38
2019-09-21,2019,9,21,5.721937687969059e-05,6.337767262326387e-06,2019W38
2019-09-22,2019,9,22,4.529203246833468e-05,0.0001514380111126,2019W38
2019-09-23,2019,9,23,0.0001653707731747,5.2700480193641374e-05,2019W39
2019-09-24,2019,9,24,0.0003635183333071,6.771311561247616e-05,2019W39
2019-09-25,2019,9,25,0.0001465548625151,0.0,2019W39
2019-09-26,2019,9,26,0.0001382487886405,3.522436131879271e-05,2019W39
2019-09-27,2019,9,27,9.970338009417967e-05,1.6056655963929147e-05,2019W39
2019-09-28,2019,9,28,5.376445728358016e-05,1.1307733694750678e-05,2019W39
2019-09-29,2019,9,29,4.293575864260354e-05,2.7290272087953986e-05,2019W39
2019-09-30,2019,9,30,7.05877555682502e-05,1.852992111294643e-05,2019W40
2019-10-01,2019,10,1,,,2019W40
2019-10-02,2019,10,2,,,2019W40
2019-10-03,2019,10,3,,,2019W40
2019-10-04,2019,10,4,,,2019W40
2019-10-05,2019,10,5,6.80432639242966e-05,2.617566924014233e-05,2019W40
2019-10-06,2019,10,6,5.512081301882124e-05,4.566092920263045e-05,2019W40
2019-10-07,2019,10,7,0.00010840898777025,4.0638923225509726e-05,2019W41
2019-10-08,2019,10,8,8.354339672044485e-05,2.3559605693671938e-05,2019W41
2019-10-09,2019,10,9,0.0001479428070979,1.186231577515289e-05,2019W41
2019-10-10,2019,10,10,,,2019W41
2019-10-11,2019,10,11,6.344203199527818e-05,1.877068217437895e-05,2019W41
2019-10-12,2019,10,12,,,2019W41
2019-10-13,2019,10,13,3.547494039761671e-05,1.6855956364712413e-05,2019W41
2019-10-14,2019,10,14,,,2019W42
2019-10-15,2019,10,15,,,2019W42
2019-10-16,2019,10,16,,,2019W42
2019-10-17,2019,10,17,,,2019W42
2019-10-18,2019,10,18,6.37613209061609e-05,6.111877806179787e-05,2019W42
2019-10-19,2019,10,19,0.0001871150803564,2.3572870512199743e-05,2019W42
2019-10-20,2019,10,20,,,2019W42
2019-10-21,2019,10,21,0.0001845801105772,1.92606286522978e-05,2019W43
2019-10-22,2019,10,22,6.543667931825695e-05,2.0146406618342942e-05,2019W43
2019-10-23,2019,10,23,6.380401148642641e-05,2.5290733802288847e-05,2019W43
2019-10-24,2019,10,24,7.465196716348397e-05,1.714265845068128e-05,2019W43
2019-10-25,2019,10,25,8.650260841746873e-05,1.6450947188836198e-05,2019W43
2019-10-26,2019,10,26,4.330122648443613e-05,2.533213085279974e-05,2019W43
2019-10-27,2019,10,27,,,2019W43
2019-10-28,2019,10,28,,,2019W44
2019-10-29,2019,10,29,5.979893191214398e-05,2.353744897088093e-05,2019W44
2019-10-30,2019,10,30,1.8770897440845147e-05,2.057284220684612e-05,2019W44
2019-10-31,2019,10,31,6.525082883134241e-05,1.6860863379033026e-05,2019W44
2019-11-01,2019,11,1,,,2019W44
2019-11-02,2019,11,2,6.073905010722417e-05,8.023536685953499e-05,2019W44
2019-11-03,2019,11,3,5.658386918930283e-05,3.2402876895399425e-05,2019W44
2019-11-04,2019,11,4,,,2019W45
2019-11-05,2019,11,5,0.0001753631577738,2.0080717671445083e-05,2019W45
2019-11-06,2019,11,6,6.661194897051547e-05,2.6772762196095258e-05,2019W45
2019-11-07,2019,11,7,9.679120810825813e-05,1.7174476839894984e-05,2019W45
2019-11-08,2019,11,8,5.7201983963044856e-05,4.072205769708738e-05,2019W45
2019-11-09,2019,11,9,4.8987031281627744e-05,3.977658579701953e-05,2019W45
2019-11-10,2019,11,10,3.4074334159157145e-05,1.4703391426633364e-05,2019W45
2019-11-11,2019,11,11,,,2019W46
2019-11-12,2019,11,12,0.0001226566998001,1.5538319592253926e-05,2019W46
2019-11-13,2019,11,13,0.0001116126353835,7.617910593412874e-05,2019W46
2019-11-14,2019,11,14,5.275433053742797e-05,1.9483713782661818e-05,2019W46
2019-11-15,2019,11,15,0.000142353054494,4.066963955357743e-05,2019W46
2019-11-16,2019,11,16,,,2019W46
2019-11-17,2019,11,17,4.590590151209413e-05,5.068814543236354e-05,2019W46
2019-11-18,2019,11,18,5.545241688765893e-05,5.434172848413441e-05,2019W47
2019-11-19,2019,11,19,0.00011170182489204773,3.076870942113504e-05,2019W47
2019-11-20,2019,11,20,0.0001387607385815,1.656529725956793e-05,2019W47
2019-11-21,2019,11,21,0.0001067168205514,1.176058785689002e-05,2019W47
2019-11-22,2019,11,22,4.105149407603526e-05,9.417750160275652e-06,2019W47
2019-11-23,2019,11,23,3.901303980324781e-05,2.505288034166062e-05,2019W47
2019-11-24,2019,11,24,2.9599155518216336e-05,3.687524807006743e-05,2019W47
2019-11-25,2019,11,25,,,2019W48
2019-11-26,2019,11,26,,,2019W48
2019-11-27,2019,11,27,6.416082313569477e-05,1.4079230744681148e-05,2019W48
2019-11-28,2019,11,28,9.421943189108888e-05,1.2959925964813014e-05,2019W48
2019-11-29,2019,11,29,8.769705595831358e-05,1.1971592542055493e-05,2019W48
2019-11-30,2019,11,30,3.262799147971786e-05,4.776318813718512e-05,2019W48
2019-12-01,2019,12,1,3.842096553855122e-05,1.7353707664154873e-05,2019W48
2019-12-02,2019,12,2,0.0001268416065117,4.5430510562242085e-05,2019W49
2019-12-03,2019,12,3,,,2019W49
2019-12-04,2019,12,4,,,2019W49
2019-12-05,2019,12,5,6.684234623970953e-05,1.128206460100018e-05,2019W49
2019-12-06,2019,12,6,0.0001020576532419,4.567484236264037e-05,2019W49
2019-12-07,2019,12,7,6.213963206391782e-05,2.082889673882022e-05,2019W49
2019-12-08,2019,12,8,5.420914158144256e-05,2.0392221295175568e-05,2019W49
2019-12-09,2019,12,9,0.0001221933716466,2.56909550574108e-05,2019W50
2019-12-10,2019,12,10,8.874310956263692e-05,5.1831090213072403e-05,2019W50
2019-12-11,2019,12,11,8.43043512487718e-05,3.7579822119166974e-05,2019W50
2019-12-12,2019,12,12,4.766789064206804e-05,8.283309680710298e-05,2019W50
2019-12-13,2019,12,13,0.0001469944564409,0.0,2019W50
2019-12-14,2019,12,14,6.951380149826799e-05,7.480975798302309e-05,2019W50
2019-12-15,2019,12,15,,,2019W50
2019-12-16,2019,12,16,9.004890836e-05,6.321247152583647e-05,2019W51
2019-12-17,2019,12,17,0.0001350424612439,3.547019965015833e-06,2019W51
2019-12-18,2019,12,18,6.931619155140421e-05,1.162806690424389e-05,2019W51
2019-12-19,2019,12,19,0.0001337245455553,6.16175036891418e-05,2019W51
2019-12-20,2019,12,20,,,2019W51
2019-12-21,2019,12,21,2.4400528336599222e-05,2.1793322459468672e-05,2019W51
2019-12-22,2019,12,22,3.157159655052996e-05,1.6589933709988277e-05,2019W51
2019-12-23,2019,12,23,0.0001377735571002,1.8341499227303044e-05,2019W52
2019-12-24,2019,12,24,5.330898796131727e-05,3.3072870378839115e-05,2019W52
2019-12-25,2019,12,25,,,2019W52
2019-12-26,2019,12,26,6.432952666834686e-05,6.424261450421285e-05,2019W52
2019-12-27,2019,12,27,6.376035255852816e-05,2.102915252431426e-05,2019W52
2019-12-28,2019,12,28,,,2019W52
2019-12-29,2019,12,29,0.0001444822693194,2.9917817038624645e-05,2019W52
2019-12-30,2019,12,30,,,2020W01
2019-12-31,2019,12,31,,,2020W01
2020-01-01,2020,1,1,,,2020W01
2020-01-02,2020,1,2,4.4935608235840514e-05,0.0,2020W01
2020-01-03,2020,1,3,7.039428232971884e-05,7.659244182231844e-06,2020W01
2020-01-04,2020,1,4,5.926337090741396e-05,1.7439089804670333e-05,2020W01
2020-01-05,2020,1,5,3.414791353861801e-05,2.925538745315687e-05,2020W01
2020-01-06,2020,1,6,4.1167612352691775e-05,6.112705320734344e-05,2020W02
2020-01-07,2020,1,7,5.9333866647545485e-05,5.625257848785528e-07,2020W02
2020-01-08,2020,1,8,5.7287420296622655e-05,8.304345907608682e-05,2020W02
2020-01-09,2020,1,9,0.0001335921098051,3.1109961447093946e-05,2020W02
2020-01-10,2020,1,10,6.190732090348114e-05,0.0,2020W02
2020-01-11,2020,1,11,0.00011751528055000608,3.386812066397208e-05,2020W02
2020-01-12,2020,1,12,6.098619113597386e-05,1.13402462160665e-05,2020W02
2020-01-13,2020,1,13,5.480672489411058e-05,3.651255601113054e-05,2020W03
2020-01-14,2020,1,14,6.963287930967229e-05,3.608315388276896e-05,2020W03
2020-01-15,2020,1,15,8.703503207467619e-05,2.724632725530404e-05,2020W03
2020-01-16,2020,1,16,0.0001206247647192,2.006600193528218e-05,2020W03
2020-01-17,2020,1,17,6.6858096013269e-05,2.9876305037653983e-05,2020W03
2020-01-18,2020,1,18,5.445877596535564e-05,1.5217912498801094e-05,2020W03
2020-01-19,2020,1,19,4.543626785684786e-05,1.9251245179932613e-05,2020W03
2020-01-20,2020,1,20,7.512447817756633e-05,2.5307829895396422e-05,2020W04
2020-01-21,2020,1,21,,,2020W04
2020-01-22,2020,1,22,5.436319053661158e-05,2.8739618198037707e-05,2020W04
2020-01-23,2020,1,23,5.513084313371105e-05,1.9663532033468965e-05,2020W04
2020-01-24,2020,1,24,7.918046691264025e-05,2.642817172317694e-05,2020W04
2020-01-25,2020,1,25,7.326968641210736e-05,3.1102790805298816e-05,2020W04
2020-01-26,2020,1,26,6.77328946148025e-05,2.0366094294282294e-05,2020W04
2020-01-27,2020,1,27,6.915537637154935e-05,2.468109620337223e-05,2020W05
2020-01-28,2020,1,28,4.804504790554272e-05,7.530370321375465e-05,2020W05
2020-01-29,2020,1,29,,,2020W05
2020-01-30,2020,1,30,7.238328424506454e-05,1.4924321422954695e-05,2020W05
2020-01-31,2020,1,31,0.0001777822998387,1.822032349566317e-05,2020W05
2020-02-01,2020,2,1,6.159214510973902e-05,2.880883938924537e-05,2020W05
2020-02-02,2020,2,2,4.7890729626405806e-05,1.8151995594318443e-05,2020W05
2020-02-03,2020,2,3,6.213932543683916e-05,1.68657767880862e-05,2020W06
2020-02-04,2020,2,4,6.911440450407374e-05,1.6526083483483182e-05,2020W06
2020-02-05,2020,2,5,,,2020W06
2020-02-06,2020,2,6,3.197971911172581e-05,6.201123497439606e-05,2020W06
2020-02-07,2020,2,7,,,2020W06
2020-02-08,2020,2,8,5.605606080392892e-05,3.0480687820842813e-05,2020W06
2020-02-09,2020,2,9,4.241801561156904e-05,1.9066725335160817e-05,2020W06
2020-02-10,2020,2,10,9.738902398494496e-05,1.7006580984691918e-05,2020W07
2020-02-11,2020,2,11,6.606819777249402e-05,2.1428325886703737e-05,2020W07
2020-02-12,2020,2,12,4.6978964283354524e-05,2.9821456302150583e-05,2020W07
2020-02-13,2020,2,13,5.7383700837855614e-05,2.4557787067908927e-05,2020W07
2020-02-14,2020,2,14,9.919884217358342e-05,1.0848433718521588e-05,2020W07
2020-02-15,2020,2,15,7.808510876043881e-05,1.2521397494044964e-05,2020W07
2020-02-16,2020,2,16,0.00010493779816,2.542461543257988e-05,2020W07
2020-02-17,2020,2,17,,,2020W08
2020-02-18,2020,2,18,5.096847084358083e-05,1.654834553599156e-05,2020W08
2020-02-19,2020,2,19,7.412884867225574e-05,3.569177598757839e-05,2020W08
2020-02-20,2020,2,20,5.205062416761873e-05,1.1513776109477552e-05,2020W08
2020-02-21,2020,2,21,4.061019056058025e-05,6.157131479959807e-06,2020W08
2020-02-22,2020,2,22,0.0001155756803736,1.479372030139717e-05,2020W08
2020-02-23,2020,2,23,3.502786668978568e-05,5.908750397091326e-05,2020W08
2020-02-24,2020,2,24,3.66604706395667e-05,0.0001042760228886,2020W09
2020-02-25,2020,2,25,7.162637112161896e-05,0.0001075013210533,2020W09
2020-02-26,2020,2,26,0.0001452145195759,7.623633193796632e-05,2020W09
2020-02-27,2020,2,27,0.0001550478656973,3.5439106096118725e-05,2020W09
2020-02-28,2020,2,28,0.00023453840203,4.2127950781309815e-05,2020W09
2020-02-29,2020,2,29,9.128020809430379e-05,6.480912722750008e-05,2020W09
2020-03-01,2020,3,1,8.534703911457818e-05,0.0001577089211697,2020W09
2020-03-02,2020,3,2,0.0001257406014593,4.090022871274111e-05,2020W10
2020-03-03,2020,3,3,0.0001140425798647,2.973704286494215e-05,2020W10
2020-03-04,2020,3,4,0.0001703948653719,2.813241857999604e-05,2020W10
2020-03-05,2020,3,5,7.273589912617755e-05,2.0317130843366126e-05,2020W10
2020-03-06,2020,3,6,8.96369813819458e-05,1.4520249542720848e-05,2020W10
2020-03-07,2020,3,7,5.592228004201302e-05,1.7469901291427994e-05,2020W10
2020-03-08,2020,3,8,,,2020W10
2020-03-09,2020,3,9,6.456873168223167e-05,9.116574366663432e-05,2020W11
2020-03-10,2020,3,10,5.302225998339958e-05,2.494292093656927e-05,2020W11
2020-03-11,2020,3,11,,,2020W11
2020-03-12,2020,3,12,0.0003879021215692,1.0223424591248818e-05,2020W11
2020-03-13,2020,3,13,7.96813134516167e-05,3.574062513164884e-05,2020W11
2020-03-14,2020,3,14,,,2020W11
2020-03-15,2020,3,15,2.9672177233834206e-05,1.2618766746406064e-05,2020W11
2020-03-16,2020,3,16,4.961355946123437e-05,1.6000435258401193e-05,2020W12
2020-03-17,2020,3,17,,,2020W12
2020-03-18,2020,3,18,9.749094160473792e-05,2.004435997825433e-05,2020W12
2020-03-19,2020,3,19,4.261119459857279e-05,1.7987110576610076e-05,2020W12
2020-03-20,2020,3,20,5.623138162042979e-05,2.8729411524762376e-05,2020W12
2020-03-21,2020,3,21,3.389468218849897e-05,1.763716110147267e-05,2020W12
2020-03-22,2020,3,22,3.554002703591222e-05,8.824135219011617e-06,2020W12
2020-03-23,2020,3,23,2.7714175186368653e-05,1.6767701758193884e-05,2020W13
2020-03-24,2020,3,24,3.816121734394688e-05,2.5550355077338345e-05,2020W13
2020-03-25,2020,3,25,,,2020W13
2020-03-26,2020,3,26,3.981010949898867e-05,1.9824792777145684e-05,2020W13
2020-03-27,2020,3,27,6.044981609342939e-05,1.2758679344156887e-05,2020W13
2020-03-28,2020,3,28,0.000100436415466,1.3857053011661058e-05,2020W13
2020-03-29,2020,3,29,7.07336770861843e-05,9.614783516361798e-06,2020W13
2020-03-30,2020,3,30,4.055913277319368e-05,3.7614601459682646e-05,2020W14
2020-03-31,2020,3,31,,,2020W14
2020-04-01,2020,4,1,5.047988993724142e-05,1.3623620194611707e-05,2020W14
2020-04-02,2020,4,2,1.6621937212282644e-05,1.0610467943925343e-05,2020W14
2020-04-03,2020,4,3,0.00011875936698,9.471044139477958e-06,2020W14
2020-04-04,2020,4,4,4.982933352184162e-05,1.022731289627962e-05,2020W14
2020-04-05,2020,4,5,,,2020W14
2020-04-06,2020,4,6,2.2727155468828987e-05,2.225338299926695e-05,2020W15
2020-04-07,2020,4,7,3.235937471243667e-05,1.3386399084869496e-05,2020W15
2020-04-08,2020,4,8,8.227198936806359e-05,1.0426662778745728e-05,2020W15
2020-04-09,2020,4,9,5.013775714624496e-05,5.895477854211636e-06,2020W15
2020-04-10,2020,4,10,3.5851877700225704e-05,1.7382792978143128e-05,2020W15
2020-04-11,2020,4,11,2.8610152342238026e-05,1.634423551245305e-05,2020W15
2020-04-12,2020,4,12,1.916117946158478e-05,5.177127653009028e-05,2020W15
2020-04-13,2020,4,13,,,2020W16
2020-04-14,2020,4,14,2.331558584417285e-05,7.222187123051288e-05,2020W16
2020-04-15,2020,4,15,5.3538557308025386e-05,1.3723256343152172e-05,2020W16
2020-04-16,2020,4,16,0.00018008543902805,2.042914910546298e-05,2020W16
2020-04-17,2020,4,17,5.3886228753712186e-05,2.754393210711723e-05,2020W16
2020-04-18,2020,4,18,4.020716675266153e-05,1.7395876414035e-05,2020W16
2020-04-19,2020,4,19,3.45545462569249e-05,5.526567831494149e-06,2020W16
2020-04-20,2020,4,20,8.963960315118903e-05,1.0504845370610163e-05,2020W17
2020-04-21,2020,4,21,4.82800083703906e-05,3.2120618010839726e-05,2020W17
2020-04-22,2020,4,22,3.6354236644923287e-05,1.2269229452758542e-05,2020W17
2020-04-23,2020,4,23,9.371876050929166e-05,5.413332332395264e-05,2020W17
2020-04-24,2020,4,24,,,2020W17
2020-04-25,2020,4,25,,,2020W17
2020-04-26,2020,4,26,3.057941424821029e-05,1.9005307115541398e-05,2020W17
2020-04-27,2020,4,27,,,2020W18
2020-04-28,2020,4,28,,,2020W18
2020-04-29,2020,4,29,4.6627178880036095e-05,1.7500167148665882e-05,2020W18
2020-04-30,2020,4,30,0.000116882789597,1.2834204409172608e-05,2020W18
2020-05-01,2020,5,1,4.117934364837766e-05,1.1921944969069264e-05,2020W18
2020-05-02,2020,5,2,4.574899674502851e-05,1.9119835917786407e-05,2020W18
2020-05-03,2020,5,3,2.672905515257699e-05,2.9786030465097e-05,2020W18
2020-05-04,2020,5,4,,,2020W19
2020-05-05,2020,5,5,,,2020W19
2020-05-06,2020,5,6,2.7085427808020128e-05,2.339903030850874e-05,2020W19
2020-05-07,2020,5,7,9.583671770592844e-05,1.981041599215657e-05,2020W19
2020-05-08,2020,5,8,5.3234856336335405e-05,2.476916063524601e-05,2020W19
2020-05-09,2020,5,9,5.390046537798551e-05,6.345095770468263e-05,2020W19
2020-05-10,2020,5,10,5.323834362301095e-05,2.985592401077446e-05,2020W19
2020-05-11,2020,5,11,0.0001129012632355,3.017802097482872e-05,2020W20
2020-05-12,2020,5,12,0.0001134670898496,9.030639747611512e-05,2020W20
2020-05-13,2020,5,13,9.067534335870577e-05,1.922684811582686e-05,2020W20
2020-05-14,2020,5,14,0.0003160339992292,2.1505069554983133e-05,2020W20
2020-05-15,2020,5,15,6.622210559772766e-05,1.9023636056800725e-05,2020W20
2020-05-16,2020,5,16,5.973996364027062e-05,1.9579219307745253e-05,2020W20
2020-05-17,2020,5,17,9.885869265153812e-05,9.86973985315869e-06,2020W20
2020-05-18,2020,5,18,4.628968070870719e-05,3.176590014673712e-05,2020W21
2020-05-19,2020,5,19,7.046099795070603e-05,1.5773554719055866e-05,2020W21
2020-05-20,2020,5,20,,,2020W21
2020-05-21,2020,5,21,,,2020W21
2020-05-22,2020,5,22,,,2020W21
2020-05-23,2020,5,23,7.986452901422796e-05,3.898709580420422e-06,2020W21
2020-05-24,2020,5,24,7.086349686341818e-05,5.368185689596753e-05,2020W21
2020-05-25,2020,5,25,2.1867760190636425e-05,6.445921331498475e-05,2020W22
2020-05-26,2020,5,26,0.0001717197717034,6.530051065310493e-05,2020W22
2020-05-27,2020,5,27,9.531678089218142e-05,6.717063532742e-13,2020W22
2020-05-28,2020,5,28,0.000166411541551,1.0352336685130706e-05,2020W22
2020-05-29,2020,5,29,6.215859405111057e-05,5.5508446280803915e-05,2020W22
2020-05-30,2020,5,30,,,2020W22
2020-05-31,2020,5,31,2.57543347710264e-05,4.858522331716038e-05,2020W22
2020-06-01,2020,6,1,0.0001187892617384,6.398149561142543e-06,2020W23
2020-06-02,2020,6,2,0.0001497321806811,8.042118800500289e-05,2020W23
2020-06-03,2020,6,3,0.0004617821171617,8.44009399896137e-05,2020W23
2020-06-04,2020,6,4,0.00010510208635329847,6.48920791117586e-05,2020W23
2020-06-05,2020,6,5,,,2020W23
2020-06-06,2020,6,6,,,2020W23
2020-06-07,2020,6,7,,,2020W23
2020-06-08,2020,6,8,,,2020W24
2020-06-09,2020,6,9,0.0003347642682508,3.9313190991429474e-05,2020W24
2020-06-10,2020,6,10,0.0001847687709194,1.381744351138762e-05,2020W24
2020-06-11,2020,6,11,7.486294561117206e-05,3.224726617729115e-05,2020W24
2020-06-12,2020,6,12,0.0002230785937366,1.8695937292529157e-05,2020W24
2020-06-13,2020,6,13,4.795281544911752e-05,2.179604991063767e-05,2020W24
2020-06-14,2020,6,14,6.178203608177944e-05,2.6060882883512255e-05,2020W24
2020-06-15,2020,6,15,5.5872235998501526e-05,1.1170704704660731e-05,2020W25
2020-06-16,2020,6,16,9.3539297526652e-05,1.892217410384808e-05,2020W25
2020-06-17,2020,6,17,3.893490525098769e-05,1.3982398977162292e-05,2020W25
2020-06-18,2020,6,18,7.170516242078794e-05,4.708519351407066e-05,2020W25
2020-06-19,2020,6,19,,,2020W25
2020-06-20,2020,6,20,4.968147399442004e-05,1.8438394241893853e-05,2020W25
2020-06-21,2020,6,21,5.290887752851047e-05,1.8293243929891784e-05,2020W25
2020-06-22,2020,6,22,6.35509263526079e-05,3.394613065450324e-05,2020W26
2020-06-23,2020,6,23,,,2020W26
2020-06-24,2020,6,24,,,2020W26
2020-06-25,2020,6,25,6.549638414095361e-05,9.260124182582392e-05,2020W26
2020-06-26,2020,6,26,0.0001308675196368,1.824196120878299e-05,2020W26
2020-06-27,2020,6,27,0.000118799682734,8.034951029901754e-13,2020W26
2020-06-28,2020,6,28,0.0003206926058691,4.8996529175973545e-05,2020W26
2020-06-29,2020,6,29,4.029561251795399e-05,3.947514413890395e-05,2020W27
2020-06-30,2020,6,30,,,2020W27
2020-07-01,2020,7,1,6.349483784065617e-05,2.591544209571477e-05,2020W27
2020-07-02,2020,7,2,,,2020W27
2020-07-03,2020,7,3,9.265452764241088e-05,2.4778882820869856e-05,2020W27
2020-07-04,2020,7,4,0.0001955223295174,5.276812363370559e-05,2020W27
2020-07-05,2020,7,5,7.350688044400278e-05,8.04212243739679e-05,2020W27
2020-07-06,2020,7,6,0.00017116201049,3.269299122847898e-05,2020W28
2020-07-07,2020,7,7,5.848379413253357e-05,8.625008575367103e-05,2020W28
2020-07-08,2020,7,8,0.0004208491732171,1.7924646317007427e-05,2020W28
2020-07-09,2020,7,9,8.256713963094668e-05,1.6838400169196554e-05,2020W28
2020-07-10,2020,7,10,,,2020W28
2020-07-11,2020,7,11,0.0001885331545967,4.217981047074106e-05,2020W28
2020-07-12,2020,7,12,4.523559470525554e-05,5.376306219678388e-05,2020W28
2020-07-13,2020,7,13,5.917032906222925e-05,7.461388425969906e-05,2020W29
2020-07-14,2020,7,14,0.0001281412157984,5.056808828084874e-05,2020W29
2020-07-15,2020,7,15,0.0001084224592357,2.6404693810067724e-05,2020W29
2020-07-16,2020,7,16,0.000136457773103,2.9998906930214984e-06,2020W29
2020-07-17,2020,7,17,8.200358273271772e-05,2.5477506705962667e-05,2020W29
2020-07-18,2020,7,18,,,2020W29
2020-07-19,2020,7,19,8.1535238071247e-05,1.9038005528325325e-05,2020W29
2020-07-20,2020,7,20,0.0001382326992956,0.0,2020W30
2020-07-21,2020,7,21,,,2020W30
2020-07-22,2020,7,22,,,2020W30
2020-07-23,2020,7,23,,,2020W30
2020-07-24,2020,7,24,7.014757151470151e-05,4.5836226957044575e-05,2020W30
2020-07-25,2020,7,25,5.8264509205770455e-05,3.4517476867939235e-05,2020W30
2020-07-26,2020,7,26,8.522350265076776e-05,8.040154571966065e-05,2020W30
2020-07-27,2020,7,27,0.0001601730382686,3.699510522598032e-05,2020W31
2020-07-28,2020,7,28,8.43131898553319e-05,4.200776087161108e-12,2020W31
2020-07-29,2020,7,29,0.0002915575755013,1.5235879291155746e-05,2020W31
2020-07-30,2020,7,30,7.261094729670563e-05,1.2332522015923551e-05,2020W31
2020-07-31,2020,7,31,0.0002402920093279,2.917643879773421e-05,2020W31
2020-08-01,2020,8,1,6.329796165890451e-05,2.871963798469969e-05,2020W31
2020-08-02,2020,8,2,6.237017117273579e-05,2.930327657529104e-05,2020W31
2020-08-03,2020,8,3,5.775748864669975e-05,2.6163063799331425e-05,2020W32
2020-08-04,2020,8,4,5.906280880811923e-05,3.799309789598028e-05,2020W32
2020-08-05,2020,8,5,,,2020W32
2020-08-06,2020,8,6,,,2020W32
2020-08-07,2020,8,7,,,2020W32
2020-08-08,2020,8,8,9.729733439111204e-05,4.62999659628061e-05,2020W32
2020-08-09,2020,8,9,,,2020W32
2020-08-10,2020,8,10,6.907578980910095e-05,4.312732284562768e-05,2020W33
2020-08-11,2020,8,11,0.0001043852589609,4.65728942952277e-05,2020W33
2020-08-12,2020,8,12,0.0001210628766394,4.503057366177324e-05,2020W33
2020-08-13,2020,8,13,0.0001663230081157,1.583423360152794e-05,2020W33
2020-08-14,2020,8,14,0.0001178723271759,1.9499755424352024e-05,2020W33
2020-08-15,2020,8,15,4.268391564940962e-05,1.8400994270858215e-05,2020W33
2020-08-16,2020,8,16,5.260682944848896e-05,2.8555254000518155e-05,2020W33
2020-08-17,2020,8,17,5.919821462767748e-05,2.0631027687636763e-05,2020W34
2020-08-18,2020,8,18,8.72666892935207e-05,3.878240673426016e-05,2020W34
2020-08-19,2020,8,19,5.2684584212755645e-05,2.446144925037106e-05,2020W34
2020-08-20,2020,8,20,6.537729314412419e-05,1.441195147642896e-05,2020W34
2020-08-21,2020,8,21,0.0001460812264072,9.182096515002926e-06,2020W34
2020-08-22,2020,8,22,4.38671648099839e-05,3.0861902447827406e-05,2020W34
2020-08-23,2020,8,23,3.40868651331704e-05,2.7812555995639676e-05,2020W34
2020-08-24,2020,8,24,5.121870083338206e-05,8.395574510353794e-05,2020W35
2020-08-25,2020,8,25,,,2020W35
2020-08-26,2020,8,26,,,2020W35
2020-08-27,2020,8,27,9.462556479208692e-05,1.3776002509646813e-05,2020W35
2020-08-28,2020,8,28,,,2020W35
2020-08-29,2020,8,29,,,2020W35
2020-08-30,2020,8,30,8.579295458832185e-05,3.42972286746243e-05,2020W35
2020-08-31,2020,8,31,,,2020W36
2020-09-01,2020,9,1,,,2020W36
2020-09-02,2020,9,2,,,2020W36
2020-09-03,2020,9,3,,,2020W36
