ds,y,yhat
2019-01-01,1.0334739640717669e-05,4.682259495065296e-05
2019-01-02,,0.00012302026452000483
2019-01-03,7.964380733354886e-05,6.733067571703102e-05
2019-01-04,0.00011068330628836018,6.028255231534513e-05
2019-01-05,4.7400223172410416e-05,5.3038406807401746e-05
2019-01-06,,8.462334615473081e-05
2019-01-07,,0.00010204078908849635
2019-01-08,3.568381173195612e-05,0.00012012135747392444
2019-01-09,,0.00010046590991330103
2019-01-10,,5.295321515189716e-05
2019-01-11,8.132093307191743e-05,7.273175083386475e-05
2019-01-12,4.395305535914343e-05,5.6849761519431414e-05
2019-01-13,,7.267383745698443e-05
2019-01-14,5.6295584453278474e-05,8.710091000121336e-05
2019-01-15,,8.678545842813695e-05
2019-01-16,0.0001659669622785448,0.00028926474216858826
2019-01-17,,5.191094114664157e-05
2019-01-18,1.1996398696296826e-05,5.861539336263362e-05
2019-01-19,4.924458875451413e-05,7.198282611404843e-05
2019-01-20,3.370632476222423e-05,5.163937805981266e-05
2019-01-21,7.226521901204132e-05,7.725526138406713e-05
2019-01-22,6.99786942534461e-05,6.625338966901138e-05
2019-01-23,5.926622091559256e-05,5.519906770249226e-05
2019-01-24,4.782991496124029e-05,5.121826421269582e-05
2019-01-25,,5.969830316228207e-05
2019-01-26,,8.47004528301983e-05
2019-01-27,6.69096399512789e-05,6.600590397017912e-05
2019-01-28,3.69406932761079e-05,6.0748192022900715e-05
2019-01-29,4.023937569925481e-05,6.752499525063422e-05
2019-01-30,8.134558085476068e-05,7.139178869862684e-05
2019-01-31,9.527775154303478e-05,7.614262182218098e-05
2019-02-01,,0.00010488384406798466
2019-02-02,4.869233333507699e-05,4.139523845927329e-05
2019-02-03,5.160275062258964e-05,5.505607574731685e-05
2019-02-04,0.0001187140403508515,7.879726454087609e-05
2019-02-05,6.751901643030316e-05,9.255731896573086e-05
2019-02-06,5.709433994113431e-05,6.096479185309591e-05
2019-02-07,7.933779415043828e-05,6.719383890695494e-05
2019-02-08,0.00010329959619102294,7.524630586265664e-05
2019-02-09,8.088638310679384e-05,0.00012604458673686107
2019-02-10,5.574805212600126e-05,7.750775943533718e-05
2019-02-11,5.232628442859806e-05,5.334434823794306e-05
2019-02-12,6.162167639911406e-05,5.353981903691887e-05
2019-02-13,7.021319820737971e-05,8.076053416666306e-05
2019-02-14,,0.00016022506349080493
2019-02-15,0.00020404617432321438,0.00015796118240610148
2019-02-16,6.772507777073007e-05,0.0001037499319142297
2019-02-17,4.812453080588042e-05,6.172963421502108e-05
2019-02-18,7.862917398604975e-05,7.186160199587137e-05
2019-02-19,9.472376219659442e-05,7.938451183544952e-05
2019-02-20,6.914288480350672e-05,7.839000288077898e-05
2019-02-21,0.0001487110502067387,7.632508083473032e-05
2019-02-22,0.00026319298902127496,8.757782169485774e-05
2019-02-23,,0.00010648609558337449
2019-02-24,2.7085761757916923e-05,5.57009862200043e-05
2019-02-25,,7.705081832737418e-05
2019-02-26,6.942856239702683e-05,8.335374106197722e-05
2019-02-27,8.796758315958367e-05,7.867424729916393e-05
2019-02-28,0.00027452193760214096,0.00013771401117819402
2019-03-01,6.754574888934093e-05,5.8891674498784295e-05
2019-03-02,7.467274433446778e-05,7.536739486886014e-05
2019-03-03,2.9814784524687238e-05,4.871498457312374e-05
2019-03-04,,0.0001244604116066601
2019-03-05,6.37129768585813e-05,8.955972760407844e-05
2019-03-06,0.00010368978868028279,9.525395071460585e-05
2019-03-07,0.00011414054068524385,9.085061103776273e-05
2019-03-08,4.819919908096162e-05,4.569818662621052e-05
2019-03-09,5.453161452707566e-05,5.791935064283243e-05
2019-03-10,5.183233628281886e-05,8.590966850966771e-05
2019-03-11,3.507705574859775e-05,7.626026321716183e-05
2019-03-12,,0.00013104528342943792
2019-03-13,3.942649562376887e-05,8.305011211808794e-05
2019-03-14,8.410314302210566e-05,0.0001108654594554475
2019-03-15,,7.081689902763482e-05
2019-03-16,,6.171165574272319e-05
2019-03-17,6.541525954023228e-05,6.486237866875503e-05
2019-03-18,7.769018903863671e-05,0.00010419805074298282
2019-03-19,,7.137878764838031e-05
2019-03-20,5.274150003196867e-05,6.144976839811586e-05
2019-03-21,0.0004141539176857641,0.00013303068073555147
2019-03-22,0.00019142398781721537,0.00010050953662427289
2019-03-23,5.757260753316381e-05,8.284970507522702e-05
2019-03-24,5.562434363021215e-05,4.7898706339421524e-05
2019-03-25,0.00011491367129201601,7.09203107859547e-05
2019-03-26,1.8681599613046304e-05,8.877656935369581e-05
2019-03-27,5.7703701276070505e-05,0.00010772222415022164
2019-03-28,7.626640251802351e-05,7.255540041274532e-05
2019-03-29,7.52310708396065e-05,8.299856658087118e-05
2019-03-30,0.00010245781516274193,0.0001214649364205311
2019-03-31,5.376898315586629e-05,8.677447999526727e-05
2019-04-01,,0.00010237676133134454
2019-04-02,,9.13338032599606e-05
2019-04-03,0.00010107438661627082,5.724675935369551e-05
2019-04-04,,8.612522604117965e-05
2019-04-05,9.141713332049564e-05,5.3443067840448384e-05
2019-04-06,0.00016762342769568322,9.657364523745164e-05
2019-04-07,9.949267981591228e-05,0.00010523294293688233
2019-04-08,0.0003624950564434433,0.00012278172516633697
2019-04-09,5.971660351120557e-05,0.0001059310032734085
2019-04-10,0.00015504588185698417,9.728137310896376e-05
2019-04-11,6.580983138555799e-05,8.113715995877999e-05
2019-04-12,0.000192127576857904,9.261046214853695e-05
2019-04-13,8.328465063093904e-05,7.175451172645038e-05
2019-04-14,6.901527009114696e-05,0.00013888363127381362
2019-04-15,,7.846358868265343e-05
2019-04-16,9.755360931960807e-05,0.00011378542898689266
2019-04-17,8.612400475350627e-05,8.39850441778096e-05
2019-04-18,0.00016967601452094855,6.305373942196983e-05
2019-04-19,8.953034608453431e-05,5.043184020132267e-05
2019-04-20,7.25006321610658e-05,6.442690696942713e-05
2019-04-21,0.00012114418845063691,8.209654752166682e-05
2019-04-22,0.0001711692859782675,0.0001340876885932325
2019-04-23,0.00022727744470298558,0.00011259127295717709
2019-04-24,,9.302289219520543e-05
2019-04-25,,5.816754527406235e-05
2019-04-26,,6.784545727394982e-05
2019-04-27,6.044354884940137e-05,8.530448164932392e-05
2019-04-28,7.503548275583698e-05,9.71129325326768e-05
2019-04-29,3.2305448860878916e-05,0.00012925852426009
2019-04-30,,0.00010006372268039912
2019-05-01,4.4439778029693845e-05,4.938616509338551e-05
2019-05-02,,7.63892532892662e-05
2019-05-03,9.467225570406302e-05,0.00013760219590281813
2019-05-04,5.792596029111015e-05,6.28302654032045e-05
2019-05-05,,5.580767855495355e-05
2019-05-06,0.00013656593403153493,9.884307007671378e-05
2019-05-07,7.512279964197558e-05,9.192492396241927e-05
2019-05-08,9.910592827730778e-05,9.148484972780467e-05
2019-05-09,,9.433303381903612e-05
2019-05-10,4.513956276502566e-05,5.934896028116172e-05
2019-05-11,9.496630929938019e-05,8.639553522946284e-05
2019-05-12,0.00010258528561759768,9.470914127008621e-05
2019-05-13,0.00013227895591326824,0.00013804134849473151
2019-05-14,0.00011279021593985501,0.00010213802499167266
2019-05-15,6.027591839554529e-05,9.539384313346334e-05
2019-05-16,6.684581810757881e-05,0.00010791683417957383
2019-05-17,8.34131295827061e-05,6.0627674529322637e-05
2019-05-18,0.00010940206331992898,8.293958224632757e-05
2019-05-19,5.410179013080364e-05,6.552585710110651e-05
