ds,y,yhat,yhat_lower,yhat_upper
2019-02-14,,0.00016051932238793438,9.083707050280514e-05,0.00027988347367797865
2019-02-15,0.00020404617432321438,0.0001935232449440609,0.00011340670711871726,0.0003341595533441222
2019-02-16,6.772507777073007e-05,0.00010999947178448426,6.364846283986032e-05,0.00019512744579402506
2019-02-17,4.812453080588042e-05,5.3645326327393586e-05,3.015772231780153e-05,9.411159275083322e-05
2019-02-18,7.862917398604975e-05,7.41650533034235e-05,4.125350980727291e-05,0.00012698521659808022
2019-02-19,9.472376219659442e-05,8.611395441632685e-05,4.825050815354156e-05,0.00014822359833056208
2019-02-20,6.914288480350672e-05,8.848840478871188e-05,5.0846100814242826e-05,0.00015433193395816215
2019-02-21,0.0001487110502067387,9.778581336829229e-05,5.68100058152066e-05,0.00016510742854202712
2019-02-22,0.00026319298902127496,0.00010399277734801647,5.9355197736779516e-05,0.00018753245542264815
2019-02-23,,0.00011315052685407278,6.509151177761053e-05,0.00020042819500355646
2019-02-24,2.7085761757916923e-05,5.3374874621239434e-05,3.035435973325764e-05,9.451314815903437e-05
2019-02-25,,8.56483597909701e-05,4.908719342356541e-05,0.00014742971367181698
2019-02-26,6.942856239702683e-05,9.474413858432702e-05,5.488630283959213e-05,0.00016039662579597202
2019-02-27,8.796758315958367e-05,7.887876516056423e-05,4.4812443451464735e-05,0.00013646910980743047
2019-02-28,0.00027452193760214096,0.00015192168992040717,8.677948361064342e-05,0.00025977835583506167
2019-03-01,6.754574888934093e-05,7.86261149256066e-05,4.512192419266421e-05,0.00013507615377463398
2019-03-02,7.467274433446778e-05,7.725313536908079e-05,4.416656969811479e-05,0.00013362642602975013
2019-03-03,2.9814784524687238e-05,4.622077242743466e-05,2.7060301597596695e-05,8.119542028620105e-05
2019-03-04,,9.526987336764592e-05,4.9297202744810557e-05,0.00018357130051646566
2019-03-05,6.37129768585813e-05,7.295960985800049e-05,3.910862880841843e-05,0.00013757925757569702
2019-03-06,0.00010368978868028279,0.00010550936122984918,6.122253020506656e-05,0.00018539532751241718
2019-03-07,0.00011414054068524385,9.63934874634435e-05,5.432362608165851e-05,0.0001679260500687525
2019-03-08,4.819919908096162e-05,5.056919115976557e-05,2.990558297596283e-05,8.656709204797944e-05
2019-03-09,5.453161452707566e-05,6.171033823864505e-05,3.650877699793439e-05,0.00011025696261331813
2019-03-10,5.183233628281886e-05,7.062399682923945e-05,4.0749423749792606e-05,0.00012327062129198003
2019-03-11,3.507705574859775e-05,7.347236571784677e-05,4.1470097068361013e-05,0.00012889479733782812
2019-03-12,,0.00011123390527489243,6.229143421764649e-05,0.00019790828259150453
2019-03-13,3.942649562376887e-05,8.127669930751977e-05,4.657576321868348e-05,0.00014056394011683276
2019-03-14,8.410314302210566e-05,0.00011881444780254372,6.863565455311364e-05,0.0002111872841051408
2019-03-15,,6.747671332710698e-05,3.7833784554432205e-05,0.00011356041819711537
2019-03-16,,5.051745650690214e-05,2.9597813966184833e-05,8.920222716068228e-05
2019-03-17,6.541525954023228e-05,4.277467425961934e-05,2.3891397273386248e-05,7.36373380860553e-05
2019-03-18,7.769018903863671e-05,9.024689670632603e-05,5.04328768926265e-05,0.0001563197241827969
2019-03-19,,5.49112790424169e-05,3.21588388402462e-05,9.433133203870673e-05
2019-03-20,5.274150003196867e-05,5.470960889328157e-05,3.1429267959832823e-05,9.531359893401381e-05
2019-03-21,0.0004141539176857641,0.0001271532421866497,7.212314959802483e-05,0.00022608281378816284
2019-03-22,0.00019142398781721537,9.851600229963504e-05,5.719893989585254e-05,0.00017288616390402045
2019-03-23,5.757260753316381e-05,6.99185106153893e-05,3.929504126820864e-05,0.00012107496928970163
2019-03-24,5.562434363021215e-05,5.353508466188674e-05,2.7305579142177554e-05,0.00010135279827534138
2019-03-25,0.00011491367129201601,5.841715304088239e-05,3.294603508642748e-05,0.00010324118046495542
2019-03-26,1.8681599613046304e-05,7.477598106120644e-05,4.290114527256803e-05,0.00013001376824908837
2019-03-27,5.7703701276070505e-05,9.138321779072881e-05,5.289179469177261e-05,0.00016328818281436734
2019-03-28,7.626640251802351e-05,6.898813746742248e-05,3.9301409953907655e-05,0.00012054779978272236
2019-03-29,7.52310708396065e-05,7.257674002744464e-05,4.079823579337176e-05,0.0001271018003050641
2019-03-30,0.00010245781516274193,0.00010888278785185128,6.415857107349168e-05,0.0001876672396872014
2019-03-31,5.376898315586629e-05,6.402389801151154e-05,3.558911380406871e-05,0.00011221584064444362
2019-04-01,,8.965727318825031e-05,5.1209257562212346e-05,0.00015620655083946618
2019-04-02,,7.683967034647672e-05,3.566997691358888e-05,0.00016709813739826864
2019-04-03,0.00010107438661627082,5.5567024362432256e-05,3.2117791960238726e-05,9.63547920110813e-05
2019-04-04,,8.047911711554697e-05,4.614530887616195e-05,0.0001388440151464843
2019-04-05,9.141713332049564e-05,5.9358123650208e-05,3.381224053628851e-05,0.00010566050769651193
2019-04-06,0.00016762342769568322,9.282596666634804e-05,5.315587209727341e-05,0.00016176366399217628
2019-04-07,9.949267981591228e-05,7.999499070605351e-05,4.4764438814175284e-05,0.00013745420899903926
2019-04-08,0.0003624950564434433,0.00011560246073006943,6.662052029508997e-05,0.00019479337876331448
2019-04-09,5.971660351120557e-05,9.997814399625857e-05,5.8866113974065146e-05,0.00017760423394181068
2019-04-10,0.00015504588185698417,8.265861088896887e-05,4.7371368039500695e-05,0.00014434676943951544
2019-04-11,6.580983138555799e-05,7.809204695256006e-05,4.3339739712474914e-05,0.00013987672226148547
2019-04-12,0.000192127576857904,0.00010658541967584756,6.07507904056715e-05,0.0001869092267850514
2019-04-13,8.328465063093904e-05,6.965875372461393e-05,3.996193369392529e-05,0.00011749061188400297
2019-04-14,6.901527009114696e-05,0.00011145707124758029,6.448921462358446e-05,0.00019652620191004333
2019-04-15,,7.231844894172999e-05,4.059337417242325e-05,0.00012294412364881538
2019-04-16,9.755360931960807e-05,0.00010859890937699692,6.279593948933305e-05,0.00018755092359061567
2019-04-17,8.612400475350627e-05,7.908546862400008e-05,4.5061664776363766e-05,0.00013828625480529784
2019-04-18,0.00016967601452094855,9.604172282223787e-05,5.0068636682815826e-05,0.00019093637564038138
2019-04-19,8.953034608453431e-05,6.46741004225094e-05,3.2962009175969304e-05,0.0001285345544529478
2019-04-20,7.25006321610658e-05,6.073256239104112e-05,3.5006512440290894e-05,0.00010461096491583025
2019-04-21,0.00012114418845063691,7.780009685283422e-05,4.046123334710172e-05,0.0001510252828891719
2019-04-22,0.0001711692859782675,0.00011450315756601823,6.394938372793495e-05,0.00020307363939343475
2019-04-23,0.00022727744470298558,9.583573059204673e-05,5.612092825402227e-05,0.00016708525706917105
2019-04-24,,7.951826905347406e-05,4.534313811394111e-05,0.00013512612901522264
2019-04-25,,5.430061219216572e-05,3.0452613976409003e-05,9.783499338058353e-05
2019-04-26,,5.742927392058917e-05,3.193254955557275e-05,0.00010036927103434507
2019-04-27,6.044354884940137e-05,6.290407398360804e-05,3.598648806831819e-05,0.00011222796750987148
2019-04-28,7.503548275583698e-05,6.615179298617234e-05,3.6979670320581654e-05,0.00011342902237735737
2019-04-29,3.2305448860878916e-05,0.00010131992365680261,5.8707087338408856e-05,0.00017612315289843573
2019-04-30,,8.214598038882933e-05,4.6484630039255526e-05,0.00014291538596901103
2019-05-01,4.4439778029693845e-05,3.87719108604475e-05,1.9617122736045206e-05,7.524638707068212e-05
2019-05-02,,6.798726559206674e-05,3.909816412994826e-05,0.0001231331694162565
2019-05-03,9.467225570406302e-05,0.0001371426133074616,7.806382794849553e-05,0.00023762928442273542
2019-05-04,5.792596029111015e-05,4.485233433472036e-05,2.5649113855316757e-05,8.010462552013847e-05
2019-05-05,,3.413094078190095e-05,1.965556986146881e-05,6.078612938917563e-05
2019-05-06,0.00013656593403153493,7.902390610052593e-05,4.561163127629894e-05,0.0001392486594247499
2019-05-07,7.512279964197558e-05,7.575710905622144e-05,4.446199493587485e-05,0.00013301008942770147
2019-05-08,9.910592827730778e-05,6.861604728126599e-05,3.825117608762224e-05,0.00011870713742245398
2019-05-09,,7.876272372867626e-05,4.465924187873702e-05,0.00013546503856339453
2019-05-10,4.513956276502566e-05,5.4267358280446524e-05,3.0383690405195264e-05,9.404588815138296e-05
2019-05-11,9.496630929938019e-05,7.859569442552282e-05,4.5158548777166454e-05,0.00013963322029173205
2019-05-12,0.00010258528561759768,6.990776841716493e-05,3.954167459561616e-05,0.00012502793728362907
2019-05-13,0.00013227895591326824,0.00012592043814786487,7.220590912215305e-05,0.00021715415195645664
2019-05-14,0.00011279021593985501,9.800263588601611e-05,5.502811069513556e-05,0.0001708927103847275
2019-05-15,6.027591839554529e-05,9.618030015179862e-05,5.4708863657342005e-05,0.00016767459952399808
2019-05-16,6.684581810757881e-05,0.0001204490718649926,6.997304248533668e-05,0.0002075528534508047
2019-05-17,8.34131295827061e-05,7.273672114849682e-05,4.175873561347955e-05,0.00012414953859041873
2019-05-18,0.00010940206331992898,7.830132856579333e-05,4.393919834390557e-05,0.00013913576751521266
2019-05-19,5.410179013080364e-05,5.221760847268199e-05,2.9784294834924116e-05,9.355558174371084e-05
2019-05-20,,5.4127903230250615e-05,3.072167677346407e-05,9.769666245083728e-05
2019-05-21,,7.42027024813691e-05,4.201466510903537e-05,0.0001289150273483473
2019-05-22,6.160744886417388e-05,0.00010564527641916797,5.94311661891559e-05,0.00018217689832739856
2019-05-23,0.00023773389566103954,0.0002413890283757453,0.00013936863648566578,0.00043091517393224104
2019-05-24,0.00019022132888294697,0.00016831382749782876,9.567187208086988e-05,0.00029719993421409795
2019-05-25,,4.766132149179497e-05,2.150514193668283e-05,0.00010093554910799911
2019-05-26,,7.118324044816046e-05,4.046282356724121e-05,0.0001198340116280146
2019-05-27,,0.000211268534905304,0.0001220977992414832,0.0003630635998795223
2019-05-28,0.00021388289071355528,0.00021334064290881967,0.00012122667933861768,0.00037213520249432106
2019-05-29,,0.00013639275260144033,7.690041693837917e-05,0.0002424016213735212
2019-05-30,,9.284666268312357e-05,5.2370231300547266e-05,0.00016238445983368004
2019-05-31,0.00010380176615240312,0.00017159986886568823,9.914085255081979e-05,0.00030080474890572005
2019-06-01,0.0001110913578892818,0.0001159786924283128,6.627815231317808e-05,0.0002031697034895404
2019-06-02,0.00013411275769420814,0.0001392054852059313,7.959193986906504e-05,0.00024501875320723275
2019-06-03,0.00022394630153359411,0.00018856154337002745,0.0001108849842527552,0.00032156121205192305
2019-06-04,7.497821797791496e-05,7.966805090430784e-05,4.5230877724581566e-05,0.00014071946965898087
2019-06-05,,6.870464168820757e-05,3.80265521285497e-05,0.00012007687049605319
2019-06-06,,9.76742935637438e-05,5.577839771004765e-05,0.00017064021893229987
2019-06-07,0.00010603900209801681,9.114171065102553e-05,5.2350139887952986e-05,0.00015762377920370464
2019-06-08,0.00011470285224921974,0.00012136385537070101,6.965851798026971e-05,0.00022178949515553844
2019-06-09,5.798227713870748e-05,8.125085177283225e-05,4.564438061691926e-05,0.0001446334393796053
2019-06-10,,0.00016735299426889102,9.303668503940624e-05,0.0002900809827506241
2019-06-11,,7.801584131707267e-05,4.433558403289955e-05,0.00013593094530886087
2019-06-12,,0.00011730673641749646,6.668213862512277e-05,0.00020344855401654177
2019-06-13,,9.685583870987134e-05,5.51610661291489e-05,0.00017148983603451872
2019-06-14,,0.00010164127066604512,5.8745855588811504e-05,0.00018007508829318835
2019-06-15,,4.562572889293744e-05,2.6116907981679076e-05,8.046030529993633e-05
2019-06-16,,4.0423351505807984e-05,2.336283019468546e-05,7.257549517798847e-05
2019-06-17,,9.354017001161e-05,4.1542369785341734e-05,0.00020229222386193696
2019-06-18,,7.533375240660186e-05,4.2304357055592666e-05,0.00013048294292751606
2019-06-19,7.834792200606769e-05,8.76036543535161e-05,4.9975609632098446e-05,0.00015258881165420958
2019-06-20,0.00014500213832306113,0.00013200328588968573,6.582459573684898e-05,0.00025616136257052485
2019-06-21,,0.00012936591422836764,7.220976609047552e-05,0.00022901209808742136
2019-06-22,0.00033702624285159873,0.0001791280048981357,0.00010306809733335394,0.00030792424018875463
2019-06-23,,0.0001281730237651265,7.314296115684714e-05,0.00023117186647429307
2019-06-24,,0.00010778364857888021,6.307709476152045e-05,0.00019246539702313703
2019-06-25,5.676430782262968e-05,6.409254994518668e-05,3.692095056415647e-05,0.00011382234322615901
2019-06-26,,0.0001230597038404325,6.980934305563636e-05,0.00021343054830404184
2019-06-27,0.00011336024156143439,0.00010717635432050582,5.996701602414045e-05,0.0001835607043945075
2019-06-28,,0.00020753613863531425,0.0001149609830457613,0.0003557316837674411
2019-06-29,,0.00012079866263449849,7.000887191643595e-05,0.00020719310686279955
2019-06-30,,5.989075390764724e-05,3.47960508436969e-05,0.0001057432519314614
2019-07-01,0.00013547687481798136,0.00012311439618073127,7.086794229499546e-05,0.00021318333846443913
2019-07-02,,0.00012065995495278621,6.766615602797289e-05,0.0002139738118634708
2019-07-03,6.490486827560437e-05,0.00011922882401448066,6.827346074752306e-05,0.00020775387393182619
2019-07-04,0.00010080674400129209,0.00010264495503867174,5.8147810923888766e-05,0.00018480430798327975
2019-07-05,8.634794433509614e-05,0.00012455397005123317,7.028170530471798e-05,0.00022140568130941867
2019-07-06,0.00024363596569008039,0.00023141371241878347,0.00013280404400014365,0.00039652562245001677
2019-07-07,0.00013392722182505457,0.00010988143685949042,6.173698296923575e-05,0.00019301780525727294
2019-07-08,0.0001555472327641123,0.0001606578757187799,9.321091423111027e-05,0.00027517875732440864
2019-07-09,0.00016816839759624478,0.00014560767808730822,7.237170017807008e-05,0.0002765527874694198
2019-07-10,,0.0002656745527081555,0.00015324859756588258,0.0004661399778019627
2019-07-11,,0.00013558690659185932,7.71071576802302e-05,0.00023465627897001573
2019-07-12,9.960225158913024e-05,0.00013909573534089665,8.0553331781652e-05,0.00024337479005354315
2019-07-13,0.00021113400039815254,0.00014574979555655326,8.354027004960409e-05,0.0002652586833027415
2019-07-14,0.0001590240186346843,0.00014186098793225055,8.181256747656004e-05,0.00025530286379819227
2019-07-15,0.00012134362549394049,0.00022652288574907185,0.00012622361367661602,0.00040358232289216064
2019-07-16,9.949294681199182e-05,0.00015487037825340347,8.860015195847205e-05,0.000264370504805511
2019-07-17,0.0001029899565596073,7.868337461390532e-05,4.579416735384128e-05,0.00013365631836786382
2019-07-18,,0.00016634183254921094,9.630990843832229e-05,0.0002881676298402346
2019-07-19,0.000224455949254484,0.00019366659398776205,0.00010941592615964173,0.0003432092346615601
2019-07-20,,7.139812917187847e-05,4.065417372564751e-05,0.00012373805135664032
2019-07-21,,4.44796271888276e-05,2.5206932404959844e-05,7.904940912863678e-05
2019-07-22,,7.366104622501577e-05,4.2291203677525636e-05,0.00012894450625420303
2019-07-23,,7.77787130551938e-05,4.521737146147083e-05,0.00013563420995083204
2019-07-24,0.00027664928347803755,0.0001139033888670898,6.58349074995433e-05,0.00019713467933780366
2019-07-25,,9.946207021962794e-05,5.7295720349161423e-05,0.00017230754334556788
2019-07-26,,0.00013243863119197038,7.630954340964152e-05,0.0002347850367462011
2019-07-27,0.0003748235439795361,0.0002434629952921717,0.0001404524597854942,0.000418769989365748
2019-07-28,1.0693144061193651e-05,6.767177383741019e-05,3.8387952751762206e-05,0.00011804610540740618
2019-07-29,,0.0002773835283767027,0.00016270372750557728,0.00048324449740635815
2019-07-30,0.0002904841005197328,0.0002483219858725904,0.00014301700697990177,0.0004367791808683846
2019-07-31,0.0001017603734559987,8.487310638794657e-05,4.8269446034142795e-05,0.00014594782985154943
2019-08-01,6.203561257773758e-05,8.302333812273688e-05,4.8743184452929924e-05,0.00014581366476364434
2019-08-02,6.931060392966795e-05,6.948271606394804e-05,4.0075417528650006e-05,0.0001210401476649823
2019-08-03,0.0001293293163233026,0.00010239320012413178,5.9648751439419114e-05,0.0001819762962804652
2019-08-04,5.439807151584144e-05,5.606571423422721e-05,3.2191274116497896e-05,9.605469223458897e-05
2019-08-05,8.13181232161301e-05,7.612334311286488e-05,4.406147414889734e-05,0.0001316717713899669
2019-08-06,0.00010719082213080181,7.507484907923397e-05,4.238199232796147e-05,0.00013152113419246509
2019-08-07,,8.153326490668885e-05,4.7643992061949704e-05,0.00014159501423679217
2019-08-08,3.392179496586357e-05,8.69984125633605e-05,4.91659069139435e-05,0.00015428026351020294
2019-08-09,,8.648506838396225e-05,4.946922571741195e-05,0.00015000895219809148
2019-08-10,9.43958916130167e-05,0.00010271926761894807,5.9130924527714495e-05,0.00017111657028443788
2019-08-11,0.00010262449547635336,8.377904060119057e-05,4.79352004274933e-05,0.00014850180151687684
2019-08-12,,8.339541359411449e-05,4.705468786452229e-05,0.00014423501565970502
2019-08-13,7.553931569702112e-05,9.465074174039116e-05,5.293378720184251e-05,0.00016353798909633544
2019-08-14,7.566995039410006e-05,9.215133473258626e-05,5.2527706491968315e-05,0.00016164959278155814
2019-08-15,0.0002075931034763477,0.00014670189349639311,8.539833229732537e-05,0.0002569146694861473
2019-08-16,0.0003438369097332165,0.0002047651094941095,0.00011740598901547332,0.00035925578914541205
2019-08-17,6.347163361201263e-05,5.691716728768022e-05,2.9137954730817135e-05,0.00011368870408411953
2019-08-18,1.2351929399301384e-05,4.7398445967151536e-05,2.6945486522767393e-05,8.237745518547952e-05
2019-08-19,0.0002172261027134072,9.467522321263715e-05,5.481589351241763e-05,0.0001625351703519909
2019-08-20,0.00020674277893314497,0.00011294970812806699,6.43039869166647e-05,0.0001970438537504646
2019-08-21,0.00011778920927907491,0.00011249043651868973,6.520621001573863e-05,0.00020361028636758534
2019-08-22,0.0004112330546222121,0.00018521291255755462,0.00010434491913790927,0.00031552145173029475
2019-08-23,0.00017407010989438089,0.00020665820237232208,0.00011550931152103557,0.00036072257784242994
2019-08-24,7.082843692410782e-05,7.62415756048617e-05,4.444316853283092e-05,0.00013376049472809204
2019-08-25,,6.453007897441126e-05,3.6542980702155074e-05,0.00011324407164343529
2019-08-26,,0.00012514980064785557,7.087011288697488e-05,0.0002186978534634251
2019-08-27,8.815073481496112e-05,9.78344877528622e-05,5.495685851434819e-05,0.00017350063639368335
2019-08-28,,5.68952630348354e-05,3.283151435273335e-05,0.00010027241446326589
2019-08-29,0.00011296109005343264,0.00016609160819946762,9.585520978005103e-05,0.00030344979019881395
2019-08-30,,9.557178497163237e-05,5.601379261903723e-05,0.00016844152718862527
2019-08-31,0.0001645071120649142,9.228264307329051e-05,5.28584297915447e-05,0.00016114355704056926
2019-09-01,4.680369335760164e-05,6.979195653832592e-05,3.9839762019246906e-05,0.00012009143931529376
2019-09-02,7.491244269655249e-05,0.00012015084999509927,6.948120084061854e-05,0.0002102804153752359
2019-09-03,8.654131875531622e-05,9.536696754387019e-05,5.593245470900197e-05,0.00017177592748086187
2019-09-04,0.00012087243687287599,0.00011969381732737559,6.867926751837401e-05,0.00021031908573716023
2019-09-05,5.475685212657016e-05,8.746537234445394e-05,5.038538097755407e-05,0.00015869820830608734
2019-09-06,,8.742501915991143e-05,5.115860954277398e-05,0.00016109649345875788
2019-09-07,,0.00011347645060957843,6.470645364304678e-05,0.00019259136634186192
2019-09-08,0.00011545848382043176,0.00013469287810322027,7.95595491289883e-05,0.00023653261353740758
2019-09-09,,7.293376604916379e-05,4.176164827371095e-05,0.0001281824674123053
2019-09-10,,0.00010504086509642096,6.102189421276465e-05,0.00018757462887172117
2019-09-11,,0.00010557429973407559,6.0016844784361235e-05,0.0001862014242176317
2019-09-12,0.00013919069356995093,0.00015706705054359843,8.853538709564642e-05,0.00027171579016697326
2019-09-13,0.00040409546868901006,0.00022497526147076163,0.0001297929340514091,0.00039240199872825365
2019-09-14,7.028406094606793e-05,7.447702697310584e-05,4.343523323740598e-05,0.0001303960386553794
2019-09-15,0.00013241103980833868,0.00010714492500846948,6.305423369499286e-05,0.00019287408404469294
2019-09-16,0.00011981962170052084,9.120037871632179e-05,5.2106553469152825e-05,0.00015604720278300226
2019-09-17,8.294092695023237e-05,8.711661880744268e-05,5.145297397943047e-05,0.0001505288844380603
2019-09-18,0.00023938851047599052,0.00013580088802313752,7.71031467684231e-05,0.000236238293870515
2019-09-19,0.00014381163456724964,0.0001324561382081077,7.669815547765914e-05,0.0002286789635749803
2019-09-20,8.453244194851444e-05,0.00014165267483705462,8.050073740520834e-05,0.0002472246020680325
2019-09-21,5.721937687969091e-05,0.00011780404449649256,6.728899833159535e-05,0.0002081735383947396
2019-09-22,4.5292032468334634e-05,6.810928716207485e-05,3.9225502625439355e-05,0.00011642222765135765
2019-09-23,0.00016537077317480112,7.948961387942692e-05,4.535616236171366e-05,0.00013996880728067216
2019-09-24,0.0003635183333071368,0.00011543956816514475,6.730809867614068e-05,0.00020058470107522559
2019-09-25,0.00014655486251515117,0.0001451472642662185,8.273677472211102e-05,0.0002485200820557636
2019-09-26,0.00013824878864054574,9.794905944146852e-05,5.687030572313396e-05,0.00017057820127373092
2019-09-27,9.970338009420923e-05,7.171361634920885e-05,4.118166566449468e-05,0.00012144639967980164
2019-09-28,5.376445728358075e-05,6.2671865869589e-05,3.6257960279936123e-05,0.00011037495447715874
2019-09-29,4.293575864260305e-05,5.138550178620184e-05,2.927236744643311e-05,8.927236219996342e-05
2019-09-30,7.058775556825078e-05,0.00010677329407138053,6.180975194667092e-05,0.0001888164798977189
2019-10-01,,5.029189007369906e-05,2.9010925642727576e-05,8.858097401807069e-05
2019-10-02,,4.313157089570381e-05,2.4506498784245235e-05,7.211464984966424e-05
2019-10-03,,5.471011422239017e-05,3.0799727682192905e-05,9.713015116429138e-05
2019-10-04,,8.63648403307544e-05,4.900139779340428e-05,0.00015428836467798379
2019-10-05,6.804326392429657e-05,0.00012070679314424084,6.831705963291645e-05,0.00021461354375357428
2019-10-06,5.512081301882159e-05,5.4840617888987713e-05,3.2452104134111694e-05,9.482583237291335e-05
2019-10-07,0.00010840898777028192,0.00010787077307163661,6.32198775947709e-05,0.00018608600621170283
2019-10-08,8.354339672044502e-05,0.00011740167326286876,6.78373266577815e-05,0.00020688826208806687
2019-10-09,0.0001479428070979923,8.387804960398598e-05,4.80448393828286e-05,0.00014790745622015198
2019-10-10,,7.313091930847152e-05,4.240418729805605e-05,0.00012662784492210231
2019-10-11,6.344203199527777e-05,8.218876228476277e-05,4.7119852468489645e-05,0.00014324780174539573
2019-10-12,,3.744520281254471e-05,1.6865971207241726e-05,8.48655642246689e-05
2019-10-13,3.54749403976169e-05,3.622009166602516e-05,2.129722421313358e-05,6.321197760826943e-05
2019-10-14,,4.4611845260813135e-05,2.6054346089865264e-05,7.963588836790625e-05
2019-10-15,,5.475913110865109e-05,3.1097732709668957e-05,9.615388180836373e-05
2019-10-16,,5.767710772976979e-05,3.3135559659050434e-05,9.962717629217479e-05
2019-10-17,,8.425710530909016e-05,4.7749112022264586e-05,0.0001457919835166886
2019-10-18,6.376132090616103e-05,8.940451461252588e-05,5.0511264535583256e-05,0.0001513475196086788
2019-10-19,0.0001871150803564452,9.634254299847651e-05,5.480898981767082e-05,0.0001731856376038665
2019-10-20,,4.442046113918304e-05,2.5208870009939772e-05,7.740089098132901e-05
2019-10-21,0.00018458011057725276,0.00016946223416813933,9.476507369533287e-05,0.00029749688836942486
2019-10-22,6.543667931825658e-05,9.241651945290096e-05,5.291345294236602e-05,0.00015930198762260667
2019-10-23,6.380401148642669e-05,7.261954706747313e-05,4.117339504847353e-05,0.00012324204130344945
2019-10-24,7.46519671634834e-05,0.00015240196518233933,8.74461541876868e-05,0.0002728589996602679
