regressor,regressor_mode,center,coef_lower,coef,coef_upper
pp,additive,0.0,-0.1235996554007617,-0.09692074965207817,-0.07019156962653715
cantidad_pasos,additive,5.420753674139208,0.2048428839387332,0.2641069791169925,0.3206530461412492
log_temperatura,additive,1.2396291301337314,-0.4752952544082031,-0.33330282435250164,-0.1937184040827606
log_intensidad_viento_km_h,additive,0.7644074516398878,-0.5555927354963992,-0.5074397517926125,-0.4596656119584558
