ds,y,precipitaciones,temperatura,es_finde,hora,dia_semana,mes,anio,Año Nuevo (New Year's Day),Día Nacional de la Memoria por la Verdad y la Justicia (Memory's National Day for the Truth and Justice),Día Nacional de la Soberanía (National Sovereignty Day),Día Pase a la Inmortalidad del General D. José de San Martin (Day Pass to the Immortality of General D. José de San Martin),Día Pase a la Inmortalidad del General D. Manuel Belgrano (Day Pass to the Immortality of General D. Manuel Belgrano),Día Pase a la Inmortalidad del General Martín Miguel de Güemes (Day Pass to the Immortality of General Martín Miguel de Güemes),Día de Carnaval (Carnival's Day),Día de Pascuas (Easter Day),Día de la Independencia (Independence Day),Día de la Revolucion de Mayo (May Revolution Day),Día del Respeto a la Diversidad Cultural (Respect for Cultural Diversity Day),Día del Trabajo (Labour Day),Día del Veterano y de los Caidos en la Guerra de Malvinas (Veterans Day and the Fallen in the Malvinas War),La Inmaculada Concepción (Immaculate Conception),Navidad (Christmas),Semana Santa (Jueves Santo)  (Holy day (Holy Thursday)),Semana Santa (Viernes Santo)  (Holy day (Holy Friday)),predicho
2019-03-21 04:00:00+00:00,2167.0000000000105,0,12.1,0,4,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548.8991629400366
2019-03-21 05:00:00+00:00,5266.999999999991,0,12.0,0,5,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5806.947316329901
2019-03-21 06:00:00+00:00,13462.0000000001,0,11.5,0,6,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100.61235598339
2019-03-21 07:00:00+00:00,22369.00000000002,0,11.3,0,7,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21819.4490114432
2019-03-21 08:00:00+00:00,24043.00000000023,0,12.4,0,8,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22747.74602028439
2019-03-21 09:00:00+00:00,21519.9999999999,0,15.8,0,9,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22206.21534811847
2019-03-21 10:00:00+00:00,20135.0,0,17.4,0,10,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21746.36583496669
2019-03-21 11:00:00+00:00,21394.9999999999,0,18.6,0,11,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21945.03456914066
2019-03-21 12:00:00+00:00,22012.00000000006,0,20.1,0,12,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22139.75825539431
2019-03-21 13:00:00+00:00,22783.99999999986,0,20.2,0,13,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22422.830651981396
2019-03-21 14:00:00+00:00,23202.00000000007,0,19.7,0,14,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22533.8791356919
2019-03-21 15:00:00+00:00,24107.999999999774,0,20.4,0,15,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22786.229911662096
2019-03-21 16:00:00+00:00,24868.999999999854,0,19.8,0,16,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23566.45275152598
2019-03-21 17:00:00+00:00,26170.99999999982,0,19.4,0,17,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23847.162192300188
2019-03-21 18:00:00+00:00,25944.000000000226,0,18.4,0,18,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23791.114183914215
2019-03-21 19:00:00+00:00,20754.000000000247,0,17.8,0,19,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19281.35624501684
2019-03-21 20:00:00+00:00,16439.99999999994,0,17.0,0,20,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16988.2947291482
2019-03-21 21:00:00+00:00,11825.00000000002,0,16.9,0,21,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11789.84380699616
2019-03-21 22:00:00+00:00,8998.000000000036,0,17.2,0,22,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8564.063874987029
2019-03-21 23:00:00+00:00,6190.999999999927,0,17.0,0,23,3,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6774.543043866275
2019-03-22 00:00:00+00:00,4734.999999999975,0,16.9,0,0,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5807.089256625766
2019-03-22 01:00:00+00:00,3024.0000000000086,0,14.9,0,1,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.513446915804
2019-03-22 02:00:00+00:00,1846.9999999999943,0,14.0,0,2,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967.607605509531
2019-03-22 03:00:00+00:00,1495.0000000000057,0,16.4,0,3,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784.551488767366
2019-03-22 04:00:00+00:00,2356.999999999981,0,15.7,0,4,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863.1458105635193
2019-03-22 05:00:00+00:00,5678.000000000021,0,15.3,0,5,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5681.1579965684805
2019-03-22 06:00:00+00:00,13430.000000000156,0,15.2,0,6,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13116.477856776613
2019-03-22 07:00:00+00:00,22408.99999999998,0,15.6,0,7,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21278.145966368953
2019-03-22 08:00:00+00:00,24233.99999999989,0,15.4,0,8,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22301.43015997809
2019-03-22 09:00:00+00:00,22402.000000000065,0,17.4,0,9,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21543.522770548283
2019-03-22 10:00:00+00:00,21134.000000000036,0,19.6,0,10,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21663.796440501934
2019-03-22 11:00:00+00:00,22234.000000000065,0,20.8,0,11,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21628.43163896452
2019-03-22 12:00:00+00:00,22868.999999999785,0,22.2,0,12,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21749.759300304242
2019-03-22 13:00:00+00:00,23784.99999999998,0,22.4,0,13,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21865.491867585133
2019-03-22 14:00:00+00:00,24482.999999999767,0,22.2,0,14,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22073.25081081672
2019-03-22 15:00:00+00:00,25136.99999999998,0,21.6,0,15,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22417.261830054074
2019-03-22 16:00:00+00:00,25620.00000000013,0,22.4,0,16,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23002.156903995114
2019-03-22 17:00:00+00:00,25485.0000000002,0,21.8,0,17,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23285.367157843604
2019-03-22 18:00:00+00:00,23324.00000000017,0,21.0,0,18,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23445.01159799955
2019-03-22 19:00:00+00:00,20776.000000000196,0,20.2,0,19,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19348.705550785686
2019-03-22 20:00:00+00:00,18961.000000000156,0,19.3,0,20,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17858.28567379109
2019-03-22 21:00:00+00:00,15125.00000000011,0,17.9,0,21,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13417.448200070574
2019-03-22 22:00:00+00:00,10163.999999999962,0,17.5,0,22,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9945.466307454813
2019-03-22 23:00:00+00:00,7412.999999999971,0,16.1,0,23,4,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8379.208273487353
2019-03-23 00:00:00+00:00,6407.999999999982,0,15.5,1,0,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6494.354489412628
2019-03-23 01:00:00+00:00,5334.00000000003,0,15.4,1,1,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5754.566172879363
2019-03-23 02:00:00+00:00,3913.0,0,15.2,1,2,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877.3002634558807
2019-03-23 03:00:00+00:00,2625.9999999999964,0,13.9,1,3,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178.092725499999
2019-03-23 04:00:00+00:00,2807.000000000005,0,13.9,1,4,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181.596115812782
2019-03-23 05:00:00+00:00,4534.999999999956,0,14.9,1,5,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206.042614062649
2019-03-23 06:00:00+00:00,6813.00000000004,0,14.6,1,6,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9775.534498257226
2019-03-23 07:00:00+00:00,10012.000000000098,0,14.2,1,7,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11563.338227681676
2019-03-23 08:00:00+00:00,14048.999999999927,0,15.0,1,8,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13441.651541136374
2019-03-23 09:00:00+00:00,16283.999999999936,0,18.7,1,9,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15571.863618934372
2019-03-23 10:00:00+00:00,17531.000000000207,0,21.4,1,10,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17151.895899044088
2019-03-23 11:00:00+00:00,18402.00000000004,0,22.2,1,11,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17517.03215585539
2019-03-23 12:00:00+00:00,19767.99999999988,0,23.9,1,12,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17132.021736470582
2019-03-23 13:00:00+00:00,19177.000000000146,0,23.8,1,13,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17130.18050141642
2019-03-23 14:00:00+00:00,16051.99999999995,0,24.3,1,14,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16852.03727917388
2019-03-23 15:00:00+00:00,15029.000000000162,0,25.5,1,15,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16783.280656201612
2019-03-23 16:00:00+00:00,15623.000000000186,0,25.0,1,16,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16795.07580897532
2019-03-23 17:00:00+00:00,15701.000000000202,0,25.1,1,17,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16814.22287487933
2019-03-23 18:00:00+00:00,16507.00000000005,0,24.1,1,18,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16866.41981563694
2019-03-23 19:00:00+00:00,17786.00000000021,0,23.2,1,19,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16925.404587673263
2019-03-23 20:00:00+00:00,19096.99999999987,0,22.3,1,20,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17114.330051520166
2019-03-23 21:00:00+00:00,15754.000000000098,0,22.0,1,21,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819.963931889863
2019-03-23 22:00:00+00:00,9065.00000000005,0,21.3,1,22,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796.515359179602
2019-03-23 23:00:00+00:00,7356.000000000005,0,21.0,1,23,5,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8647.189092195966
2019-03-24 00:00:00+00:00,8531.999999999976,0,20.5,1,0,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613.023407105665
2019-03-24 01:00:00+00:00,8028.000000000041,0,20.4,1,1,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5886.708950987424
2019-03-24 02:00:00+00:00,6147.000000000039,0,20.3,1,2,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059.8984218243318
2019-03-24 03:00:00+00:00,3958.999999999956,0,20.0,1,3,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500.8171852554024
2019-03-24 04:00:00+00:00,3310.000000000011,0,19.2,1,4,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458.1103343355817
2019-03-24 05:00:00+00:00,4111.000000000001,0,18.5,1,5,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199.212217074382
2019-03-24 06:00:00+00:00,5118.000000000042,0,17.4,1,6,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8910.134068199095
2019-03-24 07:00:00+00:00,5379.000000000059,0,16.7,1,7,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9957.758643184869
2019-03-24 08:00:00+00:00,5924.999999999982,0,16.4,1,8,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10822.06065994962
2019-03-24 09:00:00+00:00,7967.999999999956,0,17.6,1,9,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12125.240225339494
2019-03-24 10:00:00+00:00,10375.99999999992,0,18.7,1,10,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13870.31616029008
2019-03-24 11:00:00+00:00,13208.000000000076,0,20.2,1,11,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15210.754656731984
2019-03-24 12:00:00+00:00,16508.000000000073,0,21.6,1,12,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15444.220055747694
2019-03-24 13:00:00+00:00,14471.000000000142,0,22.6,1,13,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15417.377619778941
2019-03-24 14:00:00+00:00,11296.00000000005,0,22.8,1,14,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15398.481578645626
2019-03-24 15:00:00+00:00,11949.0,0,21.8,1,15,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15438.540888910662
2019-03-24 16:00:00+00:00,14378.000000000113,0,21.8,1,16,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15670.967367625615
2019-03-24 17:00:00+00:00,16730.99999999987,0,21.7,1,17,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16057.13372942277
2019-03-24 18:00:00+00:00,17731.00000000023,0,20.8,1,18,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16090.75291062724
2019-03-24 19:00:00+00:00,18143.00000000015,0,19.6,1,19,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16009.117636489
2019-03-24 20:00:00+00:00,17113.000000000087,0,18.9,1,20,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15835.105882946025
2019-03-24 21:00:00+00:00,13202.000000000116,0,17.7,1,21,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14028.238899388189
2019-03-24 22:00:00+00:00,9015.999999999993,0,17.3,1,22,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9797.892126074054
2019-03-24 23:00:00+00:00,6309.999999999935,0,15.5,1,23,6,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8618.792134219557
2019-03-25 00:00:00+00:00,3899.000000000037,0,14.9,0,0,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855.391304163117
2019-03-25 01:00:00+00:00,2029.0000000000184,0,14.7,0,1,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3192.284304641492
2019-03-25 02:00:00+00:00,1586.0000000000175,0,14.4,0,2,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159.7367501808803
2019-03-25 03:00:00+00:00,1370.9999999999914,0,12.7,0,3,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066.6454427874564
2019-03-25 04:00:00+00:00,2255.000000000004,0,12.4,0,4,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577.673673751823
2019-03-25 05:00:00+00:00,5754.000000000038,0,12.4,0,5,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5797.074333817116
2019-03-25 06:00:00+00:00,13734.999999999984,0,11.2,0,6,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13020.992443324763
2019-03-25 07:00:00+00:00,22614.00000000009,0,10.9,0,7,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19923.9872382673
2019-03-25 08:00:00+00:00,24977.999999999924,0,11.2,0,8,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20184.84441247514
2019-03-25 09:00:00+00:00,22342.99999999985,0,13.3,0,9,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20152.5823954281
2019-03-25 10:00:00+00:00,19915.000000000156,0,15.6,0,10,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20081.792388778937
2019-03-25 11:00:00+00:00,17332.999999999985,0,17.3,0,11,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19804.392447710776
2019-03-25 12:00:00+00:00,17915.00000000001,0,18.6,0,12,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19891.812568854897
2019-03-25 13:00:00+00:00,17904.999999999938,0,19.0,0,13,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19946.225022298822
2019-03-25 14:00:00+00:00,17805.999999999858,0,19.9,0,14,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19977.57794485783
2019-03-25 15:00:00+00:00,18489.000000000106,0,21.7,0,15,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253.500043412812
2019-03-25 16:00:00+00:00,18554.999999999924,0,21.4,0,16,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21568.221886978798
2019-03-25 17:00:00+00:00,20662.00000000014,0,21.0,0,17,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22610.223138567053
2019-03-25 18:00:00+00:00,22654.000000000167,0,19.5,0,18,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22651.828373648223
2019-03-25 19:00:00+00:00,18074.00000000008,0,18.8,0,19,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18369.054183299973
2019-03-25 20:00:00+00:00,14180.000000000076,0,18.4,0,20,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16003.21874486463
2019-03-25 21:00:00+00:00,9736.00000000003,0,17.9,0,21,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11733.52527499757
2019-03-25 22:00:00+00:00,7890.99999999992,0,17.5,0,22,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475.266990074628
2019-03-25 23:00:00+00:00,4629.999999999969,0,16.9,0,23,0,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540.11595230445
2019-03-26 00:00:00+00:00,3019.000000000017,0,16.4,0,0,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4849.193071964966
2019-03-26 01:00:00+00:00,1705.9999999999836,0,15.6,0,1,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.814053144496
2019-03-26 02:00:00+00:00,1110.000000000006,0,14.9,0,2,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985.7515071452265
2019-03-26 03:00:00+00:00,1102.9999999999986,0,14.5,0,3,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.4337587551386
2019-03-26 04:00:00+00:00,1977.9999999999973,0,14.0,0,4,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528.1872494048253
2019-03-26 05:00:00+00:00,5081.000000000049,0,13.6,0,5,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5834.5003477107175
2019-03-26 06:00:00+00:00,13417.999999999987,0,12.8,0,6,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13047.725997874642
2019-03-26 07:00:00+00:00,22512.99999999996,0,12.4,0,7,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21714.406931679332
2019-03-26 08:00:00+00:00,24515.999999999876,0,12.8,0,8,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22556.837850041626
2019-03-26 09:00:00+00:00,22825.00000000019,0,15.6,0,9,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22045.65216516695
2019-03-26 10:00:00+00:00,20607.000000000186,0,17.8,0,10,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21622.0510944093
2019-03-26 11:00:00+00:00,20892.000000000204,0,20.0,0,11,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21734.820931449885
2019-03-26 12:00:00+00:00,21571.000000000065,0,20.0,0,12,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21827.352351738307
2019-03-26 13:00:00+00:00,21803.00000000022,0,20.4,0,13,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22021.56615683861
2019-03-26 14:00:00+00:00,22495.000000000247,0,20.8,0,14,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21990.482763362885
2019-03-26 15:00:00+00:00,22978.00000000017,0,20.8,0,15,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22263.083117709364
2019-03-26 16:00:00+00:00,23522.000000000124,0,21.4,0,16,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22949.734086967594
2019-03-26 17:00:00+00:00,24838.99999999988,0,21.2,0,17,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23527.446244936174
2019-03-26 18:00:00+00:00,24355.00000000009,0,19.8,0,18,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23604.93435730762
2019-03-26 19:00:00+00:00,18104.99999999998,0,19.0,0,19,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18564.21981480861
2019-03-26 20:00:00+00:00,14789.999999999904,0,18.5,0,20,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16122.71404930556
2019-03-26 21:00:00+00:00,10285.999999999978,0,17.9,0,21,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11774.820703903648
2019-03-26 22:00:00+00:00,8187.000000000016,0,17.5,0,22,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8460.571711358829
2019-03-26 23:00:00+00:00,5157.00000000006,0,16.9,0,23,1,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6517.643321338798
2019-03-27 00:00:00+00:00,3401.9999999999973,0,16.0,0,0,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4840.62005888112
2019-03-27 01:00:00+00:00,1967.000000000014,0,14.5,0,1,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142.8420409291366
2019-03-27 02:00:00+00:00,1422.0000000000084,0,13.8,0,2,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.3961691490965
2019-03-27 03:00:00+00:00,1319.0000000000148,0,13.8,0,3,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859.0176743339416
2019-03-27 04:00:00+00:00,2172.999999999978,0,13.4,0,4,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540.67242360238
2019-03-27 05:00:00+00:00,5279.000000000019,0,13.2,0,5,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5809.312170283142
2019-03-27 06:00:00+00:00,13209.000000000067,0,13.7,0,6,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13118.79157120167
2019-03-27 07:00:00+00:00,22970.000000000226,0,13.0,0,7,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21387.65792665844
2019-03-27 08:00:00+00:00,25855.000000000116,0,12.9,0,8,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22152.4932051171
2019-03-27 09:00:00+00:00,22923.00000000001,0,16.9,0,9,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21340.636599055368
2019-03-27 10:00:00+00:00,21332.000000000065,0,20.4,0,10,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21268.995116327293
2019-03-27 11:00:00+00:00,21368.00000000019,0,20.7,0,11,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21206.125060172933
2019-03-27 12:00:00+00:00,21917.99999999997,0,21.5,0,12,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21308.556123704482
2019-03-27 13:00:00+00:00,22356.999999999905,0,22.2,0,13,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21393.941949607575
2019-03-27 14:00:00+00:00,22323.99999999985,0,22.2,0,14,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21469.21305823984
2019-03-27 15:00:00+00:00,23119.99999999993,0,22.5,0,15,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21641.006349841406
2019-03-27 16:00:00+00:00,23564.99999999975,0,22.3,0,16,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22810.245041521903
2019-03-27 17:00:00+00:00,24965.00000000009,0,22.2,0,17,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23406.25812857765
2019-03-27 18:00:00+00:00,24380.999999999825,0,20.9,0,18,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23544.838844197064
2019-03-27 19:00:00+00:00,18836.99999999996,0,19.6,0,19,2,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18754.305756182905
