ds,yhat,yhat_lower,yhat_upper
2019-01-01 00:00:00,3263.123424203893,2202.408600028385,4734.851482335753
2019-01-01 01:00:00,2206.579199330887,1562.9137195297271,3215.3373700293087
2019-01-01 02:00:00,1472.830496786062,1034.7335183030448,2095.344133018915
2019-01-01 03:00:00,1280.6671142119646,899.9616224978369,1811.78285993095
2019-01-01 04:00:00,1814.069134565172,1281.6984941329945,2567.949977837809
2019-01-01 05:00:00,3816.467216187137,2669.3465835250254,5598.234921158824
2019-01-01 06:00:00,8189.340469129199,5835.056900931262,11599.283745591483
2019-01-01 07:00:00,12813.757656021244,8765.207489092907,18558.610955753196
2019-01-01 08:00:00,14112.883490746322,9549.027635140263,20677.782693741174
2019-01-01 09:00:00,13434.290476302658,9715.040124634108,19132.50752623729
2019-01-01 10:00:00,13286.436330093462,9190.488044766425,18801.32033679752
2019-01-01 11:00:00,13831.46899721727,9753.82681489385,19711.301676960287
2019-01-01 12:00:00,14117.00799010224,9809.403545458721,20679.681098021454
2019-01-01 13:00:00,13861.2386529963,9581.524086915751,19627.517476370624
2019-01-01 14:00:00,13693.888050153353,9364.876162173015,19378.050278020964
2019-01-01 15:00:00,14032.352232758565,9599.783262934556,20154.080666056172
2019-01-01 16:00:00,14565.899856632881,10135.172112502169,21226.032776226963
2019-01-01 17:00:00,14720.917275756688,10056.72300901133,21433.67483849265
2019-01-01 18:00:00,13631.170227554992,9490.28084049166,19263.85636601192
2019-01-01 19:00:00,12174.456929866476,8562.286292043711,17415.482132977068
2019-01-01 20:00:00,10162.833070624749,7013.164703020385,14327.093425346786
2019-01-01 21:00:00,7516.773460210673,5160.417611941825,10982.683617636074
2019-01-01 22:00:00,5537.642085004645,3911.418925377601,7799.92849258072
2019-01-01 23:00:00,4245.16948291922,2892.067057010893,6231.444697339276
2019-01-02 00:00:00,4845.792445124228,3366.914218354125,6795.20857682454
2019-01-02 01:00:00,3278.6502029775347,2288.312814603879,4789.004543576922
