fecha,temperatura,temperatura.max,temperatura.min,pp,direccion_viento_rad,intensidad_viento_km_h
2008-03-02,22.8,26.2,21.1,1,2.653321312579,7.82833490784944
2008-03-03,21.1708333333333,22.9,19.6,1,2.79427874116979,8.13433281724366
2008-03-04,21.9583333333333,25.4,20.1,1,-2.39811633532672,8.4359908484749
2008-03-05,20.775,23.5,18.6,1,-2.02063986657912,10.5821373307767
2008-03-06,20.5416666666667,24.2,18.2,1,-2.03652628658533,11.7471284364499
2008-03-07,20.6083333333333,24.4,17.9,1,-1.68813730295376,7.53472031947456
2008-03-08,21.0291666666667,28.9,16.4,1,-0.472435071263898,4.85823696867268
2008-03-09,21.7875,28,16.6,0,-2.33770586125882,1.55724607807036
2008-03-10,19.9708333333333,24.1,15.2,0,2.88740736247315,10.0783587843067
2008-03-11,18.4791666666667,24.1,12.6,0,2.30586743286809,5.08322699004027
2008-03-12,19.025,24,13.8,0,1.54779365674925,3.79625089467502
2008-03-13,20.3458333333333,26.5,14.2,0,1.17044526756348,1.56276492282311
2008-03-14,21.1166666666667,25.2,17.7,0,1.78756588537828,6.4212486565483
2008-03-15,22.68,26.9,19,0,0.65895376212657,10.59164194846
2008-03-16,24,29.1,19.9,0,0.577100756384863,9.82932772112512
2008-03-17,25.7,30.8,21.8,0,-0.343594809895295,4.79643757287303
2008-03-18,23.6083333333333,27.4,20.4,1,1.75800132863445,9.69340820107105
2008-03-19,25.1916666666667,29.1,18.8,1,0.200049915762341,9.11865997736362
2008-03-20,23,30.1,17.7,1,-2.26570677822036,4.15745225197151
2008-03-21,22.3,30.5,16.9,1,2.02227998513467,5.45018841309336
2008-03-22,17.8666666666667,21.3,14.6,1,2.72625875576948,14.3622796379817
2008-03-23,18.375,23.9,12,0,1.8771849906653,4.87730577029344
2008-03-24,20.9958333333333,26.4,14.8,0,1.04010608245091,4.09385032154437
2008-03-25,23.5375,28.3,19.9,0,0.414161630388671,10.0810317417121
2008-03-26,23.7125,31.2,18.4,1,-1.90806681036886,1.45251051938992
2008-03-27,21.3666666666667,25.2,17.8,1,2.89001138093616,5.827435117688
2008-03-28,19.9583333333333,24.7,16.5,1,2.17130528375075,9.14962320417056
2008-03-29,21.5208333333333,24.6,19.4,0,1.31424237659729,10.0271117780275
2008-03-30,21.1791666666667,24.9,18.3,0,0.990880995457718,8.22907723173235
2008-03-31,21.7041666666667,25.4,19.8,0,1.22482329561538,7.35665959147388
2008-04-01,19.7833333333333,25.6,16.4,1,2.66559055887144,5.66765182738683
2008-04-02,17.5625,21.9,14.8,1,-2.91301697936111,6.20000919494551
2008-04-03,18.0583333333333,25.4,11.4,0,-1.69423669640071,1.95742299721365
2008-04-04,21.05,28.4,15,0,-1.2919636872343,5.18135505984529
2008-04-05,22.6625,29,16.4,0,-0.828096873797397,4.9981090422284
2008-04-06,23.375,30.6,18.2,0,-0.861619505996842,8.34473725450874
2008-04-07,21.7541666666667,28.3,17,0,2.15921310375939,4.49188343443803
2008-04-08,20.625,28.1,14.6,0,-1.68845565246856,4.58116675109035
2008-04-09,21.8666666666667,29.1,13.6,0,-0.587035228061387,7.26854384404524
2008-04-10,23.1875,28.6,18.2,0,-0.691673835020928,8.73806105376115
2008-04-11,18.9791666666667,23,13.2,1,-3.03802453178551,5.01521992385916
2008-04-12,13.0083333333333,18.1,9.2,0,-2.79755707662032,7.16744075904916
2008-04-13,11.5125,17.1,7.8,1,-2.21187230173339,5.36733783116687
2008-04-14,10.375,16.5,5.2,0,-2.14437739209023,8.76704939503992
2008-04-15,11.175,18.5,4.2,0,-0.582247395978961,5.51175969529926
2008-04-16,16.4541666666667,23.1,10.2,0,-0.483372576183839,9.04623880808451
2008-04-17,18.9208333333333,28.3,12.7,0,-1.19744039889352,5.772066081752
2008-04-18,19.4708333333333,27.3,14.3,0,-0.519609719775784,4.89775902770025
2008-04-19,20.0458333333333,27.3,14.2,0,-0.280228018692992,3.60536231246812
2008-04-20,21.575,28.3,15.6,0,1.08399083173747,5.57740464690837
2008-04-21,22.0875,26.5,18.3,0,0.564715949133955,6.85670308888543
2008-04-22,21.75,26.7,18,0,0.277971930716221,6.54117719253131
2008-04-23,22.7958333333333,30.3,18.6,0,-1.324070608632,2.89956541862573
2008-04-24,22.0041666666667,30.3,16.8,0,-0.56821429044108,2.63729794099293
2008-04-25,17.475,22.2,13.2,0,1.85554336010795,5.57181484762577
2008-04-26,18.1333333333333,21.1,15.3,0,1.71733370669476,8.22602723846214
2008-04-27,17.7125,22.8,12.3,0,-0.175396459579328,4.01325274886027
2008-04-28,16.0083333333333,20.5,12.1,1,-2.65129038904554,4.611370710846
2008-04-29,10.8208333333333,16,6.5,0,-2.1290879046388,11.458163985936
2008-04-30,11.1,17.6,4.6,0,-2.24812638637187,2.91422962789546
2008-05-01,11.9083333333333,17.8,6.4,0,0.636318579185459,1.66830324114559
2008-05-02,14,18.9,8.5,0,2.10667513836655,5.46850470094468
2008-05-03,14.7375,19.4,9.6,0,1.9205168730816,7.28375252744049
2008-05-04,16.0666666666667,20.5,10.2,0,1.39970454247259,7.12528260367913
2008-05-05,15.1166666666667,21.9,9.6,0,-0.936208339884223,2.33757235614297
2008-05-06,16.8791666666667,23.7,11.6,0,-0.567383470380285,6.88718594811025
2008-05-07,15.1916666666667,19.3,10.6,0,-3.08309923010577,3.53471084873975
2008-05-08,12.3083333333333,19.1,6.6,0,-2.59438690296101,2.00141835420105
2008-05-09,13.2458333333333,20.4,8.4,0,-0.417323411587726,4.06472437683797
2008-05-10,12.75,20.6,7.6,0,0.0943295740916375,1.91036477156915
2008-05-11,13.7708333333333,20.7,7.7,0,0.476003146636105,2.93791230494284
2008-05-12,16.1541666666667,21.7,10.9,0,0.572600031483526,3.80224172310604
2008-05-13,16.2875,22.3,10.8,0,0.4018929229433,6.04129200677277
2008-05-14,17.7625,24.1,12.7,0,-0.30320396996475,7.72954863573076
2008-05-15,19.8958333333333,28.1,13.8,0,-0.940366508495524,7.47682769335559
2008-05-16,16.7625,19,15.1,0,1.48918421471532,7.24869207860376
2008-05-17,20.4958333333333,24.5,17,0,0.179381374014179,10.3254409584186
2008-05-18,22.1041666666667,26.7,19.4,0,-0.126413399997088,9.14206316627334
2008-05-19,23.5416666666667,29.3,19.3,0,-0.0110555393305281,6.40184474976274
2008-05-20,18.8666666666667,22.6,15.9,1,2.12252763644263,11.5439196140324
2008-05-21,19.3,26,16,1,1.75350136911797,4.50033074924753
2008-05-22,17.1541666666667,20.1,14.8,0,2.07198362355724,7.60993408377721
2008-05-23,18.9958333333333,26,17,0,2.85255290192412,5.04524304532735
2008-05-24,13.5625,16.6,10.3,1,-2.57013451211857,12.5255281256244
2008-05-25,12.8375,14.4,11.2,1,-2.48765135390648,0.670685770452109
2008-05-26,14.0875,16.2,10.3,1,0.119298456056799,2.63128070023847
2008-05-27,16.05,19.4,14,1,2.02767050836838,0.840013103238814
2008-05-28,9.53333333333333,13.9,5.4,0,-3.03995822577819,11.0922905008315
2008-05-29,6.25833333333333,10.6,1.5,0,-2.154117046686,11.9038561338214
2008-05-30,6.69166666666667,12.8,1.5,0,-1.88842913560244,5.90503930835206
2008-05-31,6.52916666666667,12.2,1.1,0,0.473307587105507,2.19503615358251
2008-06-01,8.12083333333333,13.9,3,0,0.0724721165958794,2.0873301756403
2008-06-02,11.125,15,7.5,0,1.42923884168663,7.34683578247931
2008-06-03,12.4625,15.9,9.4,0,1.27962275760673,6.15747144548703
2008-06-04,14.2833333333333,16.2,12.5,0,0.394583536036749,11.3246393201153
2008-06-05,16.05,20.5,14.3,1,-1.15228411133039,5.62508500431267
2008-06-06,14,20.5,9.1,0,-1.90827404108848,6.77013706798075
2008-06-07,11.4333333333333,17.6,5.6,0,0.416188498174928,3.96401847225333
2008-06-08,12.4375,17.5,7.7,1,1.98241563753992,4.11057477784971
2008-06-09,9.875,12.4,7.4,1,-2.74630432237229,8.17373573204251
2008-06-10,9.23333333333333,15.6,3.3,0,-1.14593237082982,6.57172503827317
2008-06-11,12,20.1,6.8,0,-0.843141593757508,10.3168734791659
2008-06-12,10.9541666666667,17.8,4.2,0,-1.00519214670049,3.71098120035249
2008-06-13,13.2333333333333,21.8,6.4,0,-1.01089281313676,7.34612649995538
2008-06-14,11.9833333333333,14.8,8.8,0,-1.86699780183382,11.6243499658081
2008-06-15,8.79166666666667,14.8,6.2,0,-2.18786788526485,13.56152286485
2008-06-16,9.5375,16.4,3.6,0,-0.806149164441312,8.05035034934673
2008-06-17,11.4458333333333,19.1,7.3,0,-0.681661970712824,7.95355633813027
2008-06-18,9.80833333333333,13.5,4.5,0,1.85408964344201,7.19147611027772
2008-06-19,10.6625,11.9,9.5,1,1.93085674031325,12.2596703081007
2008-06-20,9.14166666666667,10.3,7.6,1,-2.89117430776857,17.0786468865234
2008-06-21,10.0958333333333,14.3,8.1,1,-3.10907833334195,7.01905158175577
2008-06-22,6.82083333333333,10,4.7,0,-2.96342168939866,3.24174244948546
2008-06-23,8.12083333333333,12.9,3.4,0,1.67590157320413,3.5381152317004
2008-06-24,10.1166666666667,12.2,8.8,0,1.28117702682945,7.06545889310619
2008-06-25,12.0208333333333,17,7.9,0,1.40094640068935,5.41203669973809
2008-06-26,13.3,18.1,9.6,0,2.40576667536063,1.71858228965559
2008-06-27,11.6375,15.7,9.8,0,-0.394323080893541,1.88042212725866
2008-06-28,10.9416666666667,15.8,7.4,0,-0.244238299776506,4.72830480665963
2008-06-29,11.425,16.8,7,0,-0.153145851057847,4.79449899665304
2008-06-30,15.1,18.9,12.5,1,-0.264983080888798,9.40118922879936
2008-07-01,12.5833333333333,14.8,10.8,0,2.17207252170978,4.64461921123417
2008-07-02,10.9375,13.5,9.9,0,1.90656042675541,7.26738275459224
2008-07-03,10.3208333333333,11.2,8.6,0,0.613418394705021,6.3431737259664
2008-07-04,12.5708333333333,15.2,10.8,1,0.332381344342323,12.3032370622571
2008-07-05,18.5291666666667,26.9,13.6,0,-0.0973222738586652,4.37970242589539
2008-07-06,16.2875,17.8,14.1,1,1.87925681661651,8.43675748952583
2008-07-07,13.7541666666667,15,11.6,1,-1.65354162660375,2.73709778829618
2008-07-08,13.8208333333333,20.2,9.2,0,-1.07478088500441,4.6449643408512
2008-07-09,12.3541666666667,16.8,8.2,0,1.66046097003331,4.6666917805051
2008-07-10,14.1125,17.7,11.9,0,1.36372535391965,7.00481340496712
2008-07-11,16.8458333333333,20,13.2,1,0.7071296373675,9.3458420049989
2008-07-12,19.3333333333333,23.6,16.4,0,0.332545430015427,12.521023505071
2008-07-13,17.4708333333333,21.3,10.8,1,-0.302932327106816,1.04276942819574
2008-07-14,15.6541666666667,21.8,10.4,0,1.23163291439708,3.71913809620081
2008-07-15,21.8541666666667,28.5,15.9,0,-0.000851414880461791,8.454327079733
2008-07-16,21.5208333333333,26.5,17,0,0.359958040995155,8.04747440021091
2008-07-17,19.5583333333333,25,14,0,-1.23399806496703,5.10480865349467
2008-07-18,13.5083333333333,18.7,9.6,0,-2.29231817473924,5.97026996589561
2008-07-19,12.7875,16.2,10.4,0,1.91751925593631,7.39074986249654
2008-07-20,11.5833333333333,14,8.4,0,1.86238577017016,9.02960802109182
2008-07-21,11.3625,11.8,10.8,1,1.81493856303999,12.7995982598349
2008-07-22,11.4208333333333,14.1,9.5,1,2.9977621988282,12.7266095722792
2008-07-23,9.37083333333333,12.3,6.8,1,1.87812306272892,3.77311525236978
2008-07-24,9.35,12.5,7.4,1,-2.55224185774381,4.6275125036592
2008-07-25,9.125,14.1,4,0,1.05124564160409,3.86129049764864
2008-07-26,11.7875,16,7.2,0,0.709733292697023,4.95710655017239
2008-07-27,12.6875,14.6,11.4,1,1.65153959137067,7.34544032334063
2008-07-28,12.0583333333333,15.7,9.9,1,2.25455940680479,4.93319325235721
2008-07-29,13.6041666666667,15.2,12,0,2.15239871653866,5.11714680210509
2008-07-30,12.125,13.2,11.1,1,-2.29018636282372,1.54709169446699
2008-07-31,11.8458333333333,14.5,9.2,1,-2.83381044059314,1.49270062136921
2008-08-01,12.5791666666667,14,10.8,0,0.881656831541896,4.87706794222008
2008-08-02,11.2375,13.8,7.2,1,-2.66664086722406,8.47793824000782
2008-08-03,6.70416666666667,10,1.7,0,0.678338140415733,2.37508538566004
2008-08-04,9.8,12.4,7.6,1,-0.598491564089376,5.11219325124321
2008-08-05,9.4375,16.4,4.2,0,-1.3422419654302,5.45587217768131
2008-08-06,11.7375,18.5,5.6,0,-0.482296003451686,5.95139845603579
2008-08-07,10.9625,18.4,5,0,-2.22846235839816,6.33262167577261
2008-08-08,9.08333333333333,14.5,2.2,0,-0.0955150965477278,3.97504084616768
2008-08-09,12.3875,16.7,8.6,0,0.00724930329210378,9.12791571939539
2008-08-10,16.5916666666667,22.9,11.7,0,0.168214147430966,10.7922224340234
2008-08-11,14.9083333333333,17.9,10.4,1,2.80225359484671,1.33962913532659
2008-08-12,9.725,14.7,5.7,0,-2.06197321049356,8.35331978192046
2008-08-13,9.625,16.3,2.8,0,0.174375191956811,6.19663803746253
2008-08-14,12.4791666666667,17.4,7.1,0,0.762329783978493,5.43340275529634
2008-08-15,14.3166666666667,19.9,9,0,0.685736370906093,7.45633230830032
2008-08-16,15.6583333333333,19.8,12.7,0,1.77860902578678,0.959079138693191
2008-08-17,10.1375,13.7,6.1,0,-2.96002305446891,8.06803814769475
2008-08-18,9.8125,14.3,4.7,0,1.35752177794059,4.34126571800438
2008-08-19,13.2,16.1,10.6,0,1.61477871143015,12.2083678863061
2008-08-20,13.9083333333333,16,12.2,1,2.57597214345473,4.10751246064278
2008-08-21,12.3458333333333,16.5,8.1,0,-2.7637370496368,7.16454519326233
2008-08-22,12.2416666666667,20.4,5.6,0,-1.25312253139948,1.74558400346544
2008-08-23,13.4291666666667,18.8,7.6,0,0.520207197599139,5.54279229279398
2008-08-24,14.1125,19,10,0,1.04581591643105,2.52348788160165
2008-08-25,12.9041666666667,17.5,7.8,0,1.06738511460978,5.16129767935707
2008-08-26,17.175,22.7,13,0,0.706688745183672,13.6358447264863
2008-08-27,16.5208333333333,20.3,10.9,1,1.27993429747031,3.95135490076337
2008-08-28,11.4166666666667,15.1,9.1,0,-3.11775522065948,9.8385784854091
2008-08-29,12.3291666666667,20.1,5.6,0,-1.70494438049691,4.87912965994235
2008-08-30,15.3833333333333,23.4,7.4,0,-0.125791607913286,13.1294448907327
2008-08-31,17.7875,26.2,12.7,0,-0.239697694797856,13.8395369656313
2008-09-01,18.6958333333333,24.6,14,0,0.252997406546108,10.8299945803986
2008-09-02,19.4916666666667,23.9,13.2,0,2.83941524324471,2.80702115622855
2008-09-03,11.5791666666667,16.2,7.4,0,2.79096986491951,11.8339230548163
2008-09-04,9.54583333333333,14.5,4.9,0,-3.10750815140479,9.71615960321311
2008-09-05,8.25833333333333,12,5.6,0,2.56865108434346,8.13203411178905
2008-09-06,6.87083333333333,7.8,5.1,1,3.07562882567867,6.46317767505887
2008-09-07,10.9125,14.5,8,1,1.30506798007214,1.09155768449193
2008-09-08,12.6333333333333,17.9,6.7,0,0.601252403661213,6.0318722316432
2008-09-09,14.8125,19.2,12.4,0,0.917734696211902,10.2509729037776
2008-09-10,14.1375,18.6,10.5,0,1.61087263929827,8.18254425725017
2008-09-11,14.7208333333333,18.8,12.4,1,-3.08642736746821,10.3635456276047
2008-09-12,10.8291666666667,16.6,5.1,0,-2.91915101038225,11.009468763495
2008-09-13,12.2458333333333,19.1,5.8,0,-2.4488286012954,7.47977447131762
2008-09-14,10.725,16.4,6.1,0,2.64623889616451,6.14419522862847
2008-09-15,11.4208333333333,15.3,7.8,0,2.18887151382996,5.26210751619639
2008-09-16,12.3458333333333,15.8,7.8,0,1.90802492967073,5.73989461851793
2008-09-17,14.9083333333333,18.9,11.8,0,0.806047479265039,9.4410349570236
2008-09-18,15.1958333333333,19,12.4,0,1.10276388374944,13.6520813005442
2008-09-19,15.0541666666667,18.7,12.7,0,1.71657790143199,8.6678816995557
2008-09-20,12.1666666666667,16.3,9.4,0,-2.51787669772272,9.90974975084289
2008-09-21,12.975,18.2,9.4,1,-2.82799292773622,8.96439402921751
2008-09-22,15.4125,19.7,12.8,1,1.58802030699493,6.17303694092861
2008-09-23,17.0041666666667,21.8,13.3,0,0.909027321675654,10.5368496417398
2008-09-24,17.025,21.2,13.6,0,0.870913324247502,8.77113532971838
2008-09-25,17.3041666666667,21.5,14.2,0,1.43027205165868,7.50216381816248
2008-09-26,17.175,21.3,14.3,0,1.58279851629462,9.51293219201
2008-09-27,20.175,25.7,16.1,0,0.94295234571978,12.0627408084979
2008-09-28,17.3708333333333,19.5,16.2,1,1.38669935283529,7.47876351444579
2008-09-29,16.3458333333333,17.8,14.6,1,2.64994308589683,5.08625787839385
2008-09-30,14.6291666666667,16.8,12.3,1,2.14988874330313,5.75614834379886
2008-10-01,15.8625,17.5,14.4,1,0.961459162851991,5.89320423332433
2008-10-02,17.6375,25.2,11.5,0,-2.04178129653315,11.1614741401299
2008-10-03,14.8708333333333,19,10.2,0,-3.01294829645052,4.85391959006912
2008-10-04,14.8083333333333,20.2,10.5,0,2.63273685557264,3.15512901591453
2008-10-05,14.6875,21,7.3,0,-0.410293316139421,2.60514545204865
2008-10-06,19.7875,28.3,13.3,0,-1.06097867166898,8.26141238144885
2008-10-07,12.9916666666667,17.5,8.6,0,2.53745891071421,9.84428984485055
2008-10-08,12.7541666666667,15.7,9.4,0,1.06460621356438,10.1752463674669
2008-10-09,16.6916666666667,21.8,12,0,0.790417139272164,11.1936991103116
2008-10-10,20.0083333333333,25.7,15.3,0,0.813092502231194,9.78402738970492
2008-10-11,21.3041666666667,28.2,17.3,1,1.50587524234433,6.0744595910452
2008-10-12,18.975,24.2,16.6,1,1.84282484246014,4.1183782541687
2008-10-13,16.575,17.8,14.9,1,2.05143707048493,11.5289766658293
2008-10-14,15.4166666666667,18.3,13.9,1,2.29275624986973,9.22935104875013
2008-10-15,15.3,18.7,12.9,1,2.04944123422058,9.21832474417287
2008-10-16,15.9833333333333,21.3,10.2,0,1.96613550528539,6.87539752046628
2008-10-17,16.9208333333333,21.1,12,0,1.02341091892815,7.36592133553808
2008-10-18,18.7652173913043,23.3,14.2,0,0.691749000883886,6.67576839034685
2008-10-19,20.2791666666667,25.1,16.5,0,0.454646289101704,8.51194837424187
2008-10-20,22.5625,28,18.1,0,0.379688855771882,6.689666878326
2008-10-21,18.4083333333333,21.6,14.8,1,2.46978548341898,6.11712243068466
2008-10-22,17.5166666666667,22.3,10.2,0,1.83991257765353,1.31489133590218
2008-10-23,19.3041666666667,26,12.5,1,0.657672626110391,5.47267917071798
2008-10-24,22.5125,29.5,15.9,0,0.307154332849482,5.18550991145375
2008-10-25,20.6375,24.4,16.6,0,2.00545695103047,10.3133332066053
2008-10-26,22.1333333333333,27.6,18,1,2.19003676310284,4.81768027763979
2008-10-27,16.6,20.1,11.7,0,2.1366940085444,13.3802889813062
2008-10-28,18.825,23.8,15.4,0,1.11288369025038,12.292927024849
2008-10-29,20.0458333333333,25,14.8,0,-2.81724126701493,8.1522549461693
2008-10-30,17.7625,22.5,11.5,0,1.6158761644544,3.04037213935334
2008-10-31,19.5666666666667,24.8,14.9,0,0.812869866457618,6.92706263227998
2008-11-01,22.5541666666667,28.1,17.1,0,0.389482574472322,7.85937955404005
2008-11-02,19.0666666666667,22.9,14.5,0,2.39284806576526,13.7410561582269
2008-11-03,23.5083333333333,29,18.6,0,0.364422181182986,7.89819666424064
2008-11-04,26.2291666666667,32.7,20.6,0,-0.018647585117274,7.94584668782467
2008-11-05,27.6791666666667,34.5,21.9,0,-0.722064925877371,10.7685459589897
2008-11-06,24.7875,32,19.2,0,2.62531542402118,4.58005029669958
2008-11-07,23.5125,29.4,19,0,1.47312637473494,7.60026260514425
2008-11-08,25.5708333333333,31.6,22.2,0,0.356803417623343,4.67507484398208
2008-11-09,25.075,30.6,20.1,0,1.6256283791629,9.03525917245402
2008-11-10,25.1291666666667,29.4,21.8,0,0.818753744628461,3.96761542022219
2008-11-11,25.3166666666667,29.9,21.6,0,0.899695821516076,7.48932494536298
2008-11-12,25.8875,31.3,20.6,0,0.597939281903551,7.23887510542139
2008-11-13,25.8458333333333,30.2,21,0,0.443126743600987,8.39652137238793
2008-11-14,26.1791666666667,31.2,21,0,0.147137044946607,10.1443411541371
2008-11-15,17.9375,25.8,13.7,1,3.1055426619884,12.3761709525342
2008-11-16,15.85,20.4,9.9,0,1.82581532394043,5.33764997466753
2008-11-17,21.5875,28.6,15,0,0.0156348141020933,9.34627546767963
2008-11-18,21.7583333333333,24.9,19.8,0,1.69280716720093,10.7548521087515
2008-11-19,20.9916666666667,26.6,17,0,1.06821132460792,12.9589766636434
2008-11-20,21.7083333333333,26.9,17.4,1,0.786283950271781,8.04878559256242
2008-11-21,22.6166666666667,27.2,18.2,0,0.81592360002035,14.7783921801384
2008-11-22,25.1125,30.3,20.1,0,0.757722207089572,14.0992837175734
2008-11-23,26.1583333333333,32.1,21,0,0.791332069517635,11.3981489771911
2008-11-24,27.6541666666667,35.3,23.8,0,0.474599495911999,6.33926828236839
2008-11-25,29.4375,36.5,23.8,0,0.751173747744925,5.35282974724437
2008-11-26,28.9375,33.2,25.6,0,0.849761598186231,6.77440717952005
2008-11-27,29.2875,35.2,24.3,0,0.739606580316615,6.66421339707953
2008-11-28,23.5125,26.8,20.6,1,-2.25962107555491,1.78218331139004
2008-11-29,24.4125,30.1,21.5,1,2.62843088910417,7.80978230471558
2008-11-30,20.1333333333333,22.8,17.2,1,2.9700362348507,16.7867060451084
2008-12-01,16.6583333333333,18.3,15.4,1,3.05707320569563,14.0726485899132
2008-12-02,17.2916666666667,22.7,11.5,0,2.74213044571916,11.4518842712063
2008-12-03,17.8833333333333,25.3,10,0,2.25983485433895,7.00144245766426
2008-12-04,19.8583333333333,23.7,15.8,0,1.23752646005532,8.36600631287138
2008-12-05,22.3583333333333,27.1,17.7,0,0.386358898913826,6.40181419775305
2008-12-06,24.2541666666667,30.1,17.6,0,-0.0315464192398927,5.03328126350229
2008-12-07,26.9791666666667,31.6,22.4,0,0.517760169936696,6.12393518704302
2008-12-08,29.1041666666667,36,23.6,1,-0.407881520966061,2.6920821734369
2008-12-09,26.6541666666667,30.4,24,1,-0.458583118250285,0.816077561330642
2008-12-10,21.7083333333333,26,18.5,1,2.45923010116834,11.7772760329882
2008-12-11,22.1291666666667,25.2,19.5,1,1.89444191837596,12.9019862193197
2008-12-12,21.8166666666667,25.4,18.3,0,1.06164440619913,11.9996337368472
2008-12-13,23.2916666666667,27.9,19.6,0,0.880875498271042,7.73235948125351
2008-12-14,24.2125,29.3,20.9,1,1.2895102566496,8.07785426404749
2008-12-15,24.85,29.9,21.4,0,1.3736204092591,7.9551564941258
