fecha,temperatura,temperatura.max,temperatura.min,pp,direccion_viento_rad,intensidad_viento_km_h
2011-06-07,9.94166666666667,13.4,6.7,0,0.397573723393122,0.645349804937701
2011-06-08,10.9458333333333,14.3,8.2,0,-0.647927029980858,6.08241078771581
2011-06-09,12.375,17,9.5,0,-1.28511565734595,7.44533242601396
2011-06-10,13.5625,18.2,9.1,0,-0.661522980554374,4.70292788924515
2011-06-11,15.6916666666667,20.5,12.2,0,-0.499958812205801,10.155939393023
2011-06-12,15.1791666666667,20.3,11.2,0,-1.19167831427321,5.01126385654349
2011-06-13,10.3291666666667,15.5,7.3,0,-2.20983903323075,4.43457986968231
2011-06-14,11.7708333333333,14.9,8.9,0,0.624829159934572,8.79187132644331
2011-06-15,14.6166666666667,17,12.4,1,0.380068388117031,7.88200275372947
2011-06-16,17.1,20.2,15.4,1,0.26439980507119,4.70972077235604
2011-06-17,13.1708333333333,14.6,12.2,1,2.44531260571874,7.5447131674834
2011-06-18,13.5541666666667,15.8,11.4,1,1.20841536576102,11.7733805434533
2011-06-19,16.5541666666667,18,15.5,1,2.9778644820274,1.02856188615755
2011-06-20,13.3583333333333,15.5,11.4,1,2.56759889559294,8.9278434082113
2011-06-21,11.525,14.1,9.3,0,2.10671512338919,6.68280331285701
2011-06-22,12.2708333333333,13.9,10.8,1,1.97701464307425,9.36413346090728
2011-06-23,11.025,12.2,8,1,-2.38523238633386,7.43583242111637
2011-06-24,10.9125,17.4,6.6,0,-1.40296724945316,3.38676641080193
2011-06-25,7.74583333333333,10.4,5.2,0,-3.06756113767119,8.7042236304834
2011-06-26,5.825,10.8,2.4,0,-2.39684370610348,10.7906143107911
2011-06-27,7.56666666666667,15.2,1.8,0,-1.49519117880793,7.63863578015143
2011-06-28,9.34583333333333,15.2,4.9,0,-1.05832835947512,5.32471570388417
2011-06-29,10.5375,15.3,6.6,0,-0.33653975972882,9.65341909315337
2011-06-30,8.73333333333333,11.6,4.3,0,-1.70825927495232,7.41990076971678
2011-07-01,5.3875,11.4,1.8,0,-2.30141409793198,4.89749777687191
2011-07-02,5.47083333333333,12.1,-0.5,0,-1.48480085099667,2.61039862539235
2011-07-03,5.22083333333333,10.1,1.1,0,-1.82227835868773,10.0925570542955
2011-07-04,6.18333333333333,13.3,-0.2,0,-1.07553634138115,7.38883442764259
2011-07-05,7.32916666666667,13,2.6,0,-1.9525064256627,6.10837675172542
2011-07-06,6.99583333333333,13.4,1.2,0,-1.41747158969083,2.56695131059072
2011-07-07,9.45833333333333,16.9,5.1,0,-0.990669520215559,5.81737068441906
2011-07-08,11.6291666666667,18.6,5.3,0,-0.699674246806944,5.94283493753075
2011-07-09,13.45,20.6,10.2,0,-0.290313866207557,8.23951756963767
2011-07-10,13.5,18.6,9,0,1.06009676799781,5.11011354548333
2011-07-11,14.8541666666667,18.9,11.3,0,0.613411601574001,11.0635649342484
2011-07-12,16.0458333333333,21.8,12.5,0,1.30973188401356,1.94423392749286
2011-07-13,12.3208333333333,17.2,7.9,0,1.86391885706322,7.69886323485996
2011-07-14,12.7083333333333,15.6,10.3,1,0.866394122797297,8.87357448119375
2011-07-15,15.5166666666667,18.8,12.6,1,2.23819775394295,4.03069638906359
2011-07-16,12.6166666666667,17.7,8.7,0,2.93358663447175,4.76711662234615
2011-07-17,9.9625,14.3,4.6,0,1.8361129917842,9.64518992563022
2011-07-18,11.3958333333333,12.2,10.6,1,1.9406608933184,12.5387357681256
2011-07-19,8.91666666666667,11.8,6.4,1,-1.07664005640906,8.20907833437397
2011-07-20,7.85833333333333,9,5.8,0,-2.75717921956826,3.34944349745833
2011-07-21,9.65,13.8,7,0,-1.68714602476867,1.75954875510738
2011-07-22,11.1083333333333,17.7,6.2,0,-0.413082391204291,8.12335200839429
2011-07-23,12.0916666666667,16.6,8.6,0,-0.22748101127133,7.51912927166355
2011-07-24,13.5875,17.6,9.8,0,0.534333576828072,9.86473831822621
2011-07-25,17.475,23.4,12.2,1,-0.115281360888489,7.73175693771382
2011-07-26,12.3708333333333,17,8.9,0,-1.96342138756777,6.22791625450814
2011-07-27,10.9166666666667,15,6.6,0,0.374519088455867,8.09125901245235
2011-07-28,13.6583333333333,17.5,10.5,0,2.63613760427214,4.5410329619428
2011-07-29,10.1708333333333,13.6,7.4,0,2.71044961457016,14.873632144258
2011-07-30,5.5,10,1.5,0,2.81650683276149,11.8867286294952
2011-07-31,5.5375,9.5,2.4,0,2.6474732612219,6.53288022807755
2011-08-01,5.525,8.9,2.8,0,2.92465226635088,5.89596572162995
2011-08-02,8.08333333333333,13.9,2.9,0,-2.29483066949408,3.09872429367514
2011-08-03,9.5125,14.9,6.4,1,-2.31715213877182,12.2336129130978
2011-08-04,7.48333333333333,12.7,2.3,0,-2.47612586667831,1.16955295955934
2011-08-05,12.5291666666667,19.5,7.8,0,-0.11196475971491,8.75835222447831
2011-08-06,13.1291666666667,18.8,6.3,0,0.847890295385807,3.55130247182874
2011-08-07,13.3083333333333,15.6,11.5,0,1.86540381544869,9.69362989241318
2011-08-08,13.1125,14.1,12.6,0,1.93545445077601,17.1854946295493
2011-08-09,14.2916666666667,16.2,12.7,0,1.5718140103539,11.5048795355351
2011-08-10,15.35,17.8,13.5,1,0.809007987942409,11.6394313678198
2011-08-11,17.6333333333333,22.8,14.2,0,0.282130381406516,5.61779356329893
2011-08-12,15.8375,18.9,12.5,1,2.25742740121357,7.10922967068573
2011-08-13,12.875,16.4,9.6,0,2.01888876693191,4.02481928502581
2011-08-14,11.2333333333333,15.4,5.8,0,1.13762534999788,8.31924579319228
2011-08-15,12.3208333333333,14.1,10.6,1,1.07017258040111,8.49414314286099
2011-08-16,12.6958333333333,13.4,11.1,1,-2.36764822253045,6.18776202660272
2011-08-17,11.4208333333333,13,9.8,1,2.51099343735998,1.27819865126247
2011-08-18,12.3375,14.2,10.3,0,1.66939934054904,6.32983411124863
2011-08-19,8.27916666666667,11.6,5.8,1,-2.28026036253599,11.6857435975098
2011-08-20,6.875,11.1,2.9,1,-2.22475188002155,9.27691023714046
2011-08-21,6.40833333333333,10.2,1.4,0,2.73041666699512,2.30805808189727
2011-08-22,5.775,9,2.7,0,1.65131472754532,4.31540422457413
2011-08-23,9.27916666666667,13.3,2.9,0,0.633080750587431,7.60938376603409
2011-08-24,11.8125,13.2,10,0,0.838599275021986,12.8340278320885
2011-08-25,11.3125,15.2,8,0,2.52005216255897,3.66615300039142
2011-08-26,10.2708333333333,12.7,6.6,0,1.39104028560684,7.79701473409415
2011-08-27,11.2791666666667,12.4,9.8,1,1.0027838007693,6.06803610513797
2011-08-28,12.7833333333333,19.2,7.8,0,-2.44767451335985,7.3179443718858
2011-08-29,12.8,16.8,9,0,1.41175394486691,4.52811154589578
2011-08-30,12.9875,18.9,7.6,0,-2.03128624169041,5.92783209021109
2011-08-31,10.4541666666667,15.6,6,0,-2.89105140721365,5.89190821425987
2011-09-01,10.9083333333333,14.1,7,0,1.13762487549741,8.69364973083149
2011-09-02,13.1708333333333,17.6,8.9,0,0.806771650537353,20.5223974319586
2011-09-03,16.8333333333333,22.8,13.2,0,0.696468811420381,9.9777002782352
2011-09-04,13.3583333333333,15.5,10.2,1,2.70732539286256,10.8851041144881
2011-09-05,12.3,19.9,4.1,0,-1.96245961415285,6.86535046766187
2011-09-06,13.8875,22.3,5.2,0,-0.500790230294755,3.13623774908692
2011-09-07,15.8083333333333,21.7,9.2,0,0.464332742757972,4.93359609103116
2011-09-08,16.6833333333333,24.4,11,0,-0.596612854460421,3.98134689814411
2011-09-09,17.9375,24.4,12,0,-0.354021443669341,8.62715936683162
2011-09-10,16.8208333333333,21.2,11.2,0,-1.45236105989876,4.49389431625253
2011-09-11,12.9166666666667,19.5,4.8,0,-0.725287039094441,6.01989144270748
2011-09-12,18.3375,27.1,12.7,0,-1.28435261697899,5.22946521034341
2011-09-13,13.8041666666667,18.2,9,0,1.7894945311914,9.35284282323683
2011-09-14,14.025,18,10.5,0,1.17940260891519,11.3041593296454
2011-09-15,15.7208333333333,20.8,11.2,0,0.968660961866571,12.822090945766
2011-09-16,16.9583333333333,19.3,15,1,0.819129139626063,8.01886657414698
2011-09-17,17.0458333333333,20.3,12.8,1,3.07164722746145,11.0091307501583
2011-09-18,13.0333333333333,18.6,7.6,0,2.73198980829902,8.76536032022085
2011-09-19,14.6916666666667,21.4,8.4,0,1.79517994808205,3.11466553924904
2011-09-20,15.6375,22.1,8.2,0,0.582087315970189,3.56717281543977
2011-09-21,18.9458333333333,26.4,12.8,0,-0.546281483135302,8.41619806067881
2011-09-22,13.3833333333333,18.6,10.6,0,2.34947353060462,10.9258728282593
2011-09-23,12.1375,16.2,9.2,0,2.2243309424255,9.36349246307647
2011-09-24,14.8208333333333,19.7,10.4,0,0.467002658506988,9.00348354609712
2011-09-25,18.3833333333333,23.3,13.3,0,0.491841908843188,10.3132804785028
2011-09-26,21.3208333333333,28.7,15.2,0,1.54508415964352,3.889673300086
2011-09-27,18.4125,22.4,15.6,0,1.29116711812862,12.3240096344877
2011-09-28,20.3041666666667,26.3,15,0,0.493439051468769,12.7795779823496
2011-09-29,19.2708333333333,23.7,15.3,1,3.09111161202546,3.41055308234104
2011-09-30,16.8833333333333,22.6,11.8,0,1.76288006420235,5.98486591303513
2011-10-01,16.8166666666667,20.2,13.6,0,1.34999856402812,6.59329027030537
2011-10-02,16.8666666666667,22.2,10.7,0,-2.06457629796937,6.51815532962094
2011-10-03,11.3416666666667,14.8,7.7,0,2.14343119462693,6.52005322741926
2011-10-04,13.3541666666667,15.4,11.8,0,1.10616774294721,6.55535461653563
2011-10-05,15.9708333333333,22.9,9.5,0,2.04249355577969,2.41242648922422
2011-10-06,18.525,23.6,13.2,1,1.29159659321801,6.62744573466433
2011-10-07,16.575,18.9,14.2,1,1.3117972982145,12.3054667576019
2011-10-08,17,19.6,14.6,1,2.80609603787376,3.16138904522131
2011-10-09,16.9125,21,14.8,1,-1.47553287472935,6.42194612281717
2011-10-10,16.6583333333333,19.6,14.6,1,-2.00981206604561,4.71767936530639
2011-10-11,17.2333333333333,21.6,14,0,1.59406320742966,8.96930750221653
2011-10-12,15.0708333333333,17,12.8,1,1.49203416811759,9.92126935350904
2011-10-13,17.5333333333333,21.5,15,1,3.05969735820357,7.27036702218932
2011-10-14,17.05,22.7,12.7,0,3.04338587869885,2.03335942071967
2011-10-15,20.6083333333333,27.7,13.8,0,-0.772921641686613,5.78878282127593
2011-10-16,19.5583333333333,24.8,13.9,0,-2.91566880082071,3.43626922362101
2011-10-17,15.5791666666667,19.8,11.2,1,2.12391818655379,5.96092280681143
2011-10-18,15.925,20.6,12.5,1,0.967702654201876,5.9800607424528
2011-10-19,17.5291666666667,22,12.1,0,1.31011718633236,3.83146632830398
2011-10-20,20.4375,25.1,15.4,0,0.70177340820063,8.65090724589595
2011-10-21,21.1916666666667,25.4,17.4,0,0.651667844330082,10.968932024759
2011-10-22,17.7791666666667,23.2,14,0,2.47960143478139,9.97066586471035
2011-10-23,15.9791666666667,20.2,11.4,0,2.19929277053868,11.2486573992533
2011-10-24,17.6458333333333,21.6,15.2,1,1.97393084799502,8.20628172956309
2011-10-25,17.6458333333333,21.3,13.9,1,2.6449760658741,12.3106158231142
2011-10-26,14.725,20.2,10.2,0,-2.89897210239065,10.5183739139523
2011-10-27,15.1166666666667,22.3,8.2,0,-2.12317462093194,11.0594458141448
2011-10-28,19.2333333333333,27.3,10.2,0,0.449265710443793,0.739847192959248
2011-10-29,18.9125,24.6,15.9,1,-2.64954857081765,5.65525766773355
2011-10-30,15.5666666666667,22.5,9.4,0,2.40923014967995,6.00649447088873
2011-10-31,16.175,20,10.9,0,1.13614289241581,6.14742212308618
2011-11-01,18.5125,23.2,14,0,0.869783798299088,13.8784268033925
2011-11-02,20.0833333333333,25.5,15.3,0,0.557578132879549,12.7135475612548
2011-11-03,23.1291666666667,28.3,18.2,0,0.799659616856124,11.2768736426695
2011-11-04,20.9083333333333,22.9,19.3,1,1.10355362695589,7.43900801145951
2011-11-05,21.6625,28,17.8,0,2.08180314179731,7.28011596625254
2011-11-06,19.4541666666667,23.5,16,0,1.96719910347129,10.5920086924149
2011-11-07,22.2041666666667,26.9,18.8,0,0.959341716355708,9.20176435415303
2011-11-08,23.2625,29,18.6,0,0.736137999893921,10.8897743249182
2011-11-09,21.55,26.5,16.6,1,-1.35072817932999,1.58115686879128
2011-11-10,17.8125,23.3,12.4,0,-1.96820911949469,7.28165453519054
2011-11-11,18.6541666666667,24.2,10.9,0,0.807187557144997,4.94310828018949
2011-11-12,22.1791666666667,27.1,17.8,0,0.879254444395694,7.70149926795282
2011-11-13,22.0583333333333,26.2,18.3,0,1.15766184111253,11.7496791114817
2011-11-14,20.8916666666667,23.6,17.3,0,1.46185352670189,6.78030014339567
2011-11-15,22.4916666666667,27.1,17.6,0,0.881934410280417,6.69003205461135
2011-11-16,23.0208333333333,29,16.2,0,1.10456112440092,2.89985023148139
2011-11-17,21.8125,26.5,17.6,0,1.40358925241179,8.86014704359596
2011-11-18,22.825,27.6,19.2,0,0.967304657639462,8.57374470982777
2011-11-19,24.4875,31.7,18.6,1,0.819933261459904,5.72499486892215
2011-11-20,22.5041666666667,26.4,17.7,0,-0.744917411349848,4.33231666041606
2011-11-21,20.8416666666667,23.7,17.8,1,2.85342157029362,6.43373310185681
2011-11-22,21.3041666666667,26.7,15.4,0,1.84323958719966,4.37555291945469
2011-11-23,22.3375,27.4,18,0,0.432273075658449,8.87647479933355
2011-11-24,25.55,30.8,19.4,0,0.268025518694988,4.15203001456546
2011-11-25,27.6166666666667,32.1,22.3,0,-0.697273811486756,7.04613727283828
2011-11-26,26.1,30.6,18.3,0,1.72434085170986,5.1215468436103
2011-11-27,27.9208333333333,33.7,23.2,0,0.621383677913625,8.68348385792583
2011-11-28,26.6666666666667,31.7,22.3,1,1.87313782744816,4.44045454159397
2011-11-29,25.6666666666667,30.1,22,1,1.65703963657249,5.26556438595937
2011-11-30,17.7958333333333,22.8,14.5,0,-2.74636691860456,13.741601878586
2011-12-01,16.5625,21.7,9.7,0,2.16900463705292,3.04217139769225
2011-12-02,20.2791666666667,26.1,12.3,0,0.860108038442347,5.94265404223136
2011-12-03,22.1208333333333,26.5,18.2,0,1.08866465848595,10.8389456886619
2011-12-04,22.1625,26.3,18.9,0,1.3948983743414,9.30073273991969
2011-12-05,23.6291666666667,28.7,20.7,1,0.964005309817857,7.35153231686673
2011-12-06,23.3833333333333,29.9,17.8,0,1.90558965866179,5.98381019445305
2011-12-07,23.6458333333333,28.3,17.9,0,1.00985666583926,5.07441048006584
2011-12-08,24.5625,29.9,18.6,0,1.09123434341689,7.39617291051814
2011-12-09,23.6541666666667,28,20.6,0,1.50532354985773,8.10214749279318
2011-12-10,25.0708333333333,30.3,20.6,0,0.533251399443771,8.7724158101488
2011-12-11,25.0666666666667,29.7,21.6,1,-0.584920870271496,4.11562361973851
2011-12-12,21.525,26.7,14.9,0,-3.04430840078872,12.1110360861876
2011-12-13,19.0791666666667,24.2,13.9,1,-2.996451431152,12.3252936075464
2011-12-14,19.9625,23.9,17.4,1,2.42511836816342,10.2186794477787
2011-12-15,19.9041666666667,22.6,17.8,1,2.36666333765436,13.8959060246108
2011-12-16,19.6458333333333,24.4,16.4,1,2.7014428314842,10.2297496599543
2011-12-17,21.1583333333333,28.2,15.3,0,2.96705433349301,9.51367226261243
2011-12-18,22.3666666666667,29.6,16.2,0,2.03039336698106,2.57284414607601
2011-12-19,23.4791666666667,28.6,19.3,0,1.29338452701994,7.10966074324891
2011-12-20,27.1875,33.2,20.8,0,0.605414697453146,5.96827333733843
2011-12-21,27.2583333333333,31.6,20.4,1,0.691077285142031,5.88224899351197
2011-12-22,25.6583333333333,31.3,19.9,1,-1.74300322137301,0.404177834040165
2011-12-23,17.8791666666667,21.6,13.6,1,2.40073722804845,14.5507493564969
2011-12-24,17.3208333333333,22.6,11,0,1.73600377336474,4.86213746484565
2011-12-25,19.9541666666667,24,16.3,0,0.592631302716501,5.45147201606808
2011-12-26,22.7166666666667,27,18.7,0,0.839118759664782,9.54731645153518
2011-12-27,24.4833333333333,29,20.8,0,1.52467401123984,7.74574804135216
2011-12-28,24.6791666666667,29.9,20.7,0,0.945140504598663,8.28126679125305
2011-12-29,24.8458333333333,29.5,20.9,0,0.646743807857862,7.88571310981488
2011-12-30,25.2625,28.8,21.9,0,0.936025453901939,6.81179962440274
2011-12-31,24.3958333333333,28.3,21.4,0,1.57426569060356,8.43564079894287
2012-01-01,24.5125,30.3,20.2,0,1.0027417272729,6.83419891709534
2012-01-02,27.1666666666667,34,21.2,0,0.570090253858325,3.43462581567835
2012-01-03,23.1,26.8,19.2,0,1.61733560933786,5.8637571455805
2012-01-04,23.4125,28.7,16.7,0,1.13152862163385,5.89025938455044
2012-01-05,27.6208333333333,32.6,21.8,0,0.237490739349982,7.68071685766769
2012-01-06,28.675,37.9,22.8,0,2.5297051170414,6.89747162746833
2012-01-07,24.4083333333333,29.1,21.7,0,1.41087536016469,11.0246781203335
2012-01-08,25.5375,30.8,20.8,0,0.847135061474378,8.73689994681893
2012-01-09,30.3625,37.2,23.4,0,0.806027713967386,8.94985233572224
2012-01-10,30.2041666666667,37.1,23.4,0,1.18242533752252,3.48254850336158
2012-01-11,24.2166666666667,28.1,21,1,3.02983131481216,7.1360172222058
2012-01-12,22.4416666666667,28.3,18.2,0,2.39341061992399,11.2775338199368
2012-01-13,22.0708333333333,26.1,18.1,0,1.59775108824805,7.04503628729429
2012-01-14,22.925,27.4,19.2,0,1.0512163887369,6.9026553469168
2012-01-15,24.7,30.2,19.8,0,0.704252086930631,5.59944481007829
2012-01-16,27.0041666666667,33.8,19,0,0.807122625328346,4.5346543607444
2012-01-17,27.3041666666667,32.4,23.8,0,1.18063380732663,9.38184168649724
2012-01-18,26.8041666666667,32.4,22,0,0.692116088664312,9.5207285574176
2012-01-19,28.3375,33.4,23.6,0,0.233416307233138,6.71285437124262
2012-01-20,30.125,36.9,25.5,0,0.498126448810818,6.55504839665212
2012-01-21,29.0833333333333,34.4,25.6,0,0.724939093372762,4.38922100694584
2012-01-22,25.5666666666667,29.8,22,1,1.95279370495929,3.94526919801242
2012-01-23,26.0375,29.8,21.3,1,1.56154054991179,3.91971348670567
2012-01-24,24.6791666666667,31.6,19.4,1,-2.88070823130591,5.92878256810298
2012-01-25,20.5791666666667,26.2,14.2,0,2.5376522867843,10.9580749692102
2012-01-26,21.9333333333333,26.6,16.3,0,1.47295976593307,6.70669326236335
2012-01-27,24.3791666666667,29.2,20.3,0,0.729806284378926,9.14877581332535
2012-01-28,25.5041666666667,31,20.9,0,0.847821296292399,12.0909897972995
2012-01-29,27.7041666666667,34.4,21.8,1,0.666502028563619,8.28455656217339
2012-01-30,23.5166666666667,25.8,22,1,0.533920807461693,1.03214107419547
2012-01-31,25.1083333333333,30,22.4,1,-0.507510534626707,0.543739590570848
2012-02-01,26.2125,33.1,21.4,1,1.0404487015687,2.72177962100488
2012-02-02,24.7125,30.5,20.9,1,1.68722262534429,4.02034752700277
2012-02-03,26.1958333333333,31,20.8,0,0.441015149023642,4.76030599683013
2012-02-04,28.3625,34.4,23.2,0,-0.775824620937649,5.28502976898903
2012-02-05,25.8708333333333,28.9,23.8,1,1.12038071401008,5.63974471802485
2012-02-06,27.1916666666667,32.8,21.5,0,0.381425968379346,4.52949107624453
2012-02-07,28.3916666666667,32.9,22,1,0.358453182969496,5.36194573632235
2012-02-08,24.6833333333333,30.3,20.8,1,-2.82929048579387,8.03365861294524
2012-02-09,21.3791666666667,26.6,16.4,0,2.56471146394085,10.889169157725
2012-02-10,21.4833333333333,26.7,15.9,0,2.21837527078397,3.94614694755196
2012-02-11,23.2416666666667,29.2,17.1,0,-1.45045613563473,1.96754126321157
2012-02-12,25.4291666666667,31.6,17.4,0,-0.623556604357516,5.5984529648446
2012-02-13,26.85,31.2,20.9,0,0.255047964755179,3.76757794938454
2012-02-14,27.5416666666667,33.2,21.6,0,0.652310697432205,5.63745986755412
2012-02-15,28.2875,34.4,22,0,0.492521439194417,3.07802520646995
2012-02-16,27.9,34,21,1,1.85931148202029,4.12605643116282
2012-02-17,26.2375,31.2,23.6,0,0.912701026443919,7.00771098934214
2012-02-18,28.325,34.9,25.3,1,-0.317935095916663,3.84154473771275
2012-02-19,24.4958333333333,26.6,21.6,1,1.79302230139034,3.60056944723749
2012-02-20,24.3166666666667,25.7,22.9,1,-0.080004189847365,3.48245083892778
2012-02-21,22,25.8,18.9,1,2.68507850951204,8.96207567566504
2012-02-22,20.9916666666667,26.8,13.6,0,1.17805952643137,3.34134558337359
2012-02-23,21.0583333333333,26.3,14.8,0,-2.57586897757249,8.80305181621215
2012-02-24,22.0916666666667,26.2,18,0,1.27125136215734,4.89706848580185
2012-02-25,23.2916666666667,27.8,19.1,1,1.34924653120597,4.50942502907795
2012-02-26,21.3708333333333,26.7,16.6,1,-1.77695856333755,7.00546600619279
2012-02-27,22.2916666666667,28.6,15.4,1,-0.137563704528309,4.04580742051589
2012-02-28,20.1916666666667,23.3,17.6,1,0.351496086056823,1.86377517339752
2012-02-29,21.9625,25.9,19.3,0,0.852736585692147,3.14861426282027
2012-03-01,21.3375,26.4,16.4,1,-2.78218116228236,5.74640094294011
2012-03-02,22.5583333333333,27.2,17.8,0,-0.16867560989248,6.33034602601161
2012-03-03,25.225,30.3,20.3,0,-0.0473059949012622,8.253075351793
2012-03-04,27.1833333333333,31.6,22.7,0,0.225949425206481,8.26344491412409
2012-03-05,24.5791666666667,30.2,19.8,1,0.758673162153155,4.47229517186592
2012-03-06,23.4958333333333,27,20.7,1,1.00788380869893,3.08895032593859
2012-03-07,24.8583333333333,28.8,21.2,0,1.71636306214133,2.68821575495875
2012-03-08,24.5541666666667,28.2,22.2,1,1.77753878021076,6.17730524969484
2012-03-09,24.6458333333333,28.2,21.6,0,0.791676559461952,9.41469188770663
2012-03-10,25.2541666666667,31.4,20.1,1,-0.633550941716823,1.6589413695804
2012-03-11,25.5,28.4,21.8,0,1.54990155241,7.97601288255843
2012-03-12,22.5875,26.9,19.2,1,2.05964818183897,1.93394231166529
2012-03-13,21.75,27.8,19,1,-2.22402832932718,1.87686670917536
2012-03-14,19.7541666666667,24.1,15.6,0,-3.05899003269867,8.63128332595384
2012-03-15,18.5125,23.1,13.4,0,2.1602834777861,3.16912945221802
2012-03-16,19.9541666666667,25.1,14.5,0,0.484215294719817,5.46461796264134
2012-03-17,23.1291666666667,26.8,20.1,0,0.542049805443263,7.4562415669204
2012-03-18,24.275,29.4,18.6,0,0.72707961939445,5.78369899573687
2012-03-19,25.5458333333333,31.9,19,1,0.449578183684195,6.48579958927243
2012-03-20,20.7541666666667,23.3,19.2,1,2.3941681448953,5.68042592927594
2012-03-21,21.025,25.4,18.3,0,-2.24983137640645,3.89984337618917
2012-03-22,18.2125,21.7,14.8,0,3.00210793532095,9.97543170171549
2012-03-23,15.925,23,10.4,0,2.63778656620763,5.82521935511954
2012-03-24,17.1583333333333,23.3,11.2,0,0.169294599556523,6.27093088105118
2012-03-25,18.8625,24.2,15.8,1,-0.378155695003704,3.81078269282219
2012-03-26,15.8083333333333,22.4,11.9,1,-2.98092290642234,7.39190229125835
2012-03-27,12.5625,17.6,8.2,0,-2.05281944629607,10.3721276442597
2012-03-28,15.2875,22.7,7.9,0,-0.809736430260064,9.49368969229677
2012-03-29,18.9916666666667,26,13.6,0,-0.415413540440253,3.48656429300618
2012-03-30,19.3458333333333,24.7,13.5,0,1.26937450972973,5.61271207243975
2012-03-31,21.25,26.9,14.8,0,0.389299978079281,6.68359439027281
2012-04-01,21.8541666666667,26.9,18.3,0,0.571284194730715,8.16738799393336
2012-04-02,21.4958333333333,28.5,16.8,0,2.14180954925607,4.12531139520598
2012-04-03,20.7958333333333,24.8,17.8,0,1.25605894110552,4.82323591781727
2012-04-04,23.0041666666667,29,16.8,1,0.527715869965007,10.4425047122985
2012-04-05,17.2333333333333,22.1,12.4,1,-2.60988081954498,9.00876892688827
2012-04-06,16.6458333333333,25.3,9.2,0,-1.42811284340967,4.55469146575782
2012-04-07,20.525,29.6,12.8,0,-0.806728695660273,5.65819270282818
2012-04-08,19.5916666666667,23.5,14.7,0,1.865048741103,5.64090645160267
2012-04-09,19.6791666666667,24.2,14.7,0,0.916474094881795,8.00930322521394
2012-04-10,20.5625,25.4,17.8,0,1.19599118443811,7.75210841446441
2012-04-11,20.7833333333333,25.9,16.8,0,2.72841464064691,2.89929173617983
2012-04-12,19.7583333333333,23.9,16.3,0,0.95415321286779,2.18157677171588
2012-04-13,20.6083333333333,24.2,16,0,0.817838736863375,4.1278934281003
2012-04-14,21.5708333333333,27.4,17.3,1,2.84303400245743,1.76777662231594
2012-04-15,19.4041666666667,25.1,14.1,1,-2.45361614675873,2.24835743863508
2012-04-16,19.2833333333333,26.5,12.2,0,0.180356258193766,5.42803416935747
2012-04-17,20.9208333333333,25.5,17.2,1,-0.972796447527497,2.50205480790678
2012-04-18,19.6541666666667,25.4,14.1,0,0.527981879447096,3.24084727117885
2012-04-19,21.2041666666667,28.6,16.2,0,1.90552367275468,0.303055484631957
2012-04-20,20.9416666666667,27.9,14.4,0,-0.805166187894277,6.1290552382379
2012-04-21,15.3208333333333,19.3,10.9,0,2.9645445978271,10.0906938292821
2012-04-22,13.3041666666667,18.6,7.1,0,2.90442015226616,1.78010915561966
2012-04-23,13.75,17.9,9,0,2.78897137143812,4.9799127070595
2012-04-24,10.1708333333333,16.4,4.2,0,1.89559654101843,1.65743546514567
2012-04-25,11.5708333333333,13.8,8.3,1,1.77804254336541,2.56161148905771
2012-04-26,12.6666666666667,16.6,10.4,1,-2.42009543713749,6.5558813284092
2012-04-27,11.3416666666667,15.9,6.5,0,2.83686237272569,4.05976883135069
2012-04-28,11.2916666666667,12.6,9.6,1,2.76834444945477,4.71491849126158
2012-04-29,10.3791666666667,13.9,7.5,0,-2.50278708950197,4.0807235209691
2012-04-30,11.2125,17.2,4.6,0,-0.0763741066281034,3.29187723610892
2012-05-01,14.2,18.8,10,0,-0.111003600186891,10.3733857969886
2012-05-02,16.225,21.2,12.1,0,0.0411290053903957,10.0961777827211
2012-05-03,17.5041666666667,22,13.4,0,0.544770251524973,6.78668490365991
2012-05-04,18.6,23.6,15.2,0,0.202994923733353,6.01627818247963
2012-05-05,17.65,24.6,12.8,0,1.66186647837789,5.11514577790788
2012-05-06,17.5083333333333,21,15.2,0,1.21611174836064,8.32622778200528
2012-05-07,19.5625,23.9,16.4,0,0.54204560111762,8.72605189056125
2012-05-08,19.8583333333333,24.2,16.5,0,1.37942986291761,5.66503489971284
2012-05-09,18.8875,22.1,16.5,1,1.21080443014911,2.24015899301155
2012-05-10,17.15,21.5,14.6,1,-2.35057294745159,6.1636482859357
2012-05-11,14.6416666666667,20.4,10.2,0,-1.92699804216835,5.99126817849482
2012-05-12,11.5083333333333,17.4,7.4,0,-2.36070721589432,5.84456128543499
2012-05-13,11.7083333333333,19,5.7,0,-0.11069465107946,2.70008802989275
2012-05-14,15.5583333333333,21.9,12,0,-0.642808448049009,4.35468286630313
2012-05-15,15.9041666666667,20.6,10.4,0,0.525556382246724,6.03048108521074
2012-05-16,17.5916666666667,21.3,14.4,0,0.649148654726239,9.61167271471312
2012-05-17,18.5333333333333,22.4,15.1,0,0.761648925212589,13.8290389637346
2012-05-18,15.5666666666667,18.4,13.1,1,0.338118566943999,2.40827272874321
2012-05-19,14.5375,16.6,12.1,1,1.9771515661456,2.45527997993639
2012-05-20,17.4875,20,15.6,1,0.915641100183838,1.44171468184081
2012-05-21,14.9166666666667,16.6,13.6,1,2.40943819023812,6.90458407828032
2012-05-22,15.1166666666667,16.5,13.7,1,2.69928568185114,4.12799351769145
