fecha,NO2_trop_mean,NO2_trop_std
2018-12-08,3.43158760702878e-05,1.25522962328987e-05
2018-12-09,,
2018-12-10,,
2018-12-11,,
2018-12-12,4.64783321566912e-05,1.06283499318218e-05
2018-12-13,,
2018-12-14,4.98449723508748e-05,8.45601963663957e-06
2018-12-15,0.000136886616116777,7.24398432309617e-05
2018-12-16,4.36334826076644e-05,1.86159971961163e-05
2018-12-17,,
2018-12-18,4.03877741595986e-05,1.33500014692872e-05
2018-12-19,8.77586531916087e-05,4.47301970465164e-05
2018-12-20,,
2018-12-21,6.32156841230109e-05,2.28961185564443e-05
2018-12-22,8.65415594666797e-05,3.30777638150662e-05
2018-12-23,6.65459795957783e-05,2.81591784218781e-05
2018-12-24,4.29835433077983e-05,1.55416713003227e-05
2018-12-25,4.98281628496138e-05,1.67435703068757e-05
2018-12-26,8.74271216644402e-05,4.43353096175717e-05
2018-12-27,,
2018-12-28,3.88152842492047e-05,1.59746846652679e-05
2018-12-29,5.77605821671809e-05,2.85226720365092e-05
2018-12-30,3.27296819887587e-05,7.41801675735672e-06
2018-12-31,4.04150273408266e-05,1.81642237989271e-05
2019-01-01,1.03347396407177e-05,2.9183447972884e-06
2019-01-02,,
2019-01-03,7.96438073335481e-05,2.84333697125136e-05
2019-01-04,0.00011068330628836,4.65921461195082e-05
2019-01-05,4.74002231724108e-05,1.49636861102611e-05
2019-01-06,,
2019-01-07,,
2019-01-08,3.56838117319565e-05,3.03168081263443e-05
2019-01-09,,
2019-01-10,,
2019-01-11,8.13209330719177e-05,2.06786053542792e-05
2019-01-12,4.39530553591437e-05,1.48817147084223e-05
2019-01-13,,
2019-01-14,5.62955844532779e-05,9.42282507239381e-05
2019-01-15,,
2019-01-16,0.000165966962278544,1.24426418719486e-05
2019-01-17,,
2019-01-18,1.19963986962969e-05,3.45166768699126e-05
2019-01-19,4.92445887545137e-05,1.5466227329072e-05
2019-01-20,3.37063247622244e-05,2.89059059742928e-05
2019-01-21,7.22652190120407e-05,3.59625083360386e-05
2019-01-22,6.9978694253447e-05,2.63746263771191e-05
2019-01-23,5.92662209155925e-05,1.95833123097556e-05
2019-01-24,4.78299149612398e-05,2.30898637459848e-05
2019-01-25,,
2019-01-26,,
2019-01-27,6.69096399512787e-05,2.41147231695435e-06
2019-01-28,3.69406932761083e-05,1.47115309489475e-05
2019-01-29,4.0239375699255e-05,1.52105783996337e-05
2019-01-30,8.13455808547605e-05,3.96440978245079e-05
2019-01-31,9.52777515430358e-05,0
2019-02-01,,
2019-02-02,4.86923333350774e-05,1.73141881734262e-05
2019-02-03,5.16027506225899e-05,5.49016757543072e-05
2019-02-04,0.000118714040350853,3.67077002878693e-05
2019-02-05,6.75190164303029e-05,2.0562516532509e-05
2019-02-06,5.70943399411346e-05,4.52903770066774e-05
2019-02-07,7.93377941504385e-05,8.11260304891386e-05
2019-02-08,0.000103299596191024,6.02302843924343e-05
2019-02-09,8.08863831067933e-05,2.15587523664388e-05
2019-02-10,5.57480521260017e-05,1.27584950472942e-05
2019-02-11,5.23262844285978e-05,2.74275059788291e-05
2019-02-12,6.1621676399114e-05,4.21806417984323e-05
2019-02-13,7.02131982073797e-05,7.79310815031577e-05
2019-02-14,,
2019-02-15,0.000204046174323213,3.73469971381558e-05
2019-02-16,6.77250777707295e-05,2.20482774205034e-05
2019-02-17,4.81245308058802e-05,4.3598227388671e-05
2019-02-18,7.86291739860499e-05,2.74022160141477e-05
2019-02-19,9.47237621965935e-05,2.53305457574522e-05
2019-02-20,6.9142884803507e-05,5.08197411968496e-05
2019-02-21,0.000148711050206739,0.000107016362093958
2019-02-22,0.000263192989021273,0
2019-02-23,,
2019-02-24,2.70857617579168e-05,2.05932736527144e-05
2019-02-25,,
2019-02-26,6.94285623970269e-05,2.97057044195253e-05
2019-02-27,8.7967583159584e-05,0.000103207245578918
2019-02-28,0.000274521937602144,3.13178587572619e-05
2019-03-01,6.75457488893403e-05,2.57268453865001e-05
2019-03-02,7.4672744334467e-05,1.13797815260769e-05
2019-03-03,2.98147845246876e-05,2.33240690060495e-05
2019-03-04,,
2019-03-05,6.37129768585808e-05,4.97202534275616e-05
2019-03-06,0.000103689788680283,7.4692495912564e-05
2019-03-07,0.000114140540685243,1.80190227081818e-05
2019-03-08,4.81991990809615e-05,1.34244601559122e-05
2019-03-09,5.45316145270751e-05,2.19008738759867e-05
2019-03-10,5.18323362828187e-05,1.64988914313233e-05
2019-03-11,3.50770557485978e-05,4.74056746144172e-06
2019-03-12,,
2019-03-13,3.94264956237685e-05,2.94266290792027e-05
2019-03-14,8.4103143022105e-05,4.05444241309965e-05
2019-03-15,,
2019-03-16,,
2019-03-17,6.54152595402316e-05,2.60524615692727e-05
2019-03-18,7.76901890386366e-05,2.11616989385241e-05
2019-03-19,,
2019-03-20,5.27415000319689e-05,0.000101306843928685
2019-03-21,0.000414153917685761,8.01271353297727e-05
2019-03-22,0.000191423987817217,3.61373093708926e-05
2019-03-23,5.75726075331641e-05,8.7038774502026e-06
2019-03-24,5.5624343630212e-05,2.02602815920159e-05
2019-03-25,0.000114913671292016,2.11453223062234e-13
2019-03-26,1.86815996130463e-05,2.01190674676611e-05
2019-03-27,5.77037012760702e-05,3.579592386951e-05
2019-03-28,7.62664025180227e-05,3.04094152928375e-05
2019-03-29,7.52310708396073e-05,2.07892316250219e-05
2019-03-30,0.000102457815162743,5.31538372572086e-05
2019-03-31,5.3768983155866e-05,6.17507313898782e-05
2019-04-01,,
2019-04-02,,
2019-04-03,0.000101074386616272,3.11559915428662e-05
2019-04-04,,
2019-04-05,9.14171333204967e-05,5.36825357636022e-05
2019-04-06,0.000167623427695682,3.55273073751366e-05
2019-04-07,9.94926798159128e-05,0.000194745806871125
2019-04-08,0.000362495056443441,3.29047858565945e-05
2019-04-09,5.97166035112051e-05,5.64418816421773e-05
2019-04-10,0.000155045881856984,3.38942900314905e-05
2019-04-11,6.58098313855575e-05,0.000118067984969569
2019-04-12,0.000192127576857903,4.15216613528481e-05
2019-04-13,8.3284650630939e-05,2.18193221734595e-05
2019-04-14,6.90152700911462e-05,3.36731805342834e-05
2019-04-15,,
2019-04-16,9.75536093196076e-05,3.63790478754429e-05
2019-04-17,8.61240047535066e-05,2.18356596225081e-05
2019-04-18,0.00016967601452095,1.69783595134183e-05
2019-04-19,8.9530346084534e-05,2.27037432851446e-05
2019-04-20,7.25006321610654e-05,3.24032974600811e-05
2019-04-21,0.000121144188450638,6.67583062496599e-05
2019-04-22,0.000171169285978267,0.000101781311800676
2019-04-23,0.000227277444702984,1.74241004473505e-05
2019-04-24,,
2019-04-25,,
2019-04-26,,
2019-04-27,6.04435488494009e-05,2.51791032047745e-05
2019-04-28,7.50354827558373e-05,7.71110362755126e-06
2019-04-29,3.23054488608787e-05,2.45050276059407e-05
2019-04-30,,
2019-05-01,4.44397780296938e-05,2.80870431930476e-05
2019-05-02,,
2019-05-03,9.46722557040628e-05,4.47680543173689e-05
2019-05-04,5.79259602911096e-05,4.70613509971284e-05
2019-05-05,,
2019-05-06,0.000136565934031536,4.75870495716698e-05
2019-05-07,7.51227996419754e-05,1.61792913250725e-05
2019-05-08,9.91059282773089e-05,2.39885080577088e-05
2019-05-09,,
2019-05-10,4.51395627650255e-05,2.73897768934932e-05
2019-05-11,9.49663092993805e-05,3.89244727624829e-05
2019-05-12,0.000102585285617598,5.97902557071368e-05
2019-05-13,0.000132278955913267,3.5809714681473e-05
2019-05-14,0.000112790215939855,2.35888321278654e-05
2019-05-15,6.02759183955453e-05,2.4845872895006e-05
2019-05-16,6.68458181075795e-05,3.61010752922942e-05
2019-05-17,8.34131295827053e-05,1.99769027320488e-05
2019-05-18,0.00010940206331993,8.67053637732667e-06
2019-05-19,5.41017901308036e-05,1.81355408130912e-05
2019-05-20,,
2019-05-21,,
2019-05-22,6.16074488641741e-05,6.0905139771513e-05
2019-05-23,0.000237733895661042,4.66882027712497e-05
2019-05-24,0.000190221328882945,5.65679123748558e-05
2019-05-25,,
2019-05-26,,
2019-05-27,,
2019-05-28,0.000213882890713555,3.27924911116607e-05
2019-05-29,,
2019-05-30,,
2019-05-31,0.000103801766152402,2.17571439476273e-05
2019-06-01,0.000111091357889282,6.55692042728151e-05
2019-06-02,0.000134112757694207,3.93699779403174e-05
2019-06-03,0.000223946301533594,3.18402006030926e-05
2019-06-04,7.49782179779151e-05,3.06101772645211e-05
2019-06-05,,
2019-06-06,,
2019-06-07,0.000106039002098017,3.02150420980325e-05
2019-06-08,0.000114702852249221,2.32204351573271e-05
2019-06-09,5.79822771387073e-05,7.71922007733673e-05
2019-06-10,,
2019-06-11,,
2019-06-12,,
2019-06-13,,
2019-06-14,,
2019-06-15,,
2019-06-16,,
2019-06-17,,
2019-06-18,,
2019-06-19,7.83479220060668e-05,0.000121849950447572
2019-06-20,0.000145002138323062,1.44485217707255e-05
2019-06-21,,
2019-06-22,0.000337026242851596,4.01618747036906e-05
2019-06-23,,
2019-06-24,,
2019-06-25,5.67643078226293e-05,4.09983032862356e-05
2019-06-26,,
2019-06-27,0.000113360241561435,1.994527813514e-05
2019-06-28,,
2019-06-29,,
2019-06-30,,
2019-07-01,0.00013547687481798,2.01579255127676e-05
2019-07-02,,
2019-07-03,6.4904868275604e-05,4.07654995691065e-05
2019-07-04,0.000100806744001292,6.51886535248358e-05
2019-07-05,8.63479443350971e-05,7.72546703378017e-05
2019-07-06,0.000243635965690083,5.98403040606167e-05
2019-07-07,0.000133927221825054,6.97964450951165e-05
2019-07-08,0.000155547232764114,3.7905618351515e-05
2019-07-09,0.000168168397596244,7.08065035021086e-05
2019-07-10,,
2019-07-11,,
2019-07-12,9.96022515891308e-05,1.48036829112411e-05
2019-07-13,0.000211134000398153,0.000164765632633636
2019-07-14,0.000159024018634683,4.2454186588696e-05
2019-07-15,0.00012134362549394,5.43505129931086e-05
2019-07-16,9.94929468119924e-05,0.00011205502607373
2019-07-17,0.000102989956559607,8.36232789758097e-05
2019-07-18,,
2019-07-19,0.000224455949254483,6.85752185554832e-05
2019-07-20,,
2019-07-21,,
2019-07-22,,
2019-07-23,,
2019-07-24,0.000276649283478037,6.3806943480041e-06
2019-07-25,,
2019-07-26,,
2019-07-27,0.000374823543979534,7.57305307824608e-05
2019-07-28,1.06931440611937e-05,7.00149943069081e-05
2019-07-29,,
2019-07-30,0.000290484100519735,2.57146458406284e-05
2019-07-31,0.000101760373455998,2.41194928847507e-05
2019-08-01,6.20356125777373e-05,4.24226560315376e-05
2019-08-02,6.9310603929668e-05,2.31087360074112e-05
2019-08-03,0.000129329316323302,2.21251027207707e-05
2019-08-04,5.43980715158412e-05,3.67717694849953e-05
2019-08-05,8.13181232161308e-05,0
2019-08-06,0.000107190822130803,2.92347576770127e-05
2019-08-07,,
2019-08-08,3.39217949658632e-05,2.41671959493968e-05
2019-08-09,,
2019-08-10,9.4395891613017e-05,3.64439915051154e-05
2019-08-11,0.000102624495476354,3.47989678231861e-05
2019-08-12,,
2019-08-13,7.55393156970206e-05,7.38751593211476e-05
2019-08-14,7.56699503941005e-05,0.000148249704235041
2019-08-15,0.00020759310347635,2.26486557124593e-05
2019-08-16,0.000343836909733215,1.71878342830145e-13
2019-08-17,6.34716336120121e-05,9.96371053112533e-05
2019-08-18,1.23519293993013e-05,6.8735210650679e-05
2019-08-19,0.000217226102713406,7.87367146906648e-05
2019-08-20,0.000206742778933146,0.000118139387512778
2019-08-21,0.000117789209279075,8.17519866011187e-05
2019-08-22,0.000411233054622214,2.85031371256825e-05
2019-08-23,0.000174070109894381,4.32726317428479e-05
2019-08-24,7.08284369241071e-05,0
2019-08-25,,
2019-08-26,,
2019-08-27,8.81507348149604e-05,4.59710602577979e-05
2019-08-28,,
2019-08-29,0.000112961090053432,5.31745552570033e-05
2019-08-30,,
2019-08-31,0.000164507112064916,1.89086009845589e-05
2019-09-01,4.68036933576019e-05,3.24440345679732e-05
2019-09-02,7.49124426965518e-05,5.09703626240371e-05
2019-09-03,8.65413187553157e-05,1.52950065564854e-05
2019-09-04,0.000120872436872877,2.46612659557762e-05
2019-09-05,5.475685212657e-05,5.07710042265146e-05
2019-09-06,,
2019-09-07,,
2019-09-08,0.000115458483820433,0.000187265951967773
2019-09-09,,
2019-09-10,,
2019-09-11,,
2019-09-12,0.000139190693569951,3.15989717634465e-05
2019-09-13,0.00040409546868901,3.99342550447735e-05
2019-09-14,7.02840609460683e-05,3.78813745164949e-05
2019-09-15,0.00013241103980834,2.1907274759516e-05
2019-09-16,0.000119819621700521,7.13019448154089e-05
2019-09-17,8.29409269502328e-05,2.25875704163062e-05
2019-09-18,0.000239388510475988,2.33611729247581e-05
2019-09-19,0.00014381163456725,1.15053178873504e-05
2019-09-20,8.45324419485149e-05,1.03019997324836e-05
2019-09-21,5.72193768796906e-05,6.33776726232639e-06
2019-09-22,4.52920324683347e-05,0.000151438011112651
2019-09-23,0.0001653707731748,5.27004801936414e-05
2019-09-24,0.000363518333307134,6.77131156124762e-05
2019-09-25,0.00014655486251515,0
2019-09-26,0.000138248788640545,3.52243613187927e-05
2019-09-27,9.97033800942091e-05,1.60566559639291e-05
2019-09-28,5.37644572835802e-05,1.13077336947507e-05
2019-09-29,4.29357586426035e-05,2.7290272087954e-05
2019-09-30,7.05877555682502e-05,1.85299211129464e-05
2019-10-01,,
2019-10-02,,
2019-10-03,,
2019-10-04,,
2019-10-05,6.80432639242966e-05,2.61756692401423e-05
2019-10-06,5.51208130188212e-05,4.56609292026305e-05
2019-10-07,0.000108408987770281,4.06389232255097e-05
2019-10-08,8.35433967204449e-05,2.35596056936719e-05
2019-10-09,0.000147942807097993,1.18623157751529e-05
2019-10-10,,
2019-10-11,6.34420319952782e-05,1.8770682174379e-05
2019-10-12,,
2019-10-13,3.54749403976167e-05,1.68559563647124e-05
2019-10-14,,
2019-10-15,,
2019-10-16,,
2019-10-17,,
2019-10-18,6.37613209061609e-05,6.11187780617979e-05
2019-10-19,0.000187115080356446,2.35728705121998e-05
2019-10-20,,
2019-10-21,0.000184580110577252,1.92606286522978e-05
2019-10-22,6.5436679318257e-05,2.01464066183429e-05
2019-10-23,6.38040114864264e-05,2.52907338022888e-05
2019-10-24,7.4651967163484e-05,1.71426584506813e-05
2019-10-25,8.65026084174687e-05,1.64509471888362e-05
2019-10-26,4.33012264844361e-05,2.53321308527997e-05
2019-10-27,,
2019-10-28,,
2019-10-29,5.9798931912144e-05,2.35374489708809e-05
2019-10-30,1.87708974408451e-05,2.05728422068461e-05
2019-10-31,6.52508288313424e-05,1.6860863379033e-05
2019-11-01,,
2019-11-02,6.07390501072242e-05,8.0235366859535e-05
2019-11-03,5.65838691893028e-05,3.24028768953994e-05
2019-11-04,,
2019-11-05,0.000175363157773873,2.00807176714451e-05
2019-11-06,6.66119489705155e-05,2.67727621960953e-05
2019-11-07,9.67912081082581e-05,1.7174476839895e-05
2019-11-08,5.72019839630449e-05,4.07220576970874e-05
2019-11-09,4.89870312816277e-05,3.97765857970195e-05
2019-11-10,3.40743341591571e-05,1.47033914266334e-05
2019-11-11,,
2019-11-12,0.000122656699800105,1.55383195922539e-05
2019-11-13,0.000111612635383549,7.61791059341288e-05
2019-11-14,5.2754330537428e-05,1.94837137826618e-05
2019-11-15,0.000142353054494099,4.06696395535774e-05
2019-11-16,,
2019-11-17,4.59059015120941e-05,5.06881454323635e-05
2019-11-18,5.54524168876589e-05,5.43417284841344e-05
2019-11-19,0.000111701824892093,3.0768709421135e-05
2019-11-20,0.000138760738581573,1.65652972595679e-05
2019-11-21,0.000106716820551491,1.176058785689e-05
2019-11-22,4.10514940760353e-05,9.41775016027565e-06
2019-11-23,3.90130398032478e-05,2.50528803416606e-05
2019-11-24,2.95991555182163e-05,3.68752480700674e-05
2019-11-25,,
2019-11-26,,
2019-11-27,6.41608231356948e-05,1.40792307446811e-05
2019-11-28,9.42194318910889e-05,1.2959925964813e-05
2019-11-29,8.76970559583136e-05,1.19715925420555e-05
2019-11-30,3.26279914797179e-05,4.77631881371851e-05
2019-12-01,3.84209655385512e-05,1.73537076641549e-05
2019-12-02,0.000126841606511736,4.54305105622421e-05
2019-12-03,,
2019-12-04,,
2019-12-05,6.68423462397095e-05,1.12820646010002e-05
2019-12-06,0.000102057653241902,4.56748423626404e-05
2019-12-07,6.21396320639178e-05,2.08288967388202e-05
2019-12-08,5.42091415814426e-05,2.03922212951756e-05
2019-12-09,0.000122193371646671,2.56909550574108e-05
2019-12-10,8.87431095626369e-05,5.18310902130724e-05
2019-12-11,8.43043512487718e-05,3.7579822119167e-05
2019-12-12,4.7667890642068e-05,8.2833096807103e-05
2019-12-13,0.000146994456440987,0
2019-12-14,6.9513801498268e-05,7.48097579830231e-05
2019-12-15,,
2019-12-16,9.00489083600466e-05,6.32124715258365e-05
2019-12-17,0.000135042461243984,3.54701996501583e-06
2019-12-18,6.93161915514042e-05,1.16280669042439e-05
2019-12-19,0.000133724545555325,6.16175036891418e-05
2019-12-20,,
2019-12-21,2.44005283365992e-05,2.17933224594687e-05
2019-12-22,3.157159655053e-05,1.65899337099883e-05
2019-12-23,0.000137773557100276,1.8341499227303e-05
2019-12-24,5.33089879613173e-05,3.30728703788391e-05
2019-12-25,,
2019-12-26,6.43295266683469e-05,6.42426145042129e-05
2019-12-27,6.37603525585282e-05,2.10291525243143e-05
2019-12-28,,
2019-12-29,0.000144482269319409,2.99178170386246e-05
2019-12-30,,
2019-12-31,,
2020-01-01,,
2020-01-02,4.49356082358405e-05,0
2020-01-03,7.03942823297188e-05,7.65924418223184e-06
2020-01-04,5.9263370907414e-05,1.74390898046703e-05
2020-01-05,3.4147913538618e-05,2.92553874531569e-05
2020-01-06,4.11676123526918e-05,6.11270532073434e-05
2020-01-07,5.93338666475455e-05,5.62525784878553e-07
2020-01-08,5.72874202966227e-05,8.30434590760868e-05
2020-01-09,0.000133592109805171,3.1109961447094e-05
2020-01-10,6.19073209034811e-05,0
2020-01-11,0.000117515280550008,3.38681206639721e-05
2020-01-12,6.09861911359739e-05,1.13402462160665e-05
2020-01-13,5.48067248941106e-05,3.65125560111305e-05
2020-01-14,6.96328793096723e-05,3.6083153882769e-05
2020-01-15,8.70350320746762e-05,2.7246327255304e-05
2020-01-16,0.000120624764719238,2.00660019352822e-05
2020-01-17,6.6858096013269e-05,2.9876305037654e-05
2020-01-18,5.44587759653556e-05,1.52179124988011e-05
2020-01-19,4.54362678568479e-05,1.92512451799326e-05
2020-01-20,7.51244781775663e-05,2.53078298953964e-05
2020-01-21,,
2020-01-22,5.43631905366116e-05,2.87396181980377e-05
2020-01-23,5.51308431337111e-05,1.9663532033469e-05
2020-01-24,7.91804669126403e-05,2.64281717231769e-05
2020-01-25,7.32696864121074e-05,3.11027908052988e-05
2020-01-26,6.77328946148025e-05,2.03660942942823e-05
2020-01-27,6.91553763715494e-05,2.46810962033722e-05
2020-01-28,4.80450479055427e-05,7.53037032137803e-05
2020-01-29,,
2020-01-30,7.23832842450645e-05,1.49243214229547e-05
2020-01-31,0.000177782299838735,1.82203234956632e-05
2020-02-01,6.1592145109739e-05,2.88088393892454e-05
2020-02-02,4.78907296264058e-05,1.81519955943184e-05
2020-02-03,6.21393254368392e-05,1.68657767880862e-05
2020-02-04,6.91144045040737e-05,1.65260834834832e-05
2020-02-05,,
2020-02-06,3.19797191117258e-05,6.20112349743961e-05
2020-02-07,,
2020-02-08,5.60560608039289e-05,3.04806878208428e-05
2020-02-09,4.2418015611569e-05,1.90667253351608e-05
2020-02-10,9.7389023984945e-05,1.70065809846919e-05
2020-02-11,6.6068197772494e-05,2.14283258867037e-05
2020-02-12,4.69789642833545e-05,2.98214563021506e-05
2020-02-13,5.73837008378556e-05,2.45577870679089e-05
2020-02-14,9.91988421735834e-05,1.08484337185216e-05
2020-02-15,7.80851087604388e-05,1.2521397494045e-05
2020-02-16,0.000104937798160015,2.54246154325799e-05
2020-02-17,,
2020-02-18,5.09684708435808e-05,1.65483455359916e-05
2020-02-19,7.41288486722557e-05,3.56917759875784e-05
2020-02-20,5.20506241676187e-05,1.15137761094776e-05
2020-02-21,4.06101905605803e-05,6.15713147995981e-06
2020-02-22,0.000115575680373603,1.47937203013972e-05
2020-02-23,3.50278666897857e-05,5.90875039709133e-05
2020-02-24,3.66604706395667e-05,0.0001042760228886
2020-02-25,7.1626371121619e-05,0.000107501321053365
2020-02-26,0.000145214519575903,7.62363319379663e-05
2020-02-27,0.000155047865697386,3.54391060961187e-05
2020-02-28,0.000234538402030056,4.21279507813098e-05
2020-02-29,9.12802080943269e-05,6.48091272275001e-05
2020-03-01,8.53470391145782e-05,0.000157708921169752
2020-03-02,0.000125740601459372,4.09002287127411e-05
2020-03-03,0.000114042579864743,2.97370428649422e-05
2020-03-04,0.000170394865371987,2.8132418579996e-05
2020-03-05,7.27358991261776e-05,2.03171308433661e-05
2020-03-06,8.96369813819458e-05,1.45202495427208e-05
2020-03-07,5.5922280042013e-05,1.7469901291428e-05
2020-03-08,,
2020-03-09,6.45687316822317e-05,9.11657436666343e-05
2020-03-10,5.30222599833996e-05,2.49429209365693e-05
2020-03-11,,
2020-03-12,0.000387902121569243,1.02234245912488e-05
